"","Q1","Q2","Q3","Q4","Question","Response","score"
"1991","4404","Buffalo","Lemon","Female","Q22","Agree",4
"1992","4404","Buffalo","Lemon","Female","Q23","Agree",4
"1993","4404","Buffalo","Lemon","Female","Q24","Agree",4
"1994","4404","Buffalo","Lemon","Female","Q25","Not sure",3
"1995","4404","Buffalo","Lemon","Female","Q26","Strongly agree",5
"1996","4404","Buffalo","Lemon","Female","Q27","Strongly agree",5
"1997","4404","Buffalo","Lemon","Female","Q28","Agree",4
"1998","4404","Buffalo","Lemon","Female","Q29","Agree",4
"1999","4404","Buffalo","Lemon","Female","Q31","Strongly agree",5
"2000","4404","Buffalo","Lemon","Female","Q32","Strongly agree",5
"2001","4410","caterpillar","lemon","Female","Q7","Agree",4
"2002","4410","caterpillar","lemon","Female","Q8","Agree",4
"2003","4410","caterpillar","lemon","Female","Q9","Strongly agree",5
"2004","4410","caterpillar","lemon","Female","Q10","Agree",4
"2005","4410","caterpillar","lemon","Female","Q11","Agree",4
"2006","4410","caterpillar","lemon","Female","Q12","Agree",4
"2007","4410","caterpillar","lemon","Female","Q13","Agree",4
"2008","4410","caterpillar","lemon","Female","Q14","Agree",4
"2009","4410","caterpillar","lemon","Female","Q15","Agree",4
"2010","4410","caterpillar","lemon","Female","Q16","Agree",4
"2011","4410","caterpillar","lemon","Female","Q17","Agree",4
"2012","4410","caterpillar","lemon","Female","Q18","Strongly agree",5
"2013","4410","caterpillar","lemon","Female","Q19","Strongly agree",5
"2014","4410","caterpillar","lemon","Female","Q20","Agree",4
"2015","4410","caterpillar","lemon","Female","Q21","Agree",4
"2016","4410","caterpillar","lemon","Female","Q22","Strongly agree",5
"2017","4410","caterpillar","lemon","Female","Q23","Strongly agree",5
"2018","4410","caterpillar","lemon","Female","Q24","Strongly agree",5
"2019","4410","caterpillar","lemon","Female","Q25","Agree",4
"2020","4410","caterpillar","lemon","Female","Q26","Strongly agree",5
"2021","4410","caterpillar","lemon","Female","Q27","Strongly agree",5
"2022","4410","caterpillar","lemon","Female","Q28","Agree",4
"2023","4410","caterpillar","lemon","Female","Q29","Agree",4
"2024","4410","caterpillar","lemon","Female","Q31","Strongly agree",5
"2025","4410","caterpillar","lemon","Female","Q32","Strongly agree",5
"2026","4411","Chick","Yellow","Female","Q7","Agree",4
"2027","4411","Chick","Yellow","Female","Q8","Agree",4
"2028","4411","Chick","Yellow","Female","Q9","Agree",4
"2029","4411","Chick","Yellow","Female","Q10","Agree",4
"2030","4411","Chick","Yellow","Female","Q11","Not sure",3
"2031","4411","Chick","Yellow","Female","Q12","Agree",4
"2032","4411","Chick","Yellow","Female","Q13","Agree",4
"2033","4411","Chick","Yellow","Female","Q14","Not sure",3
"2034","4411","Chick","Yellow","Female","Q15","Not sure",3
"2035","4411","Chick","Yellow","Female","Q16","Agree",4
"2036","4411","Chick","Yellow","Female","Q17","Agree",4
"2037","4411","Chick","Yellow","Female","Q18","Agree",4
"2038","4411","Chick","Yellow","Female","Q19","Agree",4
"2039","4411","Chick","Yellow","Female","Q20","Strongly agree",5
"2040","4411","Chick","Yellow","Female","Q21","Not sure",3
"2041","4411","Chick","Yellow","Female","Q22","Agree",4
"2042","4411","Chick","Yellow","Female","Q23","Strongly agree",5
"2043","4411","Chick","Yellow","Female","Q24","Not sure",3
"2044","4411","Chick","Yellow","Female","Q25","Agree",4
"2045","4411","Chick","Yellow","Female","Q26","Agree",4
"2046","4411","Chick","Yellow","Female","Q27","Strongly agree",5
"2047","4411","Chick","Yellow","Female","Q28","Agree",4
"2048","4411","Chick","Yellow","Female","Q29","Agree",4
"2049","4411","Chick","Yellow","Female","Q31","Agree",4
"2050","4411","Chick","Yellow","Female","Q32","Strongly agree",5
"2051","4396","Whale","Green","Female","Q7","Strongly agree",5
"2052","4396","Whale","Green","Female","Q8","Agree",4
"2053","4396","Whale","Green","Female","Q9","Agree",4
"2054","4396","Whale","Green","Female","Q10","Strongly agree",5
"2055","4396","Whale","Green","Female","Q11","Agree",4
"2056","4396","Whale","Green","Female","Q12","Strongly agree",5
"2057","4396","Whale","Green","Female","Q13","Strongly agree",5
"2058","4396","Whale","Green","Female","Q14","Agree",4
"2059","4396","Whale","Green","Female","Q15","Strongly agree",5
"2060","4396","Whale","Green","Female","Q16","Strongly agree",5
"2061","4396","Whale","Green","Female","Q17","Strongly agree",5
"2062","4396","Whale","Green","Female","Q18","Strongly agree",5
"2063","4396","Whale","Green","Female","Q19","Agree",4
"2064","4396","Whale","Green","Female","Q20","Strongly agree",5
"2065","4396","Whale","Green","Female","Q21","Strongly agree",5
"2066","4396","Whale","Green","Female","Q22","Strongly agree",5
"2067","4396","Whale","Green","Female","Q23","Strongly agree",5
"2068","4396","Whale","Green","Female","Q24","Strongly agree",5
"2069","4396","Whale","Green","Female","Q25","Strongly agree",5
"2070","4396","Whale","Green","Female","Q26","Strongly agree",5
"2071","4396","Whale","Green","Female","Q27","Strongly agree",5
"2072","4396","Whale","Green","Female","Q28","Strongly agree",5
"2073","4396","Whale","Green","Female","Q29","Agree",4
"2074","4396","Whale","Green","Female","Q31","Strongly agree",5
"2075","4396","Whale","Green","Female","Q32","Strongly agree",5
"2076","effe","fefe","green","Female","Q7","Agree",4
"2077","effe","fefe","green","Female","Q8","Agree",4
"2078","effe","fefe","green","Female","Q9","Strongly agree",5
"2079","effe","fefe","green","Female","Q10","Agree",4
"2080","effe","fefe","green","Female","Q11","Agree",4
"2081","effe","fefe","green","Female","Q12","Not sure",3
"2082","effe","fefe","green","Female","Q13","Agree",4
"2083","effe","fefe","green","Female","Q14","Agree",4
"2084","effe","fefe","green","Female","Q15","Agree",4
"2085","effe","fefe","green","Female","Q16","Agree",4
"2086","effe","fefe","green","Female","Q17","Agree",4
"2087","effe","fefe","green","Female","Q18","Agree",4
"2088","effe","fefe","green","Female","Q19","Agree",4
"2089","effe","fefe","green","Female","Q20","Agree",4
"2090","effe","fefe","green","Female","Q21","Agree",4
"2091","effe","fefe","green","Female","Q22","Agree",4
"2092","effe","fefe","green","Female","Q23","Agree",4
"2093","effe","fefe","green","Female","Q24","Agree",4
"2094","effe","fefe","green","Female","Q25","Agree",4
"2095","effe","fefe","green","Female","Q26","Agree",4
"2096","effe","fefe","green","Female","Q27","Agree",4
"2097","effe","fefe","green","Female","Q28","Not sure",3
"2098","effe","fefe","green","Female","Q29","Agree",4
"2099","effe","fefe","green","Female","Q31","Agree",4
"2100","effe","fefe","green","Female","Q32","Agree",4
"2101","4418","Dragonfly","Lemon","Male","Q7","Agree",4
"2102","4418","Dragonfly","Lemon","Male","Q8","Not sure",3
"2103","4418","Dragonfly","Lemon","Male","Q9","Agree",4
"2104","4418","Dragonfly","Lemon","Male","Q10","Agree",4
"2105","4418","Dragonfly","Lemon","Male","Q11","Agree",4
"2106","4418","Dragonfly","Lemon","Male","Q12","Strongly agree",5
"2107","4418","Dragonfly","Lemon","Male","Q13","Agree",4
"2108","4418","Dragonfly","Lemon","Male","Q14","Agree",4
"2109","4418","Dragonfly","Lemon","Male","Q15","Agree",4
"2110","4418","Dragonfly","Lemon","Male","Q16","Strongly agree",5
"2111","4418","Dragonfly","Lemon","Male","Q17","Strongly agree",5
"2112","4418","Dragonfly","Lemon","Male","Q18","Strongly agree",5
"2113","4418","Dragonfly","Lemon","Male","Q19","Agree",4
"2114","4418","Dragonfly","Lemon","Male","Q20","Agree",4
"2115","4418","Dragonfly","Lemon","Male","Q21","Agree",4
"2116","4418","Dragonfly","Lemon","Male","Q22","Agree",4
"2117","4418","Dragonfly","Lemon","Male","Q23","Strongly agree",5
"2118","4418","Dragonfly","Lemon","Male","Q24","Strongly agree",5
"2119","4418","Dragonfly","Lemon","Male","Q25","Strongly agree",5
"2120","4418","Dragonfly","Lemon","Male","Q26","Strongly agree",5
"2121","4418","Dragonfly","Lemon","Male","Q27","Strongly agree",5
"2122","4418","Dragonfly","Lemon","Male","Q28","Agree",4
"2123","4418","Dragonfly","Lemon","Male","Q29","Strongly agree",5
"2124","4418","Dragonfly","Lemon","Male","Q31","Strongly agree",5
"2125","4418","Dragonfly","Lemon","Male","Q32","Strongly agree",5
"2126","4419","Duck","Lemon","Male","Q7","Agree",4
"2127","4419","Duck","Lemon","Male","Q8","Not sure",3
"2128","4419","Duck","Lemon","Male","Q9","Not sure",3
"2129","4419","Duck","Lemon","Male","Q10","Agree",4
"2130","4419","Duck","Lemon","Male","Q11","Agree",4
"2131","4419","Duck","Lemon","Male","Q12","Agree",4
"2132","4419","Duck","Lemon","Male","Q13","Agree",4
"2133","4419","Duck","Lemon","Male","Q14","Not sure",3
"2134","4419","Duck","Lemon","Male","Q15","Disagree",2
"2135","4419","Duck","Lemon","Male","Q16","Not sure",3
"2136","4419","Duck","Lemon","Male","Q17","Not sure",3
"2137","4419","Duck","Lemon","Male","Q18","Not sure",3
"2138","4419","Duck","Lemon","Male","Q19","Not sure",3
"2139","4419","Duck","Lemon","Male","Q20","Not sure",3
"2140","4419","Duck","Lemon","Male","Q21","Not sure",3
"2141","4419","Duck","Lemon","Male","Q22","Agree",4
"2142","4419","Duck","Lemon","Male","Q23","Agree",4
"2143","4419","Duck","Lemon","Male","Q24","Not sure",3
"2144","4419","Duck","Lemon","Male","Q25","Agree",4
"2145","4419","Duck","Lemon","Male","Q26","Agree",4
"2146","4419","Duck","Lemon","Male","Q27","Agree",4
"2147","4419","Duck","Lemon","Male","Q28","Agree",4
"2148","4419","Duck","Lemon","Male","Q29","Agree",4
"2149","4419","Duck","Lemon","Male","Q31","Agree",4
"2150","4419","Duck","Lemon","Male","Q32","Agree",4
"2151","4415","Deer","Lemon","Male","Q7","Agree",4
"2152","4415","Deer","Lemon","Male","Q8","Agree",4
"2153","4415","Deer","Lemon","Male","Q9","Agree",4
"2154","4415","Deer","Lemon","Male","Q10","Agree",4
"2155","4415","Deer","Lemon","Male","Q11","Agree",4
"2156","4415","Deer","Lemon","Male","Q12","Agree",4
"2157","4415","Deer","Lemon","Male","Q13","Agree",4
"2158","4415","Deer","Lemon","Male","Q14","Agree",4
"2159","4415","Deer","Lemon","Male","Q15","Agree",4
"2160","4415","Deer","Lemon","Male","Q16","Not sure",3
"2161","4415","Deer","Lemon","Male","Q17","Agree",4
"2162","4415","Deer","Lemon","Male","Q18","Agree",4
"2163","4415","Deer","Lemon","Male","Q19","Not sure",3
"2164","4415","Deer","Lemon","Male","Q20","Not sure",3
"2165","4415","Deer","Lemon","Male","Q21","Not sure",3
"2166","4415","Deer","Lemon","Male","Q22","Not sure",3
"2167","4415","Deer","Lemon","Male","Q23","Agree",4
"2168","4415","Deer","Lemon","Male","Q24","Not sure",3
"2169","4415","Deer","Lemon","Male","Q25","Not sure",3
"2170","4415","Deer","Lemon","Male","Q26","Agree",4
"2171","4415","Deer","Lemon","Male","Q27","Agree",4
"2172","4415","Deer","Lemon","Male","Q28","Not sure",3
"2173","4415","Deer","Lemon","Male","Q29","Not sure",3
"2174","4415","Deer","Lemon","Male","Q31","Agree",4
"2175","4415","Deer","Lemon","Male","Q32","Agree",4
"2176","4413","Cow","lemon","Female","Q7","Agree",4
"2177","4413","Cow","lemon","Female","Q8","Agree",4
"2178","4413","Cow","lemon","Female","Q9","Agree",4
"2179","4413","Cow","lemon","Female","Q10","Agree",4
"2180","4413","Cow","lemon","Female","Q11","Agree",4
"2181","4413","Cow","lemon","Female","Q12","Agree",4
"2182","4413","Cow","lemon","Female","Q13","Not sure",3
"2183","4413","Cow","lemon","Female","Q14","Agree",4
"2184","4413","Cow","lemon","Female","Q15","Disagree",2
"2185","4413","Cow","lemon","Female","Q16","Disagree",2
"2186","4413","Cow","lemon","Female","Q17","Not sure",3
"2187","4413","Cow","lemon","Female","Q18","Disagree",2
"2188","4413","Cow","lemon","Female","Q19","Not sure",3
"2189","4413","Cow","lemon","Female","Q20","Disagree",2
"2190","4413","Cow","lemon","Female","Q21","Not sure",3
"2191","4413","Cow","lemon","Female","Q22","Agree",4
"2192","4413","Cow","lemon","Female","Q23","Agree",4
"2193","4413","Cow","lemon","Female","Q24","Not sure",3
"2194","4413","Cow","lemon","Female","Q25","Agree",4
"2195","4413","Cow","lemon","Female","Q26","Strongly agree",5
"2196","4413","Cow","lemon","Female","Q27","Strongly agree",5
"2197","4413","Cow","lemon","Female","Q28","Not sure",3
"2198","4413","Cow","lemon","Female","Q29","Agree",4
"2199","4413","Cow","lemon","Female","Q31","Strongly agree",5
"2200","4413","Cow","lemon","Female","Q32","Strongly agree",5
"2201","4022","bear","lemon ","Male","Q7","Strongly agree",5
"2202","4022","bear","lemon ","Male","Q8","Not sure",3
"2203","4022","bear","lemon ","Male","Q9","Agree",4
"2204","4022","bear","lemon ","Male","Q10","Agree",4
"2205","4022","bear","lemon ","Male","Q11","Agree",4
"2206","4022","bear","lemon ","Male","Q12","Agree",4
"2207","4022","bear","lemon ","Male","Q13","Not sure",3
"2208","4022","bear","lemon ","Male","Q14","Disagree",2
"2209","4022","bear","lemon ","Male","Q15","Strongly agree",5
"2210","4022","bear","lemon ","Male","Q16","Strongly agree",5
"2211","4022","bear","lemon ","Male","Q17","Strongly agree",5
"2212","4022","bear","lemon ","Male","Q18","Strongly agree",5
"2213","4022","bear","lemon ","Male","Q19","Agree",4
"2214","4022","bear","lemon ","Male","Q20","Agree",4
"2215","4022","bear","lemon ","Male","Q21","Strongly agree",5
"2216","4022","bear","lemon ","Male","Q22","Strongly agree",5
"2217","4022","bear","lemon ","Male","Q23","Strongly agree",5
"2218","4022","bear","lemon ","Male","Q24","Not sure",3
"2219","4022","bear","lemon ","Male","Q25","Agree",4
"2220","4022","bear","lemon ","Male","Q26","Strongly agree",5
"2221","4022","bear","lemon ","Male","Q27","Strongly agree",5
"2222","4022","bear","lemon ","Male","Q28","Strongly agree",5
"2223","4022","bear","lemon ","Male","Q29","Agree",4
"2224","4022","bear","lemon ","Male","Q31","Strongly agree",5
"2225","4022","bear","lemon ","Male","Q32","Strongly agree",5
"2226","4400","balloon","lemon","Female","Q7","Not sure",3
"2227","4400","balloon","lemon","Female","Q8","Agree",4
"2228","4400","balloon","lemon","Female","Q9","Agree",4
"2229","4400","balloon","lemon","Female","Q10","Agree",4
"2230","4400","balloon","lemon","Female","Q11","Agree",4
"2231","4400","balloon","lemon","Female","Q12","Agree",4
"2232","4400","balloon","lemon","Female","Q13","Agree",4
"2233","4400","balloon","lemon","Female","Q14","Not sure",3
"2234","4400","balloon","lemon","Female","Q15","Not sure",3
"2235","4400","balloon","lemon","Female","Q16","Agree",4
"2236","4400","balloon","lemon","Female","Q17","Agree",4
"2237","4400","balloon","lemon","Female","Q18","Agree",4
"2238","4400","balloon","lemon","Female","Q19","Agree",4
"2239","4400","balloon","lemon","Female","Q20","Agree",4
"2240","4400","balloon","lemon","Female","Q21","Not sure",3
"2241","4400","balloon","lemon","Female","Q22","Strongly agree",5
"2242","4400","balloon","lemon","Female","Q23","Agree",4
"2243","4400","balloon","lemon","Female","Q24","Agree",4
"2244","4400","balloon","lemon","Female","Q25","Agree",4
"2245","4400","balloon","lemon","Female","Q26","Agree",4
"2246","4400","balloon","lemon","Female","Q27","Strongly agree",5
"2247","4400","balloon","lemon","Female","Q28","Agree",4
"2248","4400","balloon","lemon","Female","Q29","Agree",4
"2249","4400","balloon","lemon","Female","Q31","Agree",4
"2250","4400","balloon","lemon","Female","Q32","Strongly agree",5
"2251","4421","Elephant","Lemon/yellow","Female","Q7","Agree",4
"2252","4421","Elephant","Lemon/yellow","Female","Q8","Strongly agree",5
"2253","4421","Elephant","Lemon/yellow","Female","Q9","Agree",4
"2254","4421","Elephant","Lemon/yellow","Female","Q10","Agree",4
"2255","4421","Elephant","Lemon/yellow","Female","Q11","Agree",4
"2256","4421","Elephant","Lemon/yellow","Female","Q12","Strongly agree",5
"2257","4421","Elephant","Lemon/yellow","Female","Q13","Agree",4
"2258","4421","Elephant","Lemon/yellow","Female","Q14","Agree",4
"2259","4421","Elephant","Lemon/yellow","Female","Q15","Strongly agree",5
"2260","4421","Elephant","Lemon/yellow","Female","Q16","Agree",4
"2261","4421","Elephant","Lemon/yellow","Female","Q17","Agree",4
"2262","4421","Elephant","Lemon/yellow","Female","Q18","Strongly agree",5
"2263","4421","Elephant","Lemon/yellow","Female","Q19","Agree",4
"2264","4421","Elephant","Lemon/yellow","Female","Q20","Agree",4
"2265","4421","Elephant","Lemon/yellow","Female","Q21","Not sure",3
"2266","4421","Elephant","Lemon/yellow","Female","Q22","Agree",4
"2267","4421","Elephant","Lemon/yellow","Female","Q23","Strongly agree",5
"2268","4421","Elephant","Lemon/yellow","Female","Q24","Not sure",3
"2269","4421","Elephant","Lemon/yellow","Female","Q25","Not sure",3
"2270","4421","Elephant","Lemon/yellow","Female","Q26","Strongly agree",5
"2271","4421","Elephant","Lemon/yellow","Female","Q27","Strongly agree",5
"2272","4421","Elephant","Lemon/yellow","Female","Q28","Agree",4
"2273","4421","Elephant","Lemon/yellow","Female","Q29","Not sure",3
"2274","4421","Elephant","Lemon/yellow","Female","Q31","Strongly agree",5
"2275","4421","Elephant","Lemon/yellow","Female","Q32","Strongly agree",5
"2276","4417","dolphin","lemon","Male","Q7","Agree",4
"2277","4417","dolphin","lemon","Male","Q8","Agree",4
"2278","4417","dolphin","lemon","Male","Q9","Strongly agree",5
"2279","4417","dolphin","lemon","Male","Q10","Strongly agree",5
"2280","4417","dolphin","lemon","Male","Q11","Strongly agree",5
"2281","4417","dolphin","lemon","Male","Q12","Agree",4
"2282","4417","dolphin","lemon","Male","Q13","Strongly agree",5
"2283","4417","dolphin","lemon","Male","Q14","Agree",4
"2284","4417","dolphin","lemon","Male","Q15","Not sure",3
"2285","4417","dolphin","lemon","Male","Q16","Strongly agree",5
"2286","4417","dolphin","lemon","Male","Q17","Agree",4
"2287","4417","dolphin","lemon","Male","Q18","Agree",4
"2288","4417","dolphin","lemon","Male","Q19","Agree",4
"2289","4417","dolphin","lemon","Male","Q20","Agree",4
"2290","4417","dolphin","lemon","Male","Q21","Strongly agree",5
"2291","4417","dolphin","lemon","Male","Q22","Agree",4
"2292","4417","dolphin","lemon","Male","Q23","Strongly agree",5
"2293","4417","dolphin","lemon","Male","Q24","Strongly agree",5
"2294","4417","dolphin","lemon","Male","Q25","Agree",4
"2295","4417","dolphin","lemon","Male","Q26","Strongly agree",5
"2296","4417","dolphin","lemon","Male","Q27","Strongly agree",5
"2297","4417","dolphin","lemon","Male","Q28","Agree",4
"2298","4417","dolphin","lemon","Male","Q29","Agree",4
"2299","4417","dolphin","lemon","Male","Q31","Strongly agree",5
"2300","4417","dolphin","lemon","Male","Q32","Strongly agree",5
"2301","4397","Zebra","Green","Female","Q7","Agree",4
"2302","4397","Zebra","Green","Female","Q8","Not sure",3
"2303","4397","Zebra","Green","Female","Q9","Agree",4
"2304","4397","Zebra","Green","Female","Q10","Agree",4
"2305","4397","Zebra","Green","Female","Q11","Agree",4
"2306","4397","Zebra","Green","Female","Q12","Agree",4
"2307","4397","Zebra","Green","Female","Q13","Agree",4
"2308","4397","Zebra","Green","Female","Q14","Agree",4
"2309","4397","Zebra","Green","Female","Q15","Agree",4
"2310","4397","Zebra","Green","Female","Q16","Agree",4
"2311","4397","Zebra","Green","Female","Q17","Agree",4
"2312","4397","Zebra","Green","Female","Q18","Agree",4
"2313","4397","Zebra","Green","Female","Q19","Agree",4
"2314","4397","Zebra","Green","Female","Q20","Not sure",3
"2315","4397","Zebra","Green","Female","Q21","Agree",4
"2316","4397","Zebra","Green","Female","Q22","Not sure",3
"2317","4397","Zebra","Green","Female","Q23","Strongly agree",5
"2318","4397","Zebra","Green","Female","Q24","Strongly agree",5
"2319","4397","Zebra","Green","Female","Q25","Agree",4
"2320","4397","Zebra","Green","Female","Q26","Strongly agree",5
"2321","4397","Zebra","Green","Female","Q27","Strongly agree",5
"2322","4397","Zebra","Green","Female","Q28","Strongly agree",5
"2323","4397","Zebra","Green","Female","Q29","Agree",4
"2324","4397","Zebra","Green","Female","Q31","Strongly agree",5
"2325","4397","Zebra","Green","Female","Q32","Strongly agree",5
"2326","4408","Car","Lemon ","Female","Q7","Not sure",3
"2327","4408","Car","Lemon ","Female","Q8","Agree",4
"2328","4408","Car","Lemon ","Female","Q9","Agree",4
"2329","4408","Car","Lemon ","Female","Q10","Strongly agree",5
"2330","4408","Car","Lemon ","Female","Q11","Agree",4
"2331","4408","Car","Lemon ","Female","Q12","Agree",4
"2332","4408","Car","Lemon ","Female","Q13","Agree",4
"2333","4408","Car","Lemon ","Female","Q14","Not sure",3
"2334","4408","Car","Lemon ","Female","Q15","Not sure",3
"2335","4408","Car","Lemon ","Female","Q16","Strongly agree",5
"2336","4408","Car","Lemon ","Female","Q17","Agree",4
"2337","4408","Car","Lemon ","Female","Q18","Agree",4
"2338","4408","Car","Lemon ","Female","Q19","Agree",4
"2339","4408","Car","Lemon ","Female","Q20","Not sure",3
"2340","4408","Car","Lemon ","Female","Q21","Agree",4
"2341","4408","Car","Lemon ","Female","Q22","Agree",4
"2342","4408","Car","Lemon ","Female","Q23","Agree",4
"2343","4408","Car","Lemon ","Female","Q24","Agree",4
"2344","4408","Car","Lemon ","Female","Q25","Agree",4
"2345","4408","Car","Lemon ","Female","Q26","Strongly agree",5
"2346","4408","Car","Lemon ","Female","Q27","Strongly agree",5
"2347","4408","Car","Lemon ","Female","Q28","Agree",4
"2348","4408","Car","Lemon ","Female","Q29","Agree",4
"2349","4408","Car","Lemon ","Female","Q31","Strongly agree",5
"2350","4408","Car","Lemon ","Female","Q32","Strongly agree",5
"2351","4456","Tractor","Light yellow","Female","Q7","Agree",4
"2352","4456","Tractor","Light yellow","Female","Q8","Agree",4
"2353","4456","Tractor","Light yellow","Female","Q9","Agree",4
"2354","4456","Tractor","Light yellow","Female","Q10","Agree",4
"2355","4456","Tractor","Light yellow","Female","Q11","Agree",4
"2356","4456","Tractor","Light yellow","Female","Q12","Agree",4
"2357","4456","Tractor","Light yellow","Female","Q13","Agree",4
"2358","4456","Tractor","Light yellow","Female","Q14","Strongly agree",5
"2359","4456","Tractor","Light yellow","Female","Q15","Strongly agree",5
"2360","4456","Tractor","Light yellow","Female","Q16","Strongly agree",5
"2361","4456","Tractor","Light yellow","Female","Q17","Agree",4
"2362","4456","Tractor","Light yellow","Female","Q18","Agree",4
"2363","4456","Tractor","Light yellow","Female","Q19","Not sure",3
"2364","4456","Tractor","Light yellow","Female","Q20","Agree",4
"2365","4456","Tractor","Light yellow","Female","Q21","Not sure",3
"2366","4456","Tractor","Light yellow","Female","Q22","Agree",4
"2367","4456","Tractor","Light yellow","Female","Q23","Strongly agree",5
"2368","4456","Tractor","Light yellow","Female","Q24","Strongly agree",5
"2369","4456","Tractor","Light yellow","Female","Q25","Agree",4
"2370","4456","Tractor","Light yellow","Female","Q26","Agree",4
"2371","4456","Tractor","Light yellow","Female","Q27","Strongly agree",5
"2372","4456","Tractor","Light yellow","Female","Q28","Agree",4
"2373","4456","Tractor","Light yellow","Female","Q29","Agree",4
"2374","4456","Tractor","Light yellow","Female","Q31","Strongly agree",5
"2375","4456","Tractor","Light yellow","Female","Q32","Strongly agree",5
"2376","4459","whale","light yellow","Female","Q7","Strongly agree",5
"2377","4459","whale","light yellow","Female","Q8","Strongly agree",5
"2378","4459","whale","light yellow","Female","Q9","Strongly agree",5
"2379","4459","whale","light yellow","Female","Q10","Strongly agree",5
"2380","4459","whale","light yellow","Female","Q11","Strongly agree",5
"2381","4459","whale","light yellow","Female","Q12","Strongly agree",5
"2382","4459","whale","light yellow","Female","Q13","Strongly agree",5
"2383","4459","whale","light yellow","Female","Q14","Strongly agree",5
"2384","4459","whale","light yellow","Female","Q15","Agree",4
"2385","4459","whale","light yellow","Female","Q16","Not sure",3
"2386","4459","whale","light yellow","Female","Q17","Agree",4
"2387","4459","whale","light yellow","Female","Q18","Agree",4
"2388","4459","whale","light yellow","Female","Q19","Not sure",3
"2389","4459","whale","light yellow","Female","Q20","Agree",4
"2390","4459","whale","light yellow","Female","Q21","Agree",4
"2391","4459","whale","light yellow","Female","Q22","Not sure",3
"2392","4459","whale","light yellow","Female","Q23","Agree",4
"2393","4459","whale","light yellow","Female","Q24","Agree",4
"2394","4459","whale","light yellow","Female","Q25","Agree",4
"2395","4459","whale","light yellow","Female","Q26","Agree",4
"2396","4459","whale","light yellow","Female","Q27","Strongly agree",5
"2397","4459","whale","light yellow","Female","Q28","Agree",4
"2398","4459","whale","light yellow","Female","Q29","Agree",4
"2399","4459","whale","light yellow","Female","Q31","Strongly agree",5
"2400","4459","whale","light yellow","Female","Q32","Strongly agree",5
"2401","4455","Tiger ","Light yellow ","Female","Q7","Agree",4
"2402","4455","Tiger ","Light yellow ","Female","Q8","Agree",4
"2403","4455","Tiger ","Light yellow ","Female","Q9","Agree",4
"2404","4455","Tiger ","Light yellow ","Female","Q10","Agree",4
"2405","4455","Tiger ","Light yellow ","Female","Q11","Agree",4
"2406","4455","Tiger ","Light yellow ","Female","Q12","Agree",4
"2407","4455","Tiger ","Light yellow ","Female","Q13","Agree",4
"2408","4455","Tiger ","Light yellow ","Female","Q14","Not sure",3
"2409","4455","Tiger ","Light yellow ","Female","Q15","Strongly disagree",1
"2410","4455","Tiger ","Light yellow ","Female","Q16","Agree",4
"2411","4455","Tiger ","Light yellow ","Female","Q17","Not sure",3
"2412","4455","Tiger ","Light yellow ","Female","Q18","Disagree",2
"2413","4455","Tiger ","Light yellow ","Female","Q19","Agree",4
"2414","4455","Tiger ","Light yellow ","Female","Q20","Not sure",3
"2415","4455","Tiger ","Light yellow ","Female","Q21","Agree",4
"2416","4455","Tiger ","Light yellow ","Female","Q22","Strongly disagree",1
"2417","4455","Tiger ","Light yellow ","Female","Q23","Strongly disagree",1
"2418","4455","Tiger ","Light yellow ","Female","Q24","Disagree",2
"2419","4455","Tiger ","Light yellow ","Female","Q25","Disagree",2
"2420","4455","Tiger ","Light yellow ","Female","Q26","Agree",4
"2421","4455","Tiger ","Light yellow ","Female","Q27","Agree",4
"2422","4455","Tiger ","Light yellow ","Female","Q28","Strongly disagree",1
"2423","4455","Tiger ","Light yellow ","Female","Q29","Not sure",3
"2424","4455","Tiger ","Light yellow ","Female","Q31","Agree",4
"2425","4455","Tiger ","Light yellow ","Female","Q32","Agree",4
"2426","4449","sheep","light yellow","Female","Q7","Agree",4
"2427","4449","sheep","light yellow","Female","Q8","Strongly agree",5
"2428","4449","sheep","light yellow","Female","Q9","Strongly agree",5
"2429","4449","sheep","light yellow","Female","Q10","Strongly agree",5
"2430","4449","sheep","light yellow","Female","Q11","Agree",4
"2431","4449","sheep","light yellow","Female","Q12","Agree",4
"2432","4449","sheep","light yellow","Female","Q13","Agree",4
"2433","4449","sheep","light yellow","Female","Q14","Agree",4
"2434","4449","sheep","light yellow","Female","Q15","Strongly agree",5
"2435","4449","sheep","light yellow","Female","Q16","Strongly agree",5
"2436","4449","sheep","light yellow","Female","Q17","Strongly agree",5
"2437","4449","sheep","light yellow","Female","Q18","Agree",4
"2438","4449","sheep","light yellow","Female","Q19","Strongly agree",5
"2439","4449","sheep","light yellow","Female","Q20","Agree",4
"2440","4449","sheep","light yellow","Female","Q21","Agree",4
"2441","4449","sheep","light yellow","Female","Q22","Strongly agree",5
"2442","4449","sheep","light yellow","Female","Q23","Not sure",3
"2443","4449","sheep","light yellow","Female","Q24","Not sure",3
"2444","4449","sheep","light yellow","Female","Q25","Agree",4
"2445","4449","sheep","light yellow","Female","Q26","Agree",4
"2446","4449","sheep","light yellow","Female","Q27","Agree",4
"2447","4449","sheep","light yellow","Female","Q28","Agree",4
"2448","4449","sheep","light yellow","Female","Q29","Not sure",3
"2449","4449","sheep","light yellow","Female","Q31","Agree",4
"2450","4449","sheep","light yellow","Female","Q32","Strongly agree",5
