"","SelfEfficacy","TaskValue","MasteryGoals"
"1",-3.17426822392695,-3.22814809309846,-3.93778798565742
"2",-0.360199720521895,0.620563274776561,0.181154250746379
"3",0.719313102624404,0.511019038185562,0.628202566911093
"4",0.448026381995024,0.624350966925085,0.497872711326594
"5",0.642515769069211,0.539790296918738,0.606318137922553
"6",0.560639073274806,0.0799523591187,0.233125506358509
"7",-0.213049386756123,-0.0757040284434782,-0.361875083163576
"8",0.143871937705526,0.532769119309721,0.169174739427979
"9",-0.14443362702302,-0.151504428181791,-0.144418464082376
"10",-0.544876471592383,-0.434701174735702,-0.51712116159297
"11",0.160902655178256,-0.105600799857993,0.0284363866404213
"12",0.541569634816311,0.92400567208027,0.760560664607706
"13",0.236015799955792,0.389374646666341,0.0724958745822506
"14",0.35105027645847,0.599858314946788,0.395975064365868
"15",0.695191967999326,0.547286083032919,0.534652682737146
"16",-0.00246116811111229,-0.181717041303462,0.148992647079889
"17",-0.372169748225783,0.434620662270859,0.232448274910637
"18",0.171959696979981,-0.459847873424734,-0.271898771578771
"19",-0.592849698855903,0.382612068335463,0.276473145994084
"20",-0.312243212057277,-0.191401000378804,-0.489485875957409
"21",0.0438186207256274,0.336368880485619,0.281369491610105
"22",-1.25397670591083,-0.836325707729351,-1.16128785643271
"23",-0.133342766589833,-0.386093801510607,-0.343856571719512
"24",-0.311675255132291,-0.233786878837511,-0.426988016559588
"25",0.0187151364081417,-0.72670851411448,-0.401542322065543
"26",-0.278522677389712,-0.0322935611441561,-0.0251477114369898
"27",0.363275592375833,0.441566038752331,0.278133840814477
"28",0.39445240866656,-0.246037706385231,-0.129612359657454
"29",-0.233695949521296,-1.38001675272252,-1.00234543379084
"30",-0.474583147184411,0.0551492629735979,-0.191985029880124
"31",-1.47445924355692,-1.15877662932289,-1.19643102204749
"32",-0.286232916786575,-0.0137950673092084,-0.199730051005616
"33",0.52281937482108,0.43884904178036,0.476727114401094
"34",-0.447754322672627,0.441428135485245,0.393334424002944
"35",0.220331030176348,0.567041404596653,0.619257673278765
"36",0.0877435284543308,0.182955674412587,0.251945708933594
"37",0.498787138167352,0.211487192805373,0.169941992871547
"38",-0.784164196589641,-0.96846104451274,-1.12603614214825
"39",-0.210402219321186,-0.390278884318377,-0.327887626927569
"40",0.69524424461797,0.925568242425187,0.789762357759928
"41",0.284804601968562,0.39971047817785,0.32687746319498
"42",-0.989919258215015,-0.357933296678098,-0.841012934322951
"43",-0.29234981642628,-0.624860903637843,-0.0570170976443558
"44",0.642650101681175,0.258339897262106,0.552205504274483
"45",-0.785256876627402,-0.502805222021852,-1.07104619948768
"46",-0.704944782724779,0.1537982813521,-0.307738781849126
"47",0.0217512676737824,0.0876043549807265,0.209331700288705
"48",-0.405689454280554,-0.10285264697374,-0.27351396639273
"49",-0.112597259920822,0.770834139067952,0.432983962072066
"50",0.586695960932627,0.61695928270281,0.526594151087439
"51",0.604213590246837,0.924642638636882,0.772464449928422
"52",-0.239272565519154,-0.23668161042788,0.278594612510289
"53",0.106612427737946,0.336706656902642,0.461427104246194
"54",0.537827304140005,0.208216275474063,0.525423557078409
"55",-0.207827216816404,-0.519927044788398,-0.480362962888655
"56",0.392798621997781,-0.162860088979671,-0.090841574755434
"57",-0.150804046149836,-0.382150933368164,-0.508592315982177
"58",-0.277717610985406,0.0658682633991006,-0.00272193518231793
"59",0.639346884753043,0.300377710239371,0.212113329797114
"60",0.228111576263873,0.354104656139262,0.241852805758294
"61",0.649223760461361,0.858902342746248,0.765995925152792
"62",0.650105422053241,-0.171757320174001,0.126461347987912
"63",0.512966321147566,0.726173497995205,0.626082969623581
"64",0.321539009061758,-0.185277698093721,0.243975026457374
"65",0.240482994405011,-0.67922142872596,-0.352406932525071
"66",0.84229414611774,0.927063452438103,0.817705204709094
"67",0.407077121316823,0.631293173166664,0.596883335721879
"68",-0.378508226096363,-0.807571205793747,-0.493457199920899
"69",-0.15441661320393,0.0633748220022826,0.179353469080464
"70",0.278536200308724,-0.162062181600483,0.306721421752648
"71",-0.618137078640294,-1.5192172349195,-1.21472795932426
"72",-0.415891754916398,0.155822322939086,0.151248483247068
"73",-0.269214659486188,-0.432928858831159,-0.7194737206616
"74",0.0964824434213599,0.402891201451742,0.142208066154154
"75",0.652810717430727,0.92513677641204,0.781699016379802
"76",0.560410179852072,0.582494622137476,0.261428879626973
"77",-0.305922061945223,-0.186326422144964,-0.500943702778846
"78",-0.161332820305783,0.369223004768441,0.502724931820232
"79",-0.534356614303798,-0.0992975250781092,-0.431161343957494
"80",0.470488122273546,0.573318401855113,0.581633988167637
"81",-0.216887460670008,-0.174640595474794,-0.0468781881015883
"82",-0.17838230617969,-0.126634651007862,-0.281167153850759
"83",-0.0341535857687728,0.0811024187387382,0.121850513022598
"84",0.550288424329635,0.392952120762143,0.555685451363162
"85",-1.07459046519251,-0.967243472097187,-1.00407113248098
"86",-0.607846552336702,-0.627368734126825,-0.64817287198626
"87",0.312324155225804,0.685321151283425,0.663365980809393
"88",0.840753399151318,0.739200025800811,0.774786450989848
"89",-0.312106988543793,0.119551097199951,-0.0673485916239741
"90",-0.791137952850959,-1.1199101284237,-1.1238928466603
"91",0.749416890510765,0.700981581359746,0.748968724947227
"92",0.430066212447175,0.796825238517501,0.613518642344265
"93",-0.161249368779597,-0.120425161880204,0.222369819928266
"94",-0.350766081387867,-0.141469559480976,-0.236246063198524
"95",0.60166458755034,-1.13589804210112,-0.182359559583612
"96",0.113194518468246,-0.135140721035338,-0.122242380439398
"97",0.0345958564498678,0.11754446975725,-0.112242185045728
"98",-0.467927639985428,-0.875473557161803,-0.6019290709082
"99",0.046297570736383,0.397671272315142,0.30361594966908
"100",-0.323486287389315,-0.170773857992576,-0.239564523219174
"101",-0.245248207652503,-1.18956425563029,-0.442792078620964
"102",-0.290383456013644,-0.709377594690316,-0.861457438337562
"103",0.349688244707573,0.105362193680247,0.294237009878284
"104",-0.00904123768323965,0.470183352302616,0.478943220380482
"105",0.722847015739112,0.264268658011795,0.644883265431587
"106",0.0760377055808237,0.0911341055015721,-0.101633878974408
"107",0.84229414611774,0.927063452438103,0.817705204709094
"108",0.15379276818922,0.837522947424962,0.668144447055949
"109",0.071158202814963,0.139109845695315,0.0793872995172762
"110",0.210864727197517,-0.104297592790107,0.125657842297733
"111",-0.202908209791523,-0.163191802030695,-0.390551477173264
"112",0.231269646757288,-0.0959982415902699,-0.12568559089259
"113",-0.691815827657013,0.129718496676357,-0.428128705008806
"114",-0.736573729995693,-0.928192673216415,-0.927458935553431
"115",0.592406527655498,0.431274432711246,0.65829411539158
"116",-1.03714979823898,-0.124982985204573,-0.792657692980455
"117",0.646532424430282,0.644991812108521,0.632733848803178
"118",0.495613865477419,0.653659041693449,0.606370831720944
"119",-0.634220064244542,-1.34958963029876,-1.22423294093176
"120",0.501847610014324,0.522261866661905,0.575935022430613
"121",0.21998950417477,0.48628901628332,0.255243624896167
"122",0.128081374641463,0.25324812198068,-0.415591556715791
"123",-0.334042383311135,-0.815778874345486,-0.40888249830635
"124",0.235756108634949,0.92089614639023,0.70244909520224
"125",-1.7842587828531,-0.925809931441166,-1.86729901206713
"126",-0.00785363746346021,0.0044215387977126,-0.14588020855948
"127",-0.0615361333050251,-0.944743570674973,-0.199289683533898
"128",-0.529612892440817,-1.59831533349536,-1.66930416803276
"129",0.00102951934853227,0.0163464079641981,0.132310870109812
"130",-0.097030127186861,-0.224565838799897,-0.37335819041122
"131",0.712081017095951,0.446112632766372,0.612116581345461
"132",0.708696519678335,-0.329271776924389,0.0165008956286545
"133",0.260401071877272,0.606558845477099,0.63574665005508
"134",-0.187089635725134,-0.244379216035563,0.033233749003286
"135",-0.332187586184416,-0.504313458612113,-0.24137235129499
"136",0.323250021133699,0.318191901083835,0.254832086386654
"137",-0.25499844199841,0.110077944649323,-0.15050871225787
"138",-1.10745285081089,0.568548975382205,-0.0883045497075216
"139",-0.459720085744802,-0.53223404458698,-0.698173067004208
"140",0.672917805760616,0.337597530042143,0.652150391845578
"141",0.168941264459403,0.391172709544052,0.252540382824016
"142",0.426867996878751,0.556012483288585,0.300704484371299
"143",0.63684405131645,0.336716227164532,0.56989990186188
"144",-0.217344783729421,0.099806901328347,0.103798603850832
"145",0.479594246126645,0.12502047109661,0.308086811210139
"146",-0.546202590950202,-0.431041052226786,-0.519575736480446
"147",-0.344092492664924,-0.111150781342892,-0.313918726636468
"148",0.259337938657448,0.379847912702399,0.141224966743054
"149",0.306493487658904,-0.0982224260563089,0.144165576783931
"150",0.530763699356853,0.485495160794033,0.573020007559196
"151",0.00612586609762092,-0.115725725105165,0.181883528126878
"152",-0.744978260621563,-0.941569686014258,-1.00346881459375
"153",0.117465921007518,0.203257817369328,0.26213198008063
"154",-0.689488898325735,-0.163824254884021,-0.297264314025569
"155",-0.016951830456436,-0.160381925397658,-0.376979660867368
"156",0.345179292785768,-0.11465288061674,-0.106630517822231
"157",-0.282931527980261,-0.0946329344203758,-0.30676689387742
"158",0.259030433489555,0.439436774294317,0.5975664084693
"159",0.84229414611774,0.927063452438103,0.817705204709094
"160",-0.31040948389378,0.288019624897203,0.0154872696153527
"161",-0.0137138537769295,0.47603196928019,0.554672153188354
"162",0.170799587232521,-0.093051599255977,0.0333429938408584
"163",-0.49963929397942,0.435560102761328,0.199005211371429
"164",-0.154624195413664,0.687382867416464,0.406919385974194
"165",-0.55858404384704,-1.12408206560504,-1.02532306550051
"166",0.550223361487949,0.444473505647982,0.484937198999221
"167",-0.201742867043605,-0.0264254685824024,-0.196729102902685
"168",-0.72270473134259,-1.2728139606642,-1.15468133642928
