"","ID","Gender","SelfEfficacy","TaskValue","MasteryGoals"
"74","4323","Male",0.575553656966113,0.609651558301816,0.514050524473095
"75","4324","Male",0.587224803270871,0.917657047428841,0.75592658158066
"76","4326","Female",-0.225859930208382,-0.228475107225015,0.268507476577171
"77","4327","Male",0.10133003257084,0.335466745954937,0.448703075613723
"78","4328","Male",0.524728247512352,0.210926112755505,0.514011741446635
"79","4333","Male",-0.206715636675067,-0.516379828260276,-0.472931556398009
"80","4334","Male",0.383001818843261,-0.161033766132654,-0.0821587612460615
"81","4335","Female",-0.145449002346155,-0.355935099408791,-0.472046926112945
"82","4339","Female",-0.270623387900384,0.0795956168579433,0.00890130033902593
"83","4341","Male",0.622533610745222,0.304705038292963,0.217734849374231
"84","4342","Female",0.213451362360594,0.357787239984085,0.245899232184121
"85","4343","Female",0.6361661283243,0.853716478158517,0.750652000422829
"86","4344","Female",0.631843317388482,-0.155161507670424,0.13527391534855
"87","4347","Female",0.502758760491929,0.720284084947117,0.614439423401218
"88","4348","Female",0.314463058201591,-0.172443180719024,0.238685582665793
"89","4350","Male",0.234190829500697,-0.675415833226562,-0.350758227604282
"90","4352","Male",0.821873679569109,0.919529449185279,0.80153252973851
"91","4353","Female",0.40290380684101,0.623813613492162,0.585461256377501
"92","4355","Male",-0.373348332120758,-0.793275763073316,-0.48879935452409
"93","4356","Male",-0.149921004775112,0.0660491580118536,0.182157020411211
"94","4357","Male",0.196548450734104,-0.189082587075953,-0.0631862463146766
"95","4359","Male",0.282026890910923,-0.152988883977176,0.304228470088024
"96","4360","Male",-0.599459878240255,-1.48591331179022,-1.16976404561173
"97","4362","Male",-0.403429506306278,0.158797544417165,0.154669063709166
"98","4363","Female",0.618279173118201,0.332779895774944,0.6274692057302
"99","4364","Female",-0.266667405170076,-0.426539797153383,-0.693524719059748
"100","4367","Female",0.101813977221264,0.409016313835221,0.156771277020625
"101","4368","Male",0.635949557309125,0.918045850974303,0.765396640170876
"102","4371","Female",0.536540808292245,0.56181395709624,0.240359611594151
"103","4372","Male",-0.308510258098725,-0.182925280166535,-0.497614399006096
"104","4373","Female",-0.158631940345411,0.36784475334211,0.485954854273584
"105","4374","Male",-0.52750873707667,-0.0872211558622762,-0.415725902113532
"106","4376","Male",0.458274068553231,0.578145153560513,0.573652189241568
"107","4377","Male",-0.206765649639517,-0.166309075449972,-0.0355073133243647
"108","4378","Female",-0.177402456429266,-0.123801732115756,-0.275268081977245
"109","4379","Female",-0.0335761272081821,0.0770963111582151,0.107319966289539
"110","4380","Female",0.539565666002595,0.407056841357639,0.549977526629643
"111","4381","Male",-1.05105354626406,-0.948894206311951,-0.979415612678348
"112","4382","Female",-0.596301006728264,-0.628919452051497,-0.640852185916682
"113","4383","Male",0.300892422083952,0.673201155779239,0.644611634773714
"114","4384","Female",0.820685471815339,0.732536252837435,0.758322720541333
"115","4390","Male",-0.305457876814814,0.124698232572339,-0.0654098168937775
"116","4391","Male",-0.775121644571904,-1.09717370573443,-1.09210755489083
"117","4394","Female",0.731506420071443,0.697933718900433,0.733200086132662
"118","4396","Female",0.421731651090664,0.79467304736332,0.606539117154498
"119","4397","Female",-0.152350855967211,-0.11879918547208,0.21861141667606
"120","4400","Female",-0.339892271388221,-0.123852557239486,-0.22003084047776
"121","4404","Female",0.592411533917446,-1.09566205766384,-0.162518936208336
"122","4406","Male",0.113500574723315,-0.118918395166077,-0.103485619770134
"123","4407","Male",0.0286139777821032,0.127087246445752,-0.105322453286893
"124","4408","Male",-0.460938533448931,-0.863981540524074,-0.595368027917538
"125","4410","Female",0.045643305609552,0.395473006796742,0.30166458974816
"126","4411","Female",-0.316473990292497,-0.153928781949472,-0.221987102791592
"127","4413","Female",-0.23927598443772,-1.15458660848122,-0.421427757734704
"128","4415","Male",-0.28776161571227,-0.707921730404185,-0.835535271054551
"129","4417","Male",0.349247134353959,0.11540545047436,0.295741128847357
"130","4418","Male",-0.00854626036427009,0.467490866436347,0.464481211373019
"131","4419","Male",0.707333053178371,0.283105197259255,0.633196320267137
"132","4421","Female",0.0716995144573625,0.088912742254794,-0.0792992864020376
"133","4422","Male",0.821873679569109,0.919529449185279,0.80153252973851
"134","4423","Male",0.144757505801231,0.83633133706028,0.652047948130722
"135","4426","Female",0.0708456039300387,0.137165193732589,0.0878748915246467
"136","4428","Male",0.206146423789978,-0.100106637122974,0.13265856085483
"137","4429","Female",-0.202774155665716,-0.161682351509347,-0.38423919282064
"138","4430","Female",0.22851874578269,-0.0745110992632394,-0.0928088307093469
"139","4431","Female",-0.677218649829504,0.122510818259625,-0.425779316154864
"140","4432","Female",-0.727425370038214,-0.916037996357011,-0.919960369621472
"141","4433","Male",0.574591543237246,0.430832751815828,0.641596080272077
"142","4435","Female",-1.01712871187457,-0.120657278618767,-0.780835669980992
"143","4436","Female",0.627740230369758,0.64348638291779,0.620849147066586
"144","4437","Female",0.477658417235213,0.656706223452959,0.594993404392604
"145","4440","Male",-0.633174028369507,-1.30003471611817,-1.17959678566777
"146","4447","Female",0.486454487668575,0.521067790065425,0.565958165032344
"147","4448","Female",0.209249820969843,0.485600321694803,0.239118338869161
"148","4449","Female",0.121824664985483,0.257077487110201,-0.385883469528885
"149","4450","Female",-0.324742103752317,-0.799782633920242,-0.387834974861837
"150","4451","Female",0.227634780612165,0.914787666587792,0.686037289161421
"151","4452","Female",-1.76281190388764,-0.951792391499176,-1.86215936399516
"152","4453","Female",-0.00731699910305905,0.0000177392921550668,-0.141447410905497
"153","4454","Female",-0.0593784475934551,-0.924783214983894,-0.207611000152877
"154","4455","Female",-0.522655623314329,-1.57437546904334,-1.61288501588511
"155","4456","Female",0.00239251305482006,0.0241452896722834,0.13453330140658
"156","4457","Female",-0.0963519080341273,-0.211952902253743,-0.365457726477397
"157","4458","Female",0.697539606375145,0.442807550945278,0.600580869779658
"158","4459","Female",0.69205206163803,-0.325268792015749,0.0277265554091554
"159","4460","Female",0.25775112853633,0.607749786690923,0.621261665190922
"160","4461","Male",-0.189922875033679,-0.244087937679026,0.0164725047597674
"161","4465","Male",-0.321743242104686,-0.487476184043659,-0.220093422907112
"162","4466","Male",0.324206687598742,0.323217569134365,0.265110984159301
"163","4467","Male",-0.247526141441689,0.111946691997882,-0.140805077926037
"164","4468","Male",-1.07785736046785,0.566754027460955,-0.0886705811790481
"165","4475","Female",-0.446577861199761,-0.527890964484246,-0.673275914353732
"166","4476","Female",0.656416200186092,0.343634230211775,0.637306410890726
"167","4478","Female",0.156238856736085,0.388287984706528,0.237679825009027
"168","4479","Female",0.406817786610111,0.545838419234603,0.289684400155788
"169","4482","Female",0.622556235178755,0.347260375897617,0.558348262698692
"170","4485","Male",-0.206630173132755,0.089529346248759,0.109198012904856
"171","4488","Male",0.470884775103164,0.14071452528931,0.312823867753696
"172","4490","Male",-0.532440722638628,-0.434917570804128,-0.520986986012615
"173","4491","Female",-0.339533739530751,-0.109747010009281,-0.304855297091698
"174","4492","Female",0.250484161066122,0.370747152952315,0.131399804800288
"175","4494","Female",0.295976937943176,-0.0940270816876951,0.136951625997625
"176","4495","Female",0.516444170232657,0.499084776012628,0.566679028592205
"177","4498","Female",0.0101606012977785,-0.103784807876938,0.183338851432827
"178","4499","Female",-0.728454054450662,-0.941695640726895,-0.974932161586952
"179","4500","Female",0.118287623902175,0.213447676745741,0.267673725602073
"180","4501","Female",-0.674131858735982,-0.168649618735587,-0.28660960576291
"181","4502","Female",-0.0240138114928891,-0.159032102709116,-0.365199304608029
"182","4503","Female",0.339590283091977,-0.126745705178569,-0.103796417479051
"183","4504","Male",-0.273639218940373,-0.0811625451884483,-0.284668969039622
"184","4505","Male",0.256674988652949,0.4383931772326,0.582127263919111
"185","4507","Male",0.821873679569109,0.919529449185279,0.80153252973851
"186","4509","Male",-0.302309040329568,0.291835346182666,0.0153666186639814
"187","4513","Female",-0.0193165887389489,0.478145144745275,0.538129357504005
"188","4514","Female",0.163649127450626,-0.0830607500910706,0.0308757289063654
"189","4515","Female",-0.488665064062642,0.43731354928039,0.20227705563896
"190","4517","Female",-0.147244915298929,0.684743934740014,0.404291674483306
"191","4518","Female",-0.541385323898778,-1.11003364915046,-0.999345768977693
"192","4519","Female",0.532649912537583,0.453072707113936,0.478916176380129
"193","4524","Female",-0.201487497583544,-0.0206875936632789,-0.184247591419621
"194","4527","Male",-0.713100556460034,-1.23896426590417,-1.11934382302187
"195","4528","Female",0.457875413145575,0.552209520454835,0.647024290772371
"196","4531","Male",0.564337939955709,0.316161663661517,0.613264457235892
"197","4533","Male",0.459141652690182,0.751482904285837,0.693071767694452
"198","4535","Female",-0.0834317647783847,0.163753932284461,0.280335559939829
"199","4536","Male",-0.455873196263759,-0.797668245791948,-0.712081498727076
"200","4537","Male",-0.191361754168628,0.0898644915605297,-0.250769622372631
"201","4538","Male",-0.115049043543599,0.77281252722773,0.434297594147533
"202","4540","Male",0.659026123137102,-1.71195664868318,-0.076616733361385
"203","4543","Male",0.821335609627419,0.834851144456117,0.781965329102605
"204","4545","Male",0.161429580697423,0.488992970414892,0.334421352423407
"205","4546","Male",-0.211012199718236,0.237320366156444,0.0314157606582239
"206","4549","Female",-0.22370823892754,-0.659801479669593,-0.570202089347721
"207","4550","Female",-0.360187523056138,-0.156784262425174,-0.056269653452761
"208","4551","Male",-0.157419355972745,0.146916547205274,0.199301063610999
"209","4558","Male",-0.07879904639109,-0.370852645266686,-0.408449528358558
"210","4559","Male",0.570693264893708,0.196669840082398,0.265223109334479
"211","4562","Female",-0.157221132888171,-0.0841474379594113,-0.363604239045658
"212","4564","Male",0.145187269638834,0.282417657186925,0.524811660753424
"213","4566","Male",-0.268983395029855,-0.317645436786895,-0.0662859707215764
"214","4568","Male",0.498161533854522,0.245010382690271,0.262370246631543
"215","4571","Female",-1.2640560796911,-1.14667570803758,-1.29959841075127
"216","4574","Male",-0.347218127552036,-0.226959120129584,-0.359614110445758
"217","4578","Female",0.351114903906064,-0.0896741011228079,0.411492956962614
"218","4584","Female",0.0198143956814814,-0.355879581315585,-0.102716069611841
"219","4585","Male",0.738581546680125,0.775785178386909,0.75245665326006
"220","4586","Female",0.0474364629121807,0.361021070688832,0.44464929619532
"221","4589","Female",0.260845780785491,-0.101567578463518,0.458818343941425
"222","4592","Male",0.0805128330672168,0.798193486741094,0.557459705999141
"223","4596","Male",0.732415634706995,0.841020607812847,0.766264161667378
"224","4597","Female",0.256417672001983,0.613548021594549,0.622337687529108
"225","4598","Female",0.186510255801589,-1.02193094782769,-0.391068868450188
"226","4599","Male",-0.155921708576181,-0.0466144187796848,-0.147194447831868
"227","4602","Female",0.346679352617494,0.442133509457131,0.600315004130187
"228","4606","Female",0.405285840249307,0.516723978850301,0.466212550408476
"229","4607","Female",0.377124903385697,0.519287534815338,0.455242653824275
"230","4608","Female",0.0963812518789019,-0.308354791259853,-0.0890234812979144
"231","4609","Male",0.505744213407131,0.323689163292857,0.514456243252744
"232","4610","Female",-0.539844629362969,-0.0463360779824942,-0.404184896121443
"233","4615","Male",-0.469478169619331,-0.275240184780713,-0.731735099578462
"234","4616","Male",0.0581102411373168,-0.331230036473675,-0.593104939241328
"235","4617","Female",-0.405293755991764,-0.348919690131163,-0.445403762119904
"236","4619","Male",0.145060535594453,0.0682148703939373,0.408113860733019
"237","4621","Male",0.797196957159194,0.690653186086368,0.656037950283798
"238","4626","Male",0.443195922392223,-0.0411999826060312,0.271694742762739
"239","4627","Female",-0.0941112493173312,0.255109184958252,0.472463973035661
"240","4656","Female",-0.708266112042009,-0.416855057849746,-0.0544289751994443
"241","4668","Male",-0.14122427456069,-0.0777195015184254,-0.341133833791871
"242","4686","Male",0.627407064946298,0.669105111994539,0.70653209098917
"243","4693","Female",0.468812433809992,-0.224946290791579,-0.0810024254328543
"244","4697","Female",-0.320264545955624,-0.609954443126519,-0.159151351405338
"245","4702","Female",-0.770883227470596,-1.35310763695411,-1.74337455728842
"246","4704","Female",0.649061338827693,0.687493488672716,0.714927694865277
"247","4708","Female",0.745840975505812,0.416907305319076,0.671364914294396
"248","4710","Female",0.570609352405571,0.839729460069192,0.734815773596368
"249","4712","Female",0.459690713228556,0.837890844928486,0.713038647245216
"250","4716","Female",0.2056011932149,0.235554272297427,0.363140582145419
"251","4717","Female",0.238085767542094,0.309294758804072,0.481436531132432
"252","4720","Female",0.818614025027225,0.406544055979639,0.682993452412289
"253","4722","Female",0.696659651598945,0.800756953574445,0.670715278543184
"254","4723","Female",0.722354062531111,0.417594404267416,0.667001049022357
"255","4725","Female",0.731963122551221,0.76980688771515,0.749808315584515
"256","4727","Female",0.628319310855606,0.752832872584414,0.725952843578883
"257","4730","Female",0.236784613943574,-0.197170441522814,0.265162668200948
"258","4734","Female",0.159960731085376,0.119816947003777,0.0747063840838426
"259","4737","Female",-0.419894751119545,-0.757630373444918,-1.1235337710471
"260","4739","Male",-0.875121002482508,-0.424497929490448,-0.721387936095847
"261","4740","Male",-0.645652090846013,-0.578494407332564,-0.632747741455651
"262","4743","Female",-0.450023198496208,0.283977623907085,-0.115913455360368
"263","4746","Male",0.821873679569109,0.919529449185279,0.80153252973851
"264","4748","Male",-0.582200789710087,-0.0271482109908872,-0.117927280122882
"265","4750","Male",-0.197580457504359,-2.52431473151752,-1.6921003594026
"266","4752","Male",-0.157553502093141,0.277615893900446,0.235273723934628
"267","4753","Male",-0.0568769393196899,0.473852551047697,0.051880313994334
"268","4754","Male",-0.528804507126578,-0.653417634258665,-0.633429909853158
"269","4755","Male",0.00113976849639372,-0.0877506262229636,-0.144953750056978
"270","4756","Male",-0.070306668401405,0.376741427994673,0.176050126600743
"271","4757","Male",0.303391465378976,0.205114902806786,0.228064027192639
"272","4758","Male",0.358312688033658,0.409707873379457,0.426433573994747
"273","4760","Male",-0.369364481392022,-0.457857853954541,-0.434252994328549
"274","4761","Male",0.619356987772714,0.502400070932321,0.666664510948193
"275","4762","Male",-0.628848982755696,-0.354965609232057,-0.412865484150508
"276","4763","Female",-0.561989311603079,-0.0682335128020351,-0.0873101995591453
"277","4764","Male",-0.0759058363706522,0.583255718226791,0.551394600785637
"278","4765","Male",0.736407285719997,0.433612687643288,0.67338849288672
"279","4767","Male",-0.293542153456625,-0.446343933800386,-0.467144698362795
"280","4768","Male",0.0997821639716238,0.130751678995383,0.312541138290489
"281","4770","Female",-0.489011565462725,-0.080427787691034,0.230054038821626
"282","4771","Female",-0.51434506942248,-0.09983745859997,-0.430008842498584
"283","4773","Male",0.562237144813639,0.682165587709628,0.696987305781357
"284","4775","Female",0.375366009930024,0.779207808430949,0.536467224147078
"285","4777","Male",0.334944843654141,-0.533676846419103,-0.0945824711970906
"286","4778","Female",0.749031085572295,0.918948195172497,0.78737496965167
"287","4779","Male",-0.121759269557644,0.134453197200808,0.182920759504569
"288","4780","Female",-0.107027586550143,0.08942812426047,0.0492432358007696
"289","4781","Male",-0.0999382651403949,-0.791484393580606,-0.478941332313335
"290","4782","Female",-0.407144035828295,-0.233710379522487,-0.455497201220719
"291","4783","Male",-0.325774355397231,-0.6734020515949,-0.659428400815657
"292","4784","Male",-1.21836468830794,-1.03348159080177,-1.38695242259859
"293","4785","Male",0.106369591984911,0.487848893196491,0.407861561150525
"294","4786","Male",-0.141853276431248,-0.00487823928915652,0.167407338500852
"295","4787","Female",-0.48159019711654,-0.982846337891327,-0.685378153433916
"296","4789","Male",0.00283188038090969,0.0102525782015213,0.434846703409511
"297","4795","Male",-0.286314502173514,-0.376291300216848,-0.0832832888163521
"298","4799","Male",-0.209287725480215,-0.0632326144803915,-0.113514476046761
"299","4801","Female",0.221124051263746,0.521633640171001,0.515005717166125
"300","4802","Female",-0.377922049143136,-0.623885686063676,-0.840163106329748
"301","4803","Female",-0.651831854620177,-1.08656826835702,-0.992660827831763
"302","4805","Male",-0.838967149588448,-0.211098232645408,-0.597490358885758
"303","4806","Male",-0.239717466902991,-0.188617524260708,-0.464980945789625
"304","4807","Male",-0.39008487368836,0.279875694144015,-0.0886580078184413
"305","4813","Male",-0.109646184619491,-0.300511170958738,-0.0655851997379829
"306","4814","Female",-0.544867468363513,-0.326192387632132,-0.481791904170264
"307","4815","Male",0.821873679569109,0.919529449185279,0.80153252973851
"308","4816","Male",0.8203299135949,0.676580576806387,0.745392656068277
"309","4817","Male",0.821873679569109,0.919529449185279,0.80153252973851
"310","4819","Male",0.127722356547344,0.330256268123164,0.465006989214368
"311","4821","Female",0.698244202195959,0.803122729611593,0.677520902286981
"312","4822","Female",0.573857593826613,0.583757769720921,0.446636505936578
"313","4824","Male",0.334500692059385,-0.21272888471063,-0.0200777519937624
"314","4825","Male",-0.240096670538139,-0.193122496948083,-0.539542907848606
"315","4826","Male",0.570694910191487,0.853194044700656,0.737927128149411
"316","4828","Male",-0.429882434176582,-0.873035273232962,-0.891001411177605
"317","4829","Female",-0.685904613484052,-0.575017883729975,-0.792381252118976
"318","4830","Male",-0.732700579645151,0.382780266297394,-0.153207178013606
"319","4831","Female",0.17770968269542,0.220794516620385,0.443635941653019
"320","4832","Female",0.755115189209943,0.699535259326977,0.490050991689461
"321","4833","Male",-0.219371722005473,-0.569526614032344,-0.286682147345308
"322","4836","Male",0.711876326890936,-0.251236343713538,0.122013298262313
"323","4838","Male",-0.805221430638198,-1.51280152617742,-1.37058892479453
"324","4839","Female",-0.850196510644164,-0.588975212136517,-0.815247427003413
"325","4841","Female",-0.113006930985952,0.670851938674609,0.564386047434904
"326","4845","Female",-0.120454045245281,0.258312666437534,0.0304468261713196
"327","4846","Male",0.417136627926436,-0.409892081256244,0.197469190419064
"328","4848","Female",0.754645812970058,-0.0179172367126664,0.340572541480758
"329","4850","Male",-0.680518209968914,-1.1346247999478,-1.02778748844093
"330","4855","Male",-1.19546694724002,-1.1504459107184,-1.12734120623612
"331","4860","Male",-0.0518758818856714,-0.662712847931611,-0.45548835182195
"332","4861","Female",-0.637541831511714,-0.0551844814394107,-0.180089871215613
"333","4862","Female",0.495529126380419,-0.204915484579001,0.231719156048023
"334","4863","Female",0.253103364243302,-0.738522767335638,-0.441032711114731
"335","4868","Female",0.553104878362391,0.746307213910844,0.709972304826346
"336","4869","Male",0.746838163664629,0.573838953497712,0.707628193960375
"337","4870","Male",-0.439875878647011,-1.35212841268275,-1.18172705523962
"338","4871","Female",0.105347244971281,-0.495393907750131,-0.152273461827094
"339","4874","Male",-0.396495557437686,-0.341617536425811,-0.0961645089275477
"340","4878","Female",0.620044779662518,0.610640741377844,0.691676430144576
"341","4879","Male",0.364885252121986,0.50229005189097,0.462073452156596
"342","4880","Male",0.230465128551565,-0.0856078134147766,0.456637744104143
"343","4884","Female",0.131984314406975,0.750601871172012,0.629883578296562
"344","4885","Female",0.496538856125796,0.316615007866918,0.60031570061503
"345","4886","Female",-0.161268910575511,0.408339378453183,0.327706344461792
"346","4887","Male",-0.0769656233384608,0.0952393030443594,-0.249046452080569
"347","4888","Female",0.66811466201913,-0.0182963619115288,0.388373391357447
"348","4896","Female",0.267876094955387,0.308207410347892,0.554360086079232
"349","4897","Male",-0.14838111780336,0.117086206152154,-0.281749954746253
"350","4898","Female",0.651581925050318,0.0688600777516069,-0.0525739190497679
"351","4899","Female",0.0522613341858887,0.111089304071787,-0.0239304212055835
"352","4900","Male",0.262023012937869,-0.023451443543098,0.151636420881084
"353","4901","Female",0.225502998296805,-0.282853338308912,0.091953427009626
"354","4902","Female",-0.347029406702842,-0.338549973460433,-0.494722920119306
"355","4903","Female",-0.567123121964078,0.299785863573205,0.0617848669929965
"356","4904","Male",0.684272334816572,0.517883217703652,0.446615028426788
"357","4906","Female",0.689776223456721,0.379656282834599,0.556629365352653
"358","4907","Male",-0.406383136131577,-0.248353070519113,-0.510798535726618
"359","4908","Female",0.333608250823074,0.259589418645786,0.173007741839365
"360","4909","Female",-0.0818467248457515,-0.0441618114047766,-0.273092861996471
"361","4910","Female",-0.0550215999278014,0.209606240857208,0.0128551210031456
"362","4911","Female",0.378681304847702,0.453232734923035,0.541589219352274
"363","4912","Female",0.393769704961513,-0.387828900945757,-0.247917222705447
"364","4913","Male",-0.444102659422898,-0.351244733560427,-0.404383425689443
"365","4914","Female",0.0258974977979532,0.620317121672587,0.57951289403436
"366","4917","Male",-0.263987759142739,0.167664092108834,-0.167639817982891
"367","4919","Female",0.32310830574959,-0.185107247973387,0.13112069071325
"368","4920","Female",0.674968641554112,0.202105350775577,0.461050628199165
"369","4921","Female",-0.279395589567492,0.310138029438764,0.20203636974398
"370","4922","Female",-0.0682229225093504,0.171965454170259,0.0869065704663755
"371","4926","Female",-1.09846653384046,-1.11878917059603,-1.00137606041726
"372","4927","Female",-0.435390285971616,-0.0975423635235404,-0.320504713616108
"373","5762","Male",0.370221835727067,0.915925452784148,0.713750261608329
"374","8291","Male",-2.61991072602566,-2.84058851214006,-3.19544630701282
"375","?","Female",0.100263925193111,0.0460986509567065,0.241722920627384
"376","4272A","Male",-0.199946505109833,0.764801478678864,0.41254685784157
"377","4279F","Female",0.320274934314995,0.334072952556134,0.570393413633295
"378","4281F","Female",-0.104176081108163,0.243341452756278,0.231715285723469
"379","4293F","Female",0.327888802799229,0.390615839541249,0.416187870254258
"380","4294F","Female",0.609289999783417,0.558753122248913,0.604225849704002
"381","4310R","Female",-0.725717818989397,-0.617597363511295,-1.10084747707139
"382","4368F","Female",-0.421132652108169,0.257239415747194,-0.150683694538687
"383","4381R","Male",0.310266621591798,0.296269224190166,0.480367000962858
"384","4408F","Female",-0.145055327443578,-0.0945351597521732,-0.00694839615782487
"385","4419C","Male",-0.531666676105552,-0.945000073583549,-0.70701754920589
"386","4538F","Female",0.32674000191785,0.0692425508809629,-0.0555816100586714
"387","4571A","Female",-0.486836518918608,-0.346807774816522,-0.548094712900523
"388","459l","Male",0.0222626502833165,-0.354136796187333,-0.150288580679262
"389","4739B","Male",-0.0683593780068973,-0.272359463667153,-0.409122013832281
"390","4755B","Male",-1.40178505009946,0.163910694247076,-0.498380315117547
"391","4756B","Male",0.17537728740097,0.0293067492565308,0.156032605712359
"392","4760F","Female",0.367149314739366,0.67295384029438,0.657310838819093
"393","4765F","Female",0.224982238378005,0.497346062424121,0.589576174964933
"394","effe","Female",-0.229867541615608,-0.19084380990734,-0.469430958577452
