"","ID","Gender","Certificate","Q27_1","Q27_2","Q27_3","Q27_4","Q27_5","Q27_6","Q27_7","Q27_8","Q27_9","Q27_10","Q27_11","Q27_12","Q27_13","Q27_14","Q27_15"
"143","4442","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","5: Very true","1: Not at all true","5: Very true"
"144","4428","Male","IGCSE (British)","3: Somewhat true","4","4","5: Very true","4","4","4","4","4","4","5: Very true","4","5: Very true","4","4"
"145","4424","Male","IGCSE (British)","5: Very true","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","4","3: Somewhat true","2","3: Somewhat true","4","1: Not at all true","3: Somewhat true","2","3: Somewhat true"
"146","4433","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","3: Somewhat true","4","1: Not at all true","4"
"147","4283F","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","2","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"148","4423","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","1: Not at all true","2","2","5: Very true","2","3: Somewhat true","2","3: Somewhat true"
"149","4436","Female","IGCSE (British)","4","5: Very true","3: Somewhat true","5: Very true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","2","3: Somewhat true","4"
"150","4430","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","4","2","4","1: Not at all true","5: Very true"
"151","4431","Female","IGCSE (British)","4","3: Somewhat true","3: Somewhat true","2","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2"
"152","4441","Female","IGCSE (British)","3: Somewhat true","4","4","3: Somewhat true","4","1: Not at all true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true"
"153","4437","Female","IGCSE (British)","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","2","2","1: Not at all true","2","2","3: Somewhat true","3: Somewhat true","2","1: Not at all true","3: Somewhat true"
"154","4434","Female","IGCSE (British)","5: Very true","3: Somewhat true","3: Somewhat true","4","5: Very true","2","2","2","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","2","2"
"155","4427","Female","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true"
"156","4426","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","2","1: Not at all true","4"
"157","4440","Male","IGCSE (British)","2","3: Somewhat true","4","2","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","1: Not at all true","5: Very true"
"158","4446","Male","IGCSE (British)","5: Very true","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","4","5: Very true","1: Not at all true","3: Somewhat true","4","1: Not at all true"
"159","4432","Female","IGCSE (British)","4","5: Very true","3: Somewhat true","4","3: Somewhat true","2","1: Not at all true","3: Somewhat true","1: Not at all true","2","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","3: Somewhat true"
"160","4438","Female","IGCSE (British)","4","4","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2"
"161","4449","Female","American Diploma","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","2","2","2","4","4","2","2","4","5: Very true","5: Very true"
"162","4435","Female","IB","3: Somewhat true","2","5: Very true","4","3: Somewhat true","2","1: Not at all true","3: Somewhat true","2","1: Not at all true","3: Somewhat true","2","3: Somewhat true","1: Not at all true","4"
"163","4448","Female","IB","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","1: Not at all true","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","4"
"164","4455","Female","American Diploma","2","2","3: Somewhat true","4","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","4"
"165","4451","Female","American Diploma","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","2","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","2","3: Somewhat true","5: Very true","5: Very true"
"166","4447","Female","American Diploma","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","2","2","2","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true"
"167","4459","Female","American Diploma","4","4","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","4","3: Somewhat true","3: Somewhat true","5: Very true"
"168","4457","Female","American Diploma","3: Somewhat true","4","5: Very true","4","5: Very true","4","4","3: Somewhat true","2","2","4","4","3: Somewhat true","4","4"
"169","4456","Female","American Diploma","4","4","4","5: Very true","4","2","3: Somewhat true","2","2","2","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","4"
"170","4454","Female","IB","5: Very true","1: Not at all true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","4","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true"
"171","4458","Female","IB","4","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","4","3: Somewhat true","2","2","2","5: Very true","1: Not at all true","5: Very true","4","5: Very true"
"172","4460","Female","American Diploma","5: Very true","4","5: Very true","5: Very true","5: Very true","2","2","1: Not at all true","2","1: Not at all true","3: Somewhat true","2","2","2","3: Somewhat true"
"173","4450","Female","American Diploma","3: Somewhat true","4","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","2","3: Somewhat true","4","4","4","4"
"174","4453","Female","American Diploma","2","3: Somewhat true","4","4","2","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"175","4452","Female","IB","5: Very true","5: Very true","5: Very true","4","5: Very true","1: Not at all true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true"
"176","4239","Male","American Diploma","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","2","4","2","5: Very true","3: Somewhat true","5: Very true"
"177","4408","Female","IGCSE (British)","3: Somewhat true","4","3: Somewhat true","5: Very true","3: Somewhat true","2","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","2","3: Somewhat true"
"178","4490","Male","IGCSE (British)","4","3: Somewhat true","5: Very true","4","3: Somewhat true","4","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","5: Very true","2","4","5: Very true","5: Very true"
"179","4465","Male","IGCSE (British)","4","5: Very true","3: Somewhat true","5: Very true","4","3: Somewhat true","3: Somewhat true","2","1: Not at all true","3: Somewhat true","5: Very true","4","5: Very true","5: Very true","4"
"180","4467","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true"
"181","4472","Female","IGCSE (British)","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true","1: Not at all true","3: Somewhat true"
"182","4507","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","2","2","2","2","3: Somewhat true","4","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true"
"183","4518","Female","IGCSE (British)","2","2","2","4","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","2","1: Not at all true","2","4"
"184","4503","Female","IGCSE (British)","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","1: Not at all true","3: Somewhat true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","5: Very true","5: Very true"
"185","4479","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true"
"186","4524","Female","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","1: Not at all true","1: Not at all true","5: Very true"
"187","4485","Male","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","4","5: Very true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true"
"188","4476","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","2","2","5: Very true","5: Very true","2","5: Very true","1: Not at all true","4"
"189","4483","Male","IGCSE (British)","4","4","5: Very true","4","4","3: Somewhat true","4","4","5: Very true","5: Very true","5: Very true","4","5: Very true","4","4"
"190","4510","Male","IGCSE (British)","4","5: Very true","3: Somewhat true","4","4","3: Somewhat true","3: Somewhat true","4","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","4"
"191","4482","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true"
"192","4520","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","","","","","","","","","","","","",""
"193","4498","Female","IGCSE (British)","5: Very true","4","4","5: Very true","5: Very true","2","2","2","2","1: Not at all true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","4"
"194","4500","Female","IGCSE (British)","3: Somewhat true","4","4","5: Very true","5: Very true","2","3: Somewhat true","2","2","2","5: Very true","1: Not at all true","5: Very true","1: Not at all true","4"
"195","4513","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","2","2","2","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","4"
"196","4484","Male","IGCSE (British)","3: Somewhat true","3: Somewhat true","4","4","5: Very true","1: Not at all true","2","1: Not at all true","2","4","5: Very true","1: Not at all true","5: Very true","5: Very true","4"
"197","4492","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","3: Somewhat true","2","1: Not at all true","5: Very true","1: Not at all true","5: Very true","5: Very true","5: Very true"
"198","4522","Female","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","1: Not at all true","5: Very true","3: Somewhat true","5: Very true"
"199","4461","Male","IGCSE (British)","5: Very true","1: Not at all true","1: Not at all true","3: Somewhat true","5: Very true","5: Very true","5: Very true","4","4","4","4","4","4","4","5: Very true"
"200","4494","Female","IGCSE (British)","5: Very true","4","5: Very true","4","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","5: Very true","3: Somewhat true","5: Very true","2","4"
"201","4514","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","5: Very true","5: Very true","5: Very true","5: Very true","4","4"
"202","4517","Female","IGCSE (British)","4","4","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","5: Very true","4","5: Very true","4","3: Somewhat true"
"203","4515","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","3: Somewhat true","4","2","3: Somewhat true"
"204","4488","Male","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true"
"205","4478","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","4","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true"
"206","4502","Female","IGCSE (British)","3: Somewhat true","4","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","5: Very true","3: Somewhat true","5: Very true","4","3: Somewhat true"
"207","4521","Male","IGCSE (British)","5: Very true","4","4","5: Very true","5: Very true","5: Very true","4","4","2","2","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","4"
"208","4509","Male","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","5: Very true","4"
"209","4501","Female","IGCSE (British)","3: Somewhat true","4","4","5: Very true","5: Very true","2","2","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","4","1: Not at all true","2"
"210","4499","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","4","3: Somewhat true","2","2","2","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","3: Somewhat true"
"211","4505","Male","IB","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","1: Not at all true","5: Very true","5: Very true","5: Very true"
"212","4495","Female","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true"
"213","4344","Female","American Diploma","3: Somewhat true","5: Very true","5: Very true","5: Very true","4","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","1: Not at all true","1: Not at all true","5: Very true","5: Very true"
"214","4292BM","Male","IGCSE (British)","3: Somewhat true","5: Very true","4","3: Somewhat true","5: Very true","2","2","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"215","4279","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","4","2","2","2","5: Very true","4","4","4","4"
"216","4341","Male","National","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true"
"217","4279","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","4","3: Somewhat true","4","5: Very true","4","5: Very true","4","5: Very true","5: Very true","5: Very true"
"218","4281","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","2","5: Very true","5: Very true","2","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true"
"219","4245","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","4","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","3: Somewhat true","5: Very true","4","4"
"220","4335","Female","IGCSE (British)","4","3: Somewhat true","5: Very true","3: Somewhat true","4","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","4","5: Very true","4","4"
"221","4326","Male","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","3: Somewhat true","1: Not at all true","4"
"222","4334","Male","IGCSE (British)","1: Not at all true","2","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","2","2","3: Somewhat true","2","2","4","3: Somewhat true","3: Somewhat true","3: Somewhat true"
"223","4370","Male","IB","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","4","1: Not at all true","3: Somewhat true","5: Very true","2"
"224","4360","Male","American Diploma","1: Not at all true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true"
"225","4345","Male","National","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true"
"226","4350","Male","IB","3: Somewhat true","5: Very true","4","3: Somewhat true","4","3: Somewhat true","2","3: Somewhat true","2","2","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true"
"227","4463","Male","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true",""
"228","4562","Female","IGCSE (British)","4","4","4","4","4","4","3: Somewhat true","1: Not at all true","3: Somewhat true","4","4","4","4","4","4"
"229","4563","Male","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true"
"230","4564","Male","IGCSE (British)","4","5: Very true","5: Very true","4","4","4","4","4","2","2","3: Somewhat true","1: Not at all true","2","1: Not at all true","4"
"231","4537","Male","IGCSE (British)","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true"
"232","4558","Male","IGCSE (British)","5: Very true","3: Somewhat true","4","5: Very true","5: Very true","4","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","2","3: Somewhat true","3: Somewhat true"
"233","4550","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","2","1: Not at all true","2","4","4","5: Very true","4","4"
"234","4573","Female","IGCSE (British)","1: Not at all true","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true"
"235","4536","Male","IGCSE (British)","3: Somewhat true","4","3: Somewhat true","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"236","4571","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true"
"237","4571","Female","IGCSE (British)","1: Not at all true","2","2","4","4","2","1: Not at all true","1: Not at all true","2","2","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","2"
"238","4566","Male","IGCSE (British)","4","4","5: Very true","5: Very true","5: Very true","2","1: Not at all true","2","2","1: Not at all true","2","2","3: Somewhat true","1: Not at all true","3: Somewhat true"
"239","4546","Male","IGCSE (British)","3: Somewhat true","4","5: Very true","5: Very true","4","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","4","1: Not at all true","4","2","4"
"240","4554","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true"
"241","4535","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","2","3: Somewhat true","1: Not at all true","5: Very true"
"242","4553","Male","IGCSE (British)","4","5: Very true","5: Very true","4","5: Very true","1: Not at all true","3: Somewhat true","1: Not at all true","2","1: Not at all true","3: Somewhat true","1: Not at all true","2","2","5: Very true"
"243","4540","Male","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true"
"244","4358F","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","2","3: Somewhat true","2","4","2","3: Somewhat true","1: Not at all true","4"
"245","4572","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","2","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"246","4549","Female","IGCSE (British)","4","5: Very true","4","3: Somewhat true","4","3: Somewhat true","2","2","4","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","2","3: Somewhat true"
"247","4568","Male","IGCSE (British)","4","4","5: Very true","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","2","3: Somewhat true","4"
"248","4543","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","4","4","5: Very true","5: Very true","1: Not at all true","5: Very true","3: Somewhat true","5: Very true"
"249","4569","Female","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true"
"250","4574","Male","IGCSE (British)","5: Very true","4","4","5: Very true","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","2","2","5: Very true","3: Somewhat true","4"
"251","4560","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","4","1: Not at all true","3: Somewhat true","1: Not at all true","4","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"252","4527","Male","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","1: Not at all true"
"253","4548","Male","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true"
"254","4559","Male","IGCSE (British)","4","3: Somewhat true","5: Very true","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","4","1: Not at all true","5: Very true"
"255","4531","Male","IGCSE (British)","4","4","5: Very true","5: Very true","5: Very true","2","2","2","2","2","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true"
"256","4545","Male","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","4","3: Somewhat true","2","2","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","5: Very true"
"257","4533","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","4","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4"
"258","4480","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","4","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","4","2","4"
"259","4358","Male","American Diploma","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","3: Somewhat true","5: Very true","1: Not at all true","5: Very true"
"260","4381","Male","American Diploma","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true"
"261","4374","Male","National","4","3: Somewhat true","2","5: Very true","5: Very true","3: Somewhat true","2","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","4","5: Very true","5: Very true","2"
"262","4317","Male","Other?","4","4","3: Somewhat true","4","5: Very true","3: Somewhat true","4","5: Very true","3: Somewhat true","4","4","3: Somewhat true","5: Very true","4","4"
"263","4314","Male","Other?","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","2","1: Not at all true","2","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true"
"264","4305","Female","National","3: Somewhat true","2","4","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","2","4","3: Somewhat true","5: Very true","4","4","3: Somewhat true","2"
"265","4326F","Female","National","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","2","5: Very true","4","5: Very true","5: Very true","3: Somewhat true"
"266","4281","Male","National","4","4","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","5: Very true","5: Very true","5: Very true","4","4","4","3: Somewhat true"
"267","4316","Female","American Diploma","5: Very true","4","3: Somewhat true","5: Very true","2","1: Not at all true","1: Not at all true","2","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","3: Somewhat true"
"268","4372","Male","National","4","5: Very true","4","5: Very true","4","3: Somewhat true","3: Somewhat true","2","3: Somewhat true","4","3: Somewhat true","3: Somewhat true","4","4","4"
"269","4292R","Male","IGCSE (British)","4","4","5: Very true","5: Very true","5: Very true","2","1: Not at all true","3: Somewhat true","2","1: Not at all true","3: Somewhat true","2","3: Somewhat true","2","3: Somewhat true"
"270","4329","Female","National","4","2","3: Somewhat true","4","5: Very true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","2","2","4","1: Not at all true","2"
"271","4375","Female","National","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","4"
"272","4310","Female","National","3: Somewhat true","2","1: Not at all true","2","2","4","1: Not at all true","1: Not at all true","2","2","5: Very true","2","4","3: Somewhat true","3: Somewhat true"
