"","ID","Gender","Certificate","Q27_1","Q27_2","Q27_3","Q27_4","Q27_5","Q27_6","Q27_7","Q27_8","Q27_9","Q27_10","Q27_11","Q27_12","Q27_13","Q27_14","Q27_15"
"11","4229","Female","IB","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true"
"12","4236","Male","IB","5: Very true","4","5: Very true","5: Very true","4","5: Very true","5: Very true","5: Very true","5: Very true","4","5: Very true","1: Not at all true","5: Very true","1: Not at all true","5: Very true"
"13","4227","Female","IB","","","","","","","","","","","","","","",""
"14","4228","Female","IB","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true","1: Not at all true","3: Somewhat true"
"15","4224","Female","IB","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","4","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","1: Not at all true","4","1: Not at all true","4"
"16","4226","Female","IB","5: Very true","5: Very true","5: Very true","5: Very true","","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true"
"17","4225","Female","IB","5: Very true","2","5: Very true","5: Very true","","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","4","1: Not at all true","5: Very true","2","5: Very true"
"18","4254","Female","IGCSE (British)","4","5: Very true","3: Somewhat true","5: Very true","4","3: Somewhat true","3: Somewhat true","1: Not at all true","2","1: Not at all true","4","3: Somewhat true","3: Somewhat true","4","3: Somewhat true"
"19","4267","Female","IGCSE (British)","3: Somewhat true","5: Very true","2","4","5: Very true","5: Very true","5: Very true","1: Not at all true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","5: Very true"
"20","4255","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true"
"21","4261","Female","IGCSE (British)","5: Very true","4","5: Very true","5: Very true","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","2","1: Not at all true","3: Somewhat true","5: Very true"
"22","4246","Male","IGCSE (British)","3: Somewhat true","3: Somewhat true","5: Very true","4","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true"
"23","4251","Female","IGCSE (British)","3: Somewhat true","4","5: Very true","4","5: Very true","1: Not at all true","4","2","3: Somewhat true","4","3: Somewhat true","3: Somewhat true","5: Very true","4","4"
"24","4241","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","3: Somewhat true","4"
"25","4247","Male","IGCSE (British)","4","5: Very true","4","4","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","5: Very true"
"26","4256","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true"
"27","4253","Female","IGCSE (British)","5: Very true","4","4","5: Very true","5: Very true","2","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","4","4","4"
"28","4263","Female","IGCSE (British)","4","4","4","5: Very true","4","5: Very true","5: Very true","4","3: Somewhat true","1: Not at all true","5: Very true","3: Somewhat true","5: Very true","2","5: Very true"
"29","4244","Male","IGCSE (British)","3: Somewhat true","4","3: Somewhat true","5: Very true","4","1: Not at all true","1: Not at all true","4","3: Somewhat true","2","5: Very true","5: Very true","5: Very true","4","3: Somewhat true"
"30","4252","Female","IGCSE (British)","5: Very true","4","3: Somewhat true","5: Very true","5: Very true","2","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4"
"31","4257","Female","IGCSE (British)","5: Very true","4","5: Very true","5: Very true","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","2","4"
"32","4264F","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true"
"33","4259","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","4","3: Somewhat true","3: Somewhat true","4","4","4","5: Very true","2","5: Very true"
"34","4242","Male","IGCSE (British)","2","2","5: Very true","5: Very true","4","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true"
"35","4265","Female","IGCSE (British)","3: Somewhat true","2","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","4","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","2","4","3: Somewhat true"
"36","4282A","Male","IGCSE (British)","2","5: Very true","5: Very true","5: Very true","5: Very true","4","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","5: Very true","5: Very true"
"37","4276","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","4","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true"
"38","4272","Female","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true"
"39","4284","Female","IGCSE (British)","3: Somewhat true","4","2","3: Somewhat true","4","2","1: Not at all true","3: Somewhat true","2","2","4","2","2","2","3: Somewhat true"
"40","4292F","Female","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","2","1: Not at all true","1: Not at all true","4","1: Not at all true","5: Very true","5: Very true","5: Very true"
"41","4280","Male","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","4","4","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true"
"42","4294F","Female","IGCSE (British)","5: Very true","4","5: Very true","5: Very true","5: Very true","2","2","2","1: Not at all true","1: Not at all true","2","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true"
"43","4287","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","2","1: Not at all true","1: Not at all true","2","2","2","1: Not at all true","2"
"44","4275","Male","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","4","2","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","5: Very true","2","5: Very true","4","5: Very true"
"45","4273","Male","IGCSE (British)","4","5: Very true","5: Very true","4","5: Very true","4","3: Somewhat true","4","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","4","4","5: Very true"
"46","4289","Female","IGCSE (British)","4","5: Very true","4","3: Somewhat true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","4","5: Very true","4","4","3: Somewhat true"
"47","4291F","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","2","2","2","5: Very true","1: Not at all true","5: Very true","4","4"
"48","4277","Male","IGCSE (British)","3: Somewhat true","","3: Somewhat true","5: Very true","5: Very true","2","2","1: Not at all true","1: Not at all true","2","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","4"
"49","4286","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"50","4285","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4"
"51","4270","Male","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","4","5: Very true","4","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","4"
"52","4293F","Female","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","2","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true"
"53","4243","Female","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true"
"54","4271","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","2","5: Very true","1: Not at all true","1: Not at all true","4","1: Not at all true","3: Somewhat true","4","4"
"55","4264","Male","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","2","2","2","2","2","3: Somewhat true","1: Not at all true","4","4","3: Somewhat true"
"56","4268","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true"
"57","4258","Male","IGCSE (British)","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true"
"58","4249","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","3: Somewhat true","5: Very true","1: Not at all true","3: Somewhat true","3: Somewhat true","5: Very true"
"59","4240","Male","IGCSE (British)","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","1: Not at all true","5: Very true","5: Very true","3: Somewhat true"
"60","4260","Male","IGCSE (British)","5: Very true","5: Very true","4","4","4","2","2","2","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","4","3: Somewhat true","4"
"61","4269","Female","IGCSE (British)","4","4","3: Somewhat true","5: Very true","4","4","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","4"
"62","4248","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","4","2","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","2","3: Somewhat true","2","5: Very true"
"63","4290","Male","American Diploma","3: Somewhat true","4","4","5: Very true","4","2","1: Not at all true","1: Not at all true","2","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4"
"64","4283","Male","American Diploma","3: Somewhat true","2","2","5: Very true","3: Somewhat true","2","3: Somewhat true","1: Not at all true","1: Not at all true","2","3: Somewhat true","4","1: Not at all true","1: Not at all true","2"
"65","4288","Male","American Diploma","4","4","5: Very true","5: Very true","4","2","1: Not at all true","1: Not at all true","2","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true","2","4"
"66","4321","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true"
"67","4300","Female","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","4","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","2","1: Not at all true","1: Not at all true","2","2","4"
"68","4304","Male","IGCSE (British)","5: Very true","5: Very true","4","4","5: Very true","4","2","4","3: Somewhat true","4","5: Very true","5: Very true","4","3: Somewhat true","5: Very true"
"69","4303","Female","IGCSE (British)","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","2","3: Somewhat true","3: Somewhat true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true"
"70","4312","Male","National","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","4","4","4","2","5: Very true","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","2","2"
"71","4322","Female","IGCSE (British)","4","3: Somewhat true","5: Very true","4","5: Very true","4","2","1: Not at all true","1: Not at all true","2","5: Very true","4","4","3: Somewhat true","3: Somewhat true"
"72","4313","Female","IGCSE (British)","3: Somewhat true","2","4","5: Very true","2","1: Not at all true","2","2","2","2","3: Somewhat true","1: Not at all true","2","3: Somewhat true","4"
"73","4315","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","2","3: Somewhat true","5: Very true"
"74","4319","Female","IGCSE (British)","4","5: Very true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","4","5: Very true","4","5: Very true","2","5: Very true","5: Very true","4"
"75","4318","Female","IGCSE (British)","3: Somewhat true","","","","","","","","","","","","","",""
"76","4296","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","1: Not at all true","5: Very true","1: Not at all true","3: Somewhat true"
"77","4308","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","2","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true"
"78","4036","Male","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","2","1: Not at all true","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","2","2","3: Somewhat true","2","3: Somewhat true"
"79","4307","Female","IGCSE (British)","5: Very true","5: Very true","4","4","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","3: Somewhat true","2","4"
"80","4301","Female","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","4","3: Somewhat true","2","2","5: Very true","1: Not at all true","5: Very true","5: Very true","5: Very true"
"81","4294","Male","IGCSE (British)","3: Somewhat true","5: Very true","2","4","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true"
"82","4299","Male","IGCSE (British)","4","3: Somewhat true","4","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","5: Very true","4","5: Very true","4","4","4","4"
"83","4309","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","3: Somewhat true","5: Very true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","1: Not at all true","4","5: Very true"
"84","4302","Female","IGCSE (British)","4","5: Very true","4","5: Very true","4","4","4","5: Very true","2","2","3: Somewhat true","3: Somewhat true","5: Very true","4","5: Very true"
"85","4278","Male","American Diploma","3: Somewhat true","3: Somewhat true","2","4","2","1: Not at all true","1: Not at all true","2","1: Not at all true","1: Not at all true","2","1: Not at all true","3: Somewhat true","1: Not at all true","4"
"86","4291","Male","American Diploma","3: Somewhat true","4","4","3: Somewhat true","3: Somewhat true","4","2","1: Not at all true","1: Not at all true","3: Somewhat true","5: Very true","1: Not at all true","1: Not at all true","3: Somewhat true","4"
"87","4282K","Male","American Diploma","4","5: Very true","3: Somewhat true","3: Somewhat true","4","5: Very true","3: Somewhat true","4","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true"
"88","4293","Male","American Diploma","4","4","5: Very true","5: Very true","4","5: Very true","5: Very true","4","3: Somewhat true","5: Very true","4","5: Very true","4","3: Somewhat true","4"
"89","4443","Male","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","4","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","2","5: Very true","5: Very true","3: Somewhat true"
"90","4327","Male","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","3: Somewhat true","4","4","5: Very true","3: Somewhat true","4","3: Somewhat true","4"
"91","4330","Male","IGCSE (British)","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","1: Not at all true","3: Somewhat true","3: Somewhat true","5: Very true","1: Not at all true","3: Somewhat true","2","4","5: Very true","3: Somewhat true"
"92","4337","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","2","3: Somewhat true","4","4","5: Very true","1: Not at all true","3: Somewhat true","4","5: Very true"
"93","4343","Female","IGCSE (British)","4","5: Very true","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","2","5: Very true"
"94","4328","Male","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","2","1: Not at all true","1: Not at all true","1: Not at all true","4"
"95","4324","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","2","2","3: Somewhat true","4","5: Very true","4"
"96","4348","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","2","3: Somewhat true","4"
"97","4338","Female","IGCSE (British)","4","5: Very true","4","5: Very true","4","3: Somewhat true","4","3: Somewhat true","4","4","5: Very true","3: Somewhat true","5: Very true","4","5: Very true"
"98","4332","Male","IGCSE (British)","4","4","4","4","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"99","4346","Female","IGCSE (British)","3: Somewhat true","4","4","4","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","4"
"100","4347","Female","IGCSE (British)","4","4","4","5: Very true","5: Very true","4","4","5: Very true","5: Very true","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","4"
"101","4339","Female","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","4","3: Somewhat true","4","2","2","1: Not at all true","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","4"
"102","4353","Male","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","4","5: Very true","5: Very true","3: Somewhat true","5: Very true","4","3: Somewhat true"
"103","4367","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","5: Very true"
"104","4365","Female","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","3: Somewhat true","1: Not at all true","4","1: Not at all true","4"
"105","4357","Male","IGCSE (British)","4","5: Very true","5: Very true","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true"
"106","4373","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","3: Somewhat true","2","3: Somewhat true"
"107","4359","Male","IGCSE (British)","4","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","2","2","3: Somewhat true","2","2","3: Somewhat true","2","3: Somewhat true","1: Not at all true","4"
"108","4352","Male","IGCSE (British)","5: Very true","4","4","5: Very true","5: Very true","3: Somewhat true","2","2","3: Somewhat true","1: Not at all true","5: Very true","5: Very true","4","4","3: Somewhat true"
"109","4362","Male","IGCSE (British)","3: Somewhat true","4","4","5: Very true","4","2","2","2","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","4","4"
"110","4363","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4"
"111","4366","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true"
"112","4356","Male","IGCSE (British)","5: Very true","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","4","5: Very true","3: Somewhat true","5: Very true","5: Very true","4"
"113","4364","Female","IGCSE (British)","3: Somewhat true","4","3: Somewhat true","5: Very true","4","2","1: Not at all true","1: Not at all true","1: Not at all true","2","3: Somewhat true","2","4","3: Somewhat true","5: Very true"
"114","4355","Male","IGCSE (British)","4","3: Somewhat true","4","5: Very true","4","2","2","2","2","2","5: Very true","1: Not at all true","4","4","3: Somewhat true"
"115","4325","Male","IGCSE (British)","4","4","3: Somewhat true","3: Somewhat true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","4","3: Somewhat true","2","3: Somewhat true","5: Very true"
"116","4342","Female","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","3: Somewhat true","2","2","3: Somewhat true"
"117","4391","Male","IGCSE (British)","4","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","2","2","2","5: Very true","3: Somewhat true","4","5: Very true","4"
"118","4393","Female","IGCSE (British)","4","4","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","2","1: Not at all true","4","4","3: Somewhat true","5: Very true","4","3: Somewhat true"
"119","4390","Male","IGCSE (British)","4","5: Very true","5: Very true","3: Somewhat true","5: Very true","2","2","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","3: Somewhat true","1: Not at all true","3: Somewhat true","4"
"120","4385","Male","IGCSE (British)","4","3: Somewhat true","4","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4"
"121","4384","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","2","1: Not at all true","1: Not at all true","3: Somewhat true","2","3: Somewhat true","1: Not at all true","5: Very true"
"122","4392","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","4","3: Somewhat true","3: Somewhat true","4","1: Not at all true","5: Very true","4","4"
"123","4380","Female","IGCSE (British)","4","5: Very true","4","5: Very true","5: Very true","4","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","1: Not at all true","5: Very true","5: Very true","5: Very true"
"124","4386","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","1: Not at all true","1: Not at all true","1: Not at all true","2","2","1: Not at all true","1: Not at all true","4"
"125","4394","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","4","3: Somewhat true","2","2","4","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true"
"126","4383","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","5: Very true","1: Not at all true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true"
"127","4382","Female","IGCSE (British)","5: Very true","4","3: Somewhat true","5: Very true","4","5: Very true","5: Very true","4","2","4","4","5: Very true","2","5: Very true","2"
"128","4379","Female","IGCSE (British)","4","3: Somewhat true","4","5: Very true","4","2","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","4"
"129","4376","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true"
"130","4404","Female","IGCSE (British)","4","3: Somewhat true","2","5: Very true","5: Very true","4","2","2","2","4","5: Very true","3: Somewhat true","5: Very true","2","3: Somewhat true"
"131","4410","Female","IGCSE (British)","4","3: Somewhat true","4","5: Very true","5: Very true","2","2","2","2","3: Somewhat true","3: Somewhat true","2","4","2","4"
"132","4411","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true"
"133","4406","Male","IGCSE (British)","4","5: Very true","5: Very true","4","5: Very true","4","5: Very true","4","4","3: Somewhat true","4","2","","4","4"
"134","4400","Female","IGCSE (British)","4","4","4","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","5: Very true","4","4","3: Somewhat true"
"135","4396","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","2","2","1: Not at all true","1: Not at all true","1: Not at all true","2","3: Somewhat true","3: Somewhat true","2","4"
"136","4407","Male","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","2","2","1: Not at all true","2","1: Not at all true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true"
"137","4399","Male","IGCSE (British)","3: Somewhat true","4","4","5: Very true","5: Very true","4","4","2","2","3: Somewhat true","2","2","4","4","4"
"138","4413","Female","IGCSE (British)","2","3: Somewhat true","4","4","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","3: Somewhat true","1: Not at all true","5: Very true","2","4"
"139","4401","Male","IGCSE (British)","4","5: Very true","4","5: Very true","5: Very true","2","3: Somewhat true","2","1: Not at all true","4","5: Very true","4","5: Very true","1: Not at all true","4"
"140","4397","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","4","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","2","5: Very true","2","4"
"141","4416","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","3: Somewhat true","2","4"
"142","4429","Female","IGCSE (British)","4","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","2","1: Not at all true","2","3: Somewhat true","2","1: Not at all true","1: Not at all true","4"
