"","ID","Gender.x","Certificate","PQ01","PQ02","PQ03","PQ04","PQ05","PQ06","PQ07","PQ08","PQ09","PQ10","PQ11","PQ12","PQ13","PQ14","PQ15","PQ16","PQ17","PQ18","PQ19","SQ07","SQ08","SQ09","SQ10","SQ11","SQ12","SQ13","SQ14","SQ15","SQ16","SQ17","SQ18","SQ19","SQ20","SQ21","SQ22","SQ23","SQ24","SQ25","SQ26","SQ27","SQ28","SQ29","SQ31","SQ32"
"254","4753","Male","National",5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,5,4,4,4,4,5,4,4,4,5,4,5,5,4,4,5,5,5,4,4,5,5,3,4,4,5
"255","4743","Female","National",5,3,1,3,4,5,4,3,4,5,5,3,2,3,3,2,5,1,5,3,3,4,3,5,3,4,5,5,5,5,5,4,3,4,4,5,3,5,5,4,5,3,4,5
"256","4760","Female","National",5,4,4,5,5,5,4,4,5,5,5,5,5,5,3,4,5,5,5,4,4,4,4,4,4,4,2,3,4,4,3,4,3,4,4,2,4,3,4,5,4,4,5,5
"257","4760","Female","National",4,5,5,5,5,4,5,4,5,4,5,3,5,5,4,5,5,4,4,4,4,4,4,4,4,4,2,3,4,4,3,4,3,4,4,2,4,3,4,5,4,4,5,5
"258","4767","Male","IB",2,1,3,4,3,1,1,1,1,1,3,3,3,2,4,3,2,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"259","4778","Female","IB",5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"260","4777","Male","IB",5,5,3,5,5,1,1,1,2,2,1,1,1,2,5,5,5,5,5,5,4,5,5,4,5,5,3,3,3,3,3,3,4,3,5,4,4,5,5,5,2,4,5,5
"261","4763","Female","IB",4,3,5,5,4,2,1,1,1,1,2,1,3,4,3,3,4,3,2,4,3,2,4,3,5,3,3,4,3,4,4,4,4,3,5,4,3,4,5,5,5,4,5,5
"262","4768","Male","IB",4,5,4,5,5,3,3,3,2,2,4,3,4,3,4,3,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,4,5,5
"263","4773","Male","IB",5,5,5,5,5,4,5,5,5,5,5,3,5,3,4,4,5,5,5,4,5,5,5,4,5,5,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
"264","4765","Female","IB",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5
"265","4763","Female","IB",3,5,3,4,3,3,2,2,2,4,4,5,5,3,2,2,3,2,3,4,3,2,4,3,5,3,3,4,3,4,4,4,4,3,5,4,3,4,5,5,5,4,5,5
"266","4770","Female","IB",5,4,5,5,5,3,2,2,1,3,2,1,2,3,5,5,4,5,4,4,3,3,4,3,4,3,3,4,4,4,4,4,4,3,3,5,5,5,5,5,5,4,5,5
"267","4775","Female","IB",5,5,5,5,5,3,1,1,1,1,3,3,1,1,4,3,5,5,4,4,4,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5
"268","4771","Female","IB",5,4,5,5,5,5,5,5,5,5,4,1,5,5,2,1,3,3,2,4,4,4,3,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
"269","4740","Male","National",5,5,5,5,5,5,5,3,3,3,5,5,5,5,3,3,3,3,5,4,4,3,3,3,4,4,3,3,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4
"270","4824","Male","IB",2,3,5,5,4,2,3,3,NA,2,4,4,3,4,4,3,5,5,5,4,5,4,4,5,5,5,5,2,4,4,3,5,4,5,4,4,3,4,5,5,4,5,5,4
"271","4816","Male","IB",4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"272","4817","Male","IB",5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"273","4824","Male","IB",4,5,5,5,3,5,5,4,3,3,5,5,5,5,4,4,4,5,4,4,5,4,4,5,5,5,5,2,4,4,3,5,4,5,4,4,3,4,5,5,4,5,5,4
"274","4815","Male","IB",5,5,5,5,5,3,2,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"275","4825","Male","IB",5,5,5,5,5,1,1,1,1,1,4,1,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,3,3,4,4,4,4,4
"276","4819","Male","IB",5,5,4,5,5,4,3,3,4,3,5,2,5,5,5,5,4,5,5,4,4,4,5,4,4,4,4,5,4,3,5,4,4,4,5,5,5,4,5,5,5,5,5,5
"277","4822","Female","IB",5,5,5,5,5,3,3,1,1,3,4,3,3,3,4,4,5,4,5,4,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,4,5,5,4,4,5,5
"278","4821","Female","IB",5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5
"279","4781","Male","IB",3,3,4,4,3,1,1,1,1,1,2,2,1,1,4,3,5,4,5,4,4,5,5,3,4,4,3,2,4,3,3,4,3,2,4,3,3,3,5,4,4,4,5,5
"280","4789","Male","IB",5,5,5,5,5,4,1,3,3,3,5,1,5,3,4,4,5,5,4,4,4,4,4,3,4,5,4,4,5,4,4,2,3,3,5,5,5,5,5,5,5,5,5,5
"281","4782","Female","IB",4,4,3,3,5,3,3,2,3,3,3,1,3,3,4,3,5,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,3,4,5,4,4,3,4,4
"282","4786","Male","IB",5,4,3,5,5,4,4,2,3,3,3,3,4,3,3,2,3,4,4,4,4,4,4,3,4,4,4,3,4,5,4,3,4,4,4,5,4,4,5,5,5,4,5,5
"283","4783","Male","IB",4,3,3,2,3,1,4,1,1,1,5,2,4,5,4,2,5,5,5,4,4,4,5,2,4,4,3,4,3,4,3,3,4,2,4,3,2,3,5,5,4,2,5,5
"284","4787","Female","IB",3,3,3,5,4,2,2,1,1,1,3,2,3,2,2,2,3,3,3,3,4,4,4,3,4,4,3,3,3,3,2,3,4,4,3,4,3,3,4,4,4,4,4,5
"285","4785","Male","IB",5,5,5,5,5,1,1,1,1,1,5,1,1,1,3,3,5,5,5,3,5,5,5,2,5,4,3,5,4,5,5,4,5,2,5,5,5,4,5,5,5,4,5,5
"286","4780","Female","IB",3,4,3,5,4,1,2,1,1,1,2,1,2,1,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,3,4,5,5
"287","4784","Male","IB",3,4,2,5,5,2,1,1,1,1,3,2,4,2,2,1,4,5,4,1,3,4,3,1,4,4,3,2,2,3,3,4,4,2,5,4,2,1,4,4,3,1,5,4
"288","4779","Male","IB",5,5,4,5,5,2,3,5,1,2,1,3,5,1,5,5,4,5,3,5,5,5,3,3,5,2,3,5,4,5,4,4,5,3,3,5,5,5,4,4,5,4,5,5
"289","4756","Male","National",1,5,1,2,5,1,5,5,3,1,5,5,5,1,1,3,5,1,1,3,4,5,4,4,4,3,5,3,5,4,5,5,5,3,5,5,4,5,5,5,4,5,5,3
"290","4795","Male","IB",4,3,2,3,4,1,1,2,1,1,4,4,4,1,3,2,4,4,4,3,4,4,4,4,4,3,4,5,2,5,4,3,4,1,3,4,4,4,3,5,5,5,5,5
"291","4805","Male","IB",3,3,3,4,3,1,1,1,1,1,4,2,1,1,2,2,1,3,2,4,3,3,3,3,4,4,2,4,3,4,5,3,4,4,4,4,3,4,4,4,4,4,4,4
"292","4799","Male","IB",2,3,3,4,2,5,4,2,3,3,3,4,2,3,1,5,2,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5
"293","4806","Male","IB",4,3,4,4,4,2,3,1,1,1,3,1,1,1,3,2,4,3,3,3,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
"294","4807","Male","IB",4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,3,4,4,2,5,4,4,4,5,5,4,5,4,4,5,5,4,4,5,4,4
"295","4803","Female","IB",3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,4,4,3,4,4,3,2,3,2,4,2,3,3,4,4,3,3,4,4,3,3,4,4
"296","4802","Female","IB",5,3,2,5,2,1,1,1,1,1,1,1,1,1,3,4,2,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4
"297","4813","Male","IB",3,2,4,5,5,3,5,3,2,2,3,4,5,1,4,3,5,5,5,5,5,5,4,3,5,3,1,5,5,4,4,3,4,2,2,4,2,5,5,5,5,4,5,5
"298","4801","Female","IB",5,5,5,5,5,2,1,1,1,1,4,1,4,1,3,2,4,5,4,5,4,5,4,3,5,5,3,3,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5
"299","4836","Male","IB",5,4,3,5,5,2,2,2,2,2,4,2,1,2,5,5,4,5,4,5,5,5,5,5,5,5,5,4,3,4,4,3,4,3,4,4,4,4,5,5,4,4,5,5
"300","4832","Female","IB",5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,5
"301","4838","Male","IB",3,2,4,4,4,2,1,2,2,2,5,1,2,2,3,2,3,3,3,2,3,4,3,4,4,4,4,4,4,1,2,2,3,1,4,1,2,4,4,4,3,4,4,3
"302","4833","Male","IB",3,5,3,5,5,3,3,3,1,1,5,1,5,3,3,3,3,3,3,3,4,5,4,3,4,5,3,4,3,3,3,3,3,3,5,5,3,3,5,5,4,3,5,5
"303","4828","Male","IB",3,3,3,4,5,3,3,1,1,1,3,1,2,3,3,3,3,3,3,4,4,2,5,3,4,4,4,2,3,3,4,3,3,3,4,4,2,3,4,4,3,4,4,4
"304","4831","Female","IB",5,4,4,5,5,2,1,1,1,1,1,1,1,1,5,4,5,5,5,4,3,5,5,3,5,4,4,3,5,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5
"305","4826","Male","IB",5,5,5,5,5,1,3,1,1,1,3,1,5,1,4,4,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
"306","4829","Female","IB",3,5,4,5,5,1,1,1,1,1,1,1,1,1,4,3,5,5,4,3,3,5,4,3,4,3,2,4,3,4,4,4,4,2,3,4,3,3,4,4,3,4,4,4
"307","4830","Male","IB",2,2,2,1,1,2,3,3,4,4,1,2,2,2,2,2,2,2,3,3,3,3,3,5,3,3,4,5,4,5,5,4,4,4,5,4,2,4,5,5,3,5,5,5
"308","4846","Male","IB",4,3,4,5,5,1,1,1,1,1,4,1,3,2,5,5,5,5,5,5,4,5,5,3,5,5,4,3,4,4,2,4,4,3,4,4,5,4,5,5,4,5,5,5
"309","4855","Male","IB",3,5,1,5,4,1,4,3,1,1,1,1,1,1,4,3,4,5,3,3,2,3,4,3,2,4,2,3,5,3,2,1,3,1,5,3,3,4,4,2,3,4,5,4
"310","4850","Male","IB",2,3,2,4,5,2,1,2,2,1,3,2,4,3,2,2,3,3,3,2,3,4,4,4,4,4,3,3,4,2,3,2,3,4,3,3,2,4,4,4,4,3,4,4
"311","4845","Female","IB",4,4,4,4,5,3,2,2,3,3,5,2,5,5,4,4,3,5,5,4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4,5,5,4,5,4,4,5
"312","4848","Female","IB",4,5,4,5,5,4,4,4,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,5,5,5,4,5,5,5
"313","4839","Female","IB",2,1,3,4,2,3,4,2,1,3,5,3,4,5,2,3,4,3,2,4,2,2,4,3,4,4,3,3,3,3,4,3,3,4,5,4,4,2,4,4,3,4,4,4
"314","4752","Male","Other?",5,5,5,5,3,5,3,5,3,3,5,3,5,3,3,3,2,3,3,4,3,4,3,5,4,4,5,3,5,5,4,4,4,4,5,5,5,4,4,5,5,4,5,5
"315","4871","Female","IB",4,5,3,5,5,5,5,5,5,5,5,5,5,4,4,2,4,5,5,4,4,5,5,5,4,4,3,3,3,3,4,3,4,3,4,4,4,5,4,5,4,4,4,5
"316","4874","Male","IB",4,5,5,3,3,3,2,3,2,3,4,1,4,2,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,5,5,3,5,5,5
"317","4863","Female","IB",4,5,5,4,4,1,1,1,1,1,1,1,1,1,4,3,4,5,5,4,5,5,5,3,4,5,5,3,4,3,3,4,4,4,2,4,3,5,4,4,4,4,4,4
"318","4860","Male","IB",4,5,4,4,5,3,3,3,2,2,3,2,4,4,4,3,5,4,4,4,4,4,5,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,4,3,4,4,5
"319","4869","Male","IB",5,3,5,5,4,2,1,1,2,3,3,1,1,3,4,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5
"320","4862","Female","IB",3,3,5,5,4,1,1,1,1,1,1,1,2,1,4,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4,4,3,3,4,4,4,4,5,5,5,5,4,5,5
"321","4870","Male","IB",4,4,3,5,3,5,4,3,4,4,5,2,1,5,3,4,5,4,3,4,3,4,4,4,4,4,4,1,3,3,2,3,2,4,4,4,3,3,3,4,3,3,3,4
"322","4868","Female","IB",5,5,5,5,5,1,1,1,1,1,3,1,2,1,4,3,4,4,5,4,5,5,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
"323","4861","Female","IB",4,5,4,5,5,2,2,2,2,2,4,3,4,4,3,3,4,3,3,4,4,3,3,3,4,3,3,4,5,4,4,4,3,4,4,5,4,4,4,4,4,4,5,5
"324","4899","Female","IGCSE (British)",3,4,5,5,5,2,2,1,1,1,2,1,2,1,4,4,4,4,5,4,4,5,5,3,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4,4,5,4,5,4
"325","4898","Female","IGCSE (British)",3,3,1,5,3,3,1,3,3,1,5,3,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,3,4,3,4,3,5,5,4,3,5,5
"326","4879","Female","IGCSE (British)",5,5,3,5,5,3,1,1,2,1,3,4,5,5,2,3,5,5,5,4,5,5,5,3,5,4,4,4,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,4
"327","4919","Female","IGCSE (British)",3,3,2,4,3,4,2,4,3,3,4,4,5,5,3,3,3,4,4,4,5,4,5,5,4,4,5,3,5,3,4,4,3,4,4,4,4,4,5,4,5,5,5,5
"328","4879","Male","IGCSE (British)",5,5,5,5,5,1,1,3,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,4,4,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,4
"329","4913","Male","IGCSE (British)",4,5,4,3,4,1,1,2,1,5,3,2,4,3,4,3,5,5,3,2,3,5,4,3,4,4,4,4,4,3,3,4,4,5,4,5,4,3,5,4,5,3,4,4
"330","4897","Male","IGCSE (British)",5,5,5,3,3,1,1,1,1,1,1,1,1,2,3,3,3,4,5,4,4,4,4,3,5,4,4,4,4,4,5,4,4,4,5,4,4,3,4,4,4,4,5,4
"331","4911","Female","IGCSE (British)",3,5,3,5,5,1,1,1,1,1,2,1,1,1,3,4,4,5,5,5,5,4,4,4,5,5,4,4,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5
"332","4904","Male","IGCSE (British)",5,5,4,5,4,1,1,1,1,2,3,1,3,1,4,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,5,5,4,4,5,5,5,4,5,5
"333","4910","Female","IGCSE (British)",4,5,3,5,4,1,1,1,1,1,2,1,3,2,3,2,3,3,3,4,4,4,5,3,4,5,3,4,5,4,4,4,4,5,5,4,4,3,5,5,4,4,5,5
"334","4901","Female","IGCSE (British)",4,3,2,4,4,2,2,2,1,2,4,2,2,2,3,3,4,4,3,5,5,4,4,4,5,4,4,3,3,4,4,4,4,2,4,5,5,3,5,5,5,5,4,4
"335","4884","Female","IGCSE (British)",5,5,5,5,5,5,3,5,5,3,5,3,3,5,3,3,3,3,3,5,4,5,4,3,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
"336","4898","Female","IGCSE (British)",3,4,2,5,5,2,2,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,3,4,3,4,3,5,5,4,3,5,5
"337","4917","Male","IGCSE (British)",5,5,4,5,4,1,3,1,1,1,1,2,4,4,3,3,5,5,5,4,3,4,4,4,4,4,4,5,5,5,4,4,3,5,4,4,5,4,4,4,5,4,4,4
"338","4908","Female","IGCSE (British)",4,4,5,5,4,2,1,1,1,1,3,1,1,1,4,5,5,4,4,4,4,4,5,4,5,5,5,3,4,4,5,5,4,4,5,5,4,4,4,5,4,4,5,5
"339","4900","Male","IGCSE (British)",4,3,4,5,4,4,3,2,3,4,5,3,5,3,4,3,4,5,5,4,4,5,4,5,4,5,5,4,4,5,4,3,4,3,4,5,4,4,5,5,5,3,5,5
"340","4922","Female","IGCSE (British)",5,5,3,5,5,3,3,5,3,1,5,4,5,3,4,4,5,5,4,3,5,5,4,4,4,3,4,5,4,4,4,4,4,4,5,4,5,2,5,5,5,4,5,5
"341","4906","Female","IGCSE (British)",5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5
"342","4899","Female","IGCSE (British)",3,5,3,3,5,3,1,1,1,3,3,1,3,3,3,3,3,5,5,4,4,5,5,3,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4,4,5,4,5,4
"343","4885","Female","IGCSE (British)",4,5,5,5,4,3,3,4,4,5,5,1,4,3,4,5,5,5,5,5,5,5,4,5,5,4,4,3,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
"344","4914","Female","IGCSE (British)",3,5,5,5,5,2,3,3,4,4,5,1,4,5,3,2,4,5,4,3,3,5,4,4,5,4,4,4,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5
"345","4921","Female","IGCSE (British)",4,5,5,4,3,5,4,2,3,3,4,1,5,4,4,3,3,4,5,3,3,4,4,5,4,3,4,4,5,5,5,3,4,4,4,4,4,5,5,5,5,5,5,4
"346","4903","Female","IGCSE (British)",4,5,3,4,5,2,2,2,1,2,3,2,3,2,4,3,4,5,4,4,2,4,3,4,3,4,4,5,4,3,5,4,5,4,5,5,4,4,5,4,5,4,5,5
"347","4902","Female","IGCSE (British)",5,3,1,5,5,3,1,1,3,3,5,1,5,5,5,5,3,3,5,3,4,4,4,4,3,5,4,4,4,4,4,4,5,2,3,4,3,2,5,5,4,2,5,5
"348","4909","Female","IGCSE (British)",5,4,3,3,4,3,2,3,2,2,4,1,4,3,4,2,5,5,4,3,4,4,4,4,5,5,4,5,3,5,4,3,4,5,4,3,4,5,4,4,5,4,4,4
"349","4912","Female","IGCSE (British)",4,5,3,5,5,3,4,3,3,3,4,1,4,4,3,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,3,4,3,3,4,4,4,5,4,4,4,4,4
"350","4926","Female","IGCSE (British)",4,4,3,3,3,3,3,2,2,2,5,2,3,2,2,2,3,3,4,3,3,4,3,3,2,3,3,3,4,3,3,2,2,3,3,4,5,5,4,3,4,5,2,2
"351","4886","Female","IGCSE (British)",3,5,5,5,5,2,3,2,1,1,3,1,2,2,5,5,5,5,3,4,3,4,4,5,4,3,4,5,5,4,5,3,4,4,5,5,5,5,5,4,4,5,5,5
"352","4907","Male","IGCSE (British)",3,3,2,4,3,1,1,1,1,3,5,5,5,5,4,3,5,4,5,3,4,4,4,4,4,4,3,4,5,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4
"353","4888","Female","IGCSE (British)",1,3,5,5,5,3,5,1,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,1,5,1,4,4,5,5,5,5,5,5,5,4
"354","4896","Female","IGCSE (British)",5,5,3,5,4,3,3,1,1,3,5,5,3,2,2,2,3,4,3,5,3,4,4,5,5,4,5,3,5,5,5,4,2,3,5,5,5,5,5,5,5,5,5,5
"355","4927","Female","IGCSE (British)",3,3,2,5,5,1,1,2,3,2,4,1,3,3,2,3,2,3,2,4,3,3,4,3,5,4,3,3,5,4,4,5,4,3,4,4,4,4,4,5,4,4,4,4
"356","4878","Female","IGCSE (British)",5,5,5,5,5,2,2,2,1,1,4,3,4,3,5,4,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5
"357","4880","Male","IGCSE (British)",3,5,3,4,3,3,1,1,1,1,1,1,1,1,5,5,5,5,5,2,3,5,5,5,5,5,4,3,4,5,4,3,2,2,5,5,5,5,5,5,5,5,5,5
"358","4920","Female","IGCSE (British)",3,5,5,5,5,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,3,5,4,5,4,5,5,5,5,5,5
"359","4887","Male","IGCSE (British)",3,4,4,3,2,3,3,4,4,4,3,3,4,3,5,4,3,3,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,5,4,5,4,5,4,4,4,4,3,4
