"","...1","ID","Gender","Certificate","Age","Age_squared","Age.cubed","PostScore","PreScore","SS_ACC","FM_ACC","CB_ACC..2.","SE_P","PAV","PAp","MG_P","SE_S","TV","MG_S","FM_EFF_Z","SS_EFF_Z","CB_EFF_Z","Avg_EF","Avg.SALES","Avg_PG","Avg_RTc","Avg_EFF","Avg_ACC","FM_RTc_mean","CB_RTc_mean","FMresid","FM_stdres","FMresid3","CB_stdres","CBresid","SS_stdres","PostScore_stdres","MG_S_stdres","SE_S_stdres","TV_stdres","MG_P_stdres","SE_P_stdres","PAV_stdres","PAp_stdres","PreScore_stdres","SS_stdres2"
"11",11,4324,"Male","IGCSE (British)",15.1,228.01,3442.951,14.5,14,97.22,95.31,70,0.58,0.12,0.39,0.82,0.87,1.62,1.44,0.76,-0.93,1.38,0.4,1.31,0.26,1.76,54.73,0.97,1.07,6.69,0.465802478248273,0.500317657397493,0.465802478248273,1.16835414916623,0.465802478248273,-1.12888633584349,0.504421324812932,1.86918764402013,1.30161961527917,2.14885213013522,1.52000389430206,0.94876250688581,0.347850053757144,0.78534296952017,0.784362592608938,-1.14457050771488
"12",12,4245,"Female","IGCSE (British)",13.61,185.2321,2521.008881,10,16,93.52,100,71.88,0.73,0.49,-0.17,0.54,0.15,-0.21,-0.1,-0.68,-0.34,-0.43,-0.49,-0.05,0.16,1.16,141.52,0.94,1.76,11.28,-0.779674949531533,-0.834666621895905,-0.779674949531533,-0.40925737725825,-0.779674949531533,-0.349267362536115,-0.223974861492159,-0.0603775432154326,0.232601016827942,-0.191356969696831,0.845603339740023,1.05322347874163,0.589476452250058,-0.265415418553905,1.89935291295636,-0.344085884891882
"13",13,4276,"Male","IGCSE (British)",12.48,155.7504,1943.764992,14,16,91.67,93.65,59.38,0.41,-1.18,-0.94,0.46,-0.15,0.66,0.33,0.1,1.51,0.24,0.62,0.28,-1.06,0.57,170,0.92,1.26,7.53,0.526257042691788,0.564316116667109,0.526257042691788,0.501606894118675,0.526257042691788,1.64198689725993,1.26977563430145,0.515505377822344,-0.21494500963244,0.919766836819889,0.556338151545351,0.473669615349795,-1.86529064761995,-1.52253909121106,2.33710317568656,1.64963493239663
"14",14,4363,"Female","IGCSE (British)",14.76,217.8576,3215.578176,15,16,99.07,98.44,64.29,0.61,1.69,1.77,0.86,0.67,0.19,0.33,-0.07,-1.12,-0.7,-0.63,0.39,1.73,2.1,48.21,0.99,1.4,11.15,-0.41685547320791,-0.446837071599252,-0.41685547320791,-0.928204957094996,-0.41685547320791,-1.27469145117352,0.759138416267701,0.459327631921411,1.00393075581409,0.318723319743463,1.53521124285869,0.965567840785583,2.41483260013311,2.55639193852693,1.4618731409904,-1.28381273800566
"15",15,4428,"Male","IGCSE (British)",13.44,180.6336,2427.715584,16,16,91.67,89.06,65.63,-0.7,0.87,0.86,-0.4,0.23,-0.26,0.02,0.36,-0.86,0.94,0.15,0,0.87,1.57,142.31,0.92,1.11,6.94,0.332892348891179,0.356181193439514,0.332892348891179,1.04862076392006,0.332892348891179,-0.847171880588859,1.48763828150144,0.0964726896440104,0.348296342507242,-0.255015855665302,-0.716914440841121,-1.14469210985217,1.0736046788418,1.07123196835232,1.96457379420414,-0.841505535523772
"16",16,4780,"Female","IB",14.26,203.3476,2899.736776,15,14,90.74,96.09,78.13,-0.34,-1.03,-0.91,-0.47,-0.22,-0.03,-0.11,0.56,0.79,-2.16,-0.27,-0.12,-0.97,0.7,138.87,0.91,1.14,31.47,0.254364164332285,0.272763556373054,0.254364164332285,-2.34094894615165,0.254364164332285,0.698184069576679,0.930347586398392,-0.0892155114577896,-0.303729252409309,0.0378114817663634,-0.716384199940413,-0.528702124809287,-1.35321735161748,-1.11954090755009,1.10426721129751,0.698134104722129
"17",17,4888,"Female","IGCSE (British)",14.66,214.9156,3150.662696,12,14,99.07,99.22,50,0.78,0.82,0.9,-0.18,0.86,-0.03,0.33,-1.86,-1.67,-2.37,-1.97,0.39,0.86,4.14,33.14,0.99,3.23,24.95,-2.20898300936823,-2.36796768116751,-2.20898300936823,-2.64652622975406,-2.20898300936823,-1.81186349801821,-0.0347878350731812,0.461626296921913,1.28114879651544,0.0376815982499952,-0.185103466301444,1.21723462244094,1.21882450896694,1.37466069317388,0.951902085810594,-1.8196990260237
"18",18,4896,"Female","IGCSE (British)",14.74,217.2676,3202.524424,16,16,98.15,98.44,60,-0.91,0.22,-0.05,-0.15,0.32,0.36,0.75,0.38,-0.74,-0.89,-0.42,0.48,0.08,1.55,65.21,0.98,1.23,11.22,0.0322636106426489,0.0345840652104542,0.0322636106426489,-1.12188017018416,0.0322636106426489,-0.891848546608445,1.04212107264447,0.995296709119584,0.490788547570706,0.535881173610072,-0.124634292767538,-1.36303048942851,0.420489454539515,0.123816520990859,1.46944428957302,-0.900287372431158
"19",19,4904,"Male","IGCSE (British)",13.05,170.3025,2222.447625,16,16,93.52,96.09,75,0.45,-0.71,-0.7,0.28,0.93,0.63,0.47,0.81,0.18,-0.03,0.32,0.68,-0.71,0.91,104.45,0.94,1.07,10.3,0.964715648747953,1.03182402193223,0.964715648747953,0.114700669766132,0.964715648747953,0.239942195132415,1.62265860399477,0.67882927568126,1.36940358900031,0.879892972708271,0.341207540698148,0.580363321161395,-1.12889178447382,-1.08498486135256,2.1149678536316,0.247560905361807
"20",20,4908,"Female","IGCSE (British)",13.13,172.3969,2263.571297,15,16,92.59,96.09,68.75,0.11,-1,-0.9,0.01,0.34,0.23,0.04,0.37,-0.47,0.42,0.11,0.2,-0.95,1.23,103.35,0.93,1.2,8.28,0.486304576670814,0.520105236776708,0.486304576670814,0.567629420526586,0.486304576670814,-0.419195131947506,1.31930318728955,0.129603836540104,0.506939160585132,0.369771296847214,-0.0895955793498873,0.067335667900105,-1.5068921275936,-1.33493328116845,2.08402277199128,-0.412244996754718
"21",21,4911,"Female","IGCSE (British)",14.92,222.6064,3321.287488,16,16,86.11,96.09,61.29,-0.01,-1.29,-1.29,-0.11,0.47,0.52,0.73,1.13,1.63,0.01,0.92,0.57,-1.29,0.52,219.17,0.86,0.99,8.32,0.798784582612972,0.856533032312487,0.798784582612972,-0.222718634209499,0.798784582612972,1.45819244755802,0.980706555404207,0.966073837431072,0.712505093380596,0.740762307758816,-0.0335919163170512,0.0294011660181837,-1.59447315496153,-1.495171793054,1.40132811169749,1.44864657299499
"22",22,4342,"Female","IGCSE (British)",14.8,219.04,3241.792,16,14,98.15,100,68.75,-0.24,-0.38,-0.92,0.15,0.36,0.35,0.18,-0.4,-0.82,-1.2,-0.81,0.3,-0.65,1.63,59.81,0.98,1.58,14.83,-0.744392786745942,-0.797951578603233,-0.744392786745942,-1.45822044429989,-0.744392786745942,-0.979648728571035,1.02164766636226,0.267112248751291,0.54999184755673,0.523205701243149,0.376086418841472,-0.332558620604089,-0.381761727854701,-1.02501609506712,0.898601199932242,-0.989233039605509
"23",23,4355,"Male","IGCSE (British)",15.35,235.6225,3616.805375,14.5,15,96.3,98.44,70,-1,0.16,-0.07,-0.46,-0.55,-1.03,-0.71,-0.31,0.29,0.63,0.2,-0.77,0.05,0.9,98.95,0.96,1.51,7.98,-0.515318036156825,-0.557376712297241,-0.515318036156825,0.330468059662416,-0.515318036156825,0.0625831980233841,0.418531036367413,-0.883985493508532,-0.781910571195874,-1.24383797238316,-0.548592805315832,-1.45555495788934,0.446000477068305,0.221813365275816,0.963905604288441,0.0426910413548966
"24",24,4517,"Female","IGCSE (British)",13.51,182.5201,2465.846551,13,14,98.15,97.66,60,-0.45,0.72,0.38,-0.43,-0.24,0.87,0.5,-0.9,-0.36,-1.36,-0.87,0.38,0.55,1.23,71.35,0.98,1.88,14.02,-0.957650158378181,-1.02485508648361,-0.957650158378181,-1.35671294823435,-0.957650158378181,-0.356737951978446,0.636985221769919,0.705350579825183,-0.338371134054973,1.18521611059,-0.756128651248586,-0.757153842523463,0.882987933450312,0.44644649075796,1.39095274622363,-0.350999374090395
"25",25,4846,"Male","IB",13.85,191.8225,2656.741625,15,15,74.07,90.63,60,0.85,-0.46,-0.98,0.04,0.47,-0.57,0.14,0.72,1.09,1.4,1.07,0.01,-0.72,0.52,235.48,0.74,1.03,5.71,0.528947365245245,0.566735785163606,0.528947365245245,1.44613465114905,0.528947365245245,1.04849577265172,1.07099783141095,0.239034367759341,0.70237475851065,-0.650392916967328,0.0611002145493733,1.25615258496811,-0.652781352034679,-1.29516058460902,1.5341648347939,1.05301902104955
"26",26,4900,"Male","IGCSE (British)",14.03,196.8409,2761.677827,16,14,84.26,100,71.88,0.01,0.6,0.53,-0.25,0.27,-0.14,0.05,-0.31,-0.09,-0.71,-0.37,0.06,0.56,0.92,130.51,0.84,1.53,12.52,-0.558725605203958,-0.598952861469121,-0.558725605203958,-0.784609593161172,-0.558725605203958,-0.152222551951386,1.28480546814209,0.120113159739408,0.411362645140946,-0.102357665684394,-0.388309835254103,-0.0123787344652794,0.810812388287865,0.751870034350173,1.19199830605934,-0.150313209918429
"27",27,4901,"Female","IGCSE (British)",14.07,197.9649,2785.366143,15,14,96.3,96.09,68.75,-0.63,-0.29,-0.31,-0.73,0.24,-0.44,0.03,0.85,-0.27,0.97,0.52,-0.06,-0.3,1.15,88.47,0.96,1.06,7.21,0.589936074530164,0.632465324072126,0.589936074530164,0.954793631084551,0.589936074530164,-0.337008760362419,0.995481809619277,0.0936802852631711,0.367808697320312,-0.484914014316449,-1.16865478330296,-0.987045865488406,-0.385233700773221,-0.358627002151053,1.17673157612628,-0.335655841184604
