"","ID","PostScore","PreScore","SE_S","TV","MG_S"
"1","4219",8,8,0.954633848743219,0.669801970703643,0.899296515317599
"2","4224",9,2,0.446503760370459,0.699867864155713,0.358041742245193
"3","4229",9,8,0.778624557468589,0.612361720940821,0.698335483337959
"4","4230",13,7,0.672764238663077,-0.0179861737964614,0.13711767764309
"5","4232",13,7,-0.351003351282885,-0.194091477972615,-0.588401395770294
"6","4235",9.5,5,-0.00015291957003809,0.518911074347604,-0.142152056108413
"7","4236",8,8,-0.272768145269553,-0.337211449354634,-0.389501598672413
"8","4240",6,2,-1.18649011302832,-2.07690702676355,-1.75755386981057
"9","4241",15,11,1.24132435142007,1.22711383213452,1.00422287750467
"10","4242",5,10,-2.99274816398913,-3.46546886290522,-3.56269960376151
"11","4243",11,13,-0.735393077431667,-0.613879455993296,-0.729150182021214
"12","4244",6.5,5,-0.717832968177611,-0.175788838431351,-0.536642658299147
"13","4245",10,16,0.149574581959463,-0.208099282339474,-0.10315610542393
"14","4246",15,12,-0.379536785031877,-1.01778229430204,-1.00756474399584
"15","4247",14,7,0.906920510326873,0.0773868979615422,0.339085215915581
"16","4248",11.5,9,0.738531970419482,1.58763962732862,1.37963914862251
"17","4249",14,11,0.274277074895162,0.410682768265141,-0.157652158990946
"18","4251",3,3,-1.40247697033281,-1.79384839164024,-2.31634214556517
"19","4254",9,3,-0.02809562228132,0.289313644568081,0.21090157902666
"20","4257",12,7,0.876835613713928,-0.685045912065127,-0.395396716772976
"21","4258",9,12,0.365499103223046,0.692928007969045,0.389045987519778
"22","4259",12,7,0.655811331508427,1.22574644628133,0.645905543205924
"23","4260",11.5,10,0.90109727664705,0.69718756330254,0.673446739570882
"24","4261",15,15,0.0183781545205334,-0.440167804069749,-0.239748206125126
"25","4264",15,14,-0.103751734163288,-0.336038153723175,0.0299487808642098
"26","4267",11,8,-0.107034365071947,0.92249273054714,0.582752147064261
"27","4268",12,11,-0.577262564718582,0.453791220021207,0.205033204790062
"28","4269",6.5,6,0.127054578123067,-0.586682928885474,-0.415417086410192
"29","4271",15,14,-0.702603312246667,0.330127974642185,0.292140298246857
"30","4272",11,14,-0.431733619191951,-0.334738519596931,-0.692717436858846
"31","4273",14,15,0.312338427523404,0.557073302853732,0.564221077730742
"32","4275",12,13,0.532625300219718,0.794560435419203,0.681346188983145
"33","4276",14,16,-0.15038301547653,0.661109736288316,0.330243855244058
"34","4277",12.5,9,-0.0926006478031798,-0.862251046371348,-0.551242284983916
"35","4278",13,10,-1.3466594583496,-0.998670509081626,-1.20650716890446
"36","4279",14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263
"37","4279F",12,11,0.393460140328597,0.325088981918865,0.760828673529528
"38","4281",15,16,-0.439745975811015,-0.386054973097451,-0.664683894254181
"39","4281F",3,8,-0.169947817309281,0.17867474686338,0.184061153911463
"40","4283",6,5,-0.425435934407899,-0.179005983976027,-0.163371555717
"41","4284",7,8,-0.432111357093367,-0.74517059718829,-1.10372473541277
"42","4285",13,12,0.222881797110269,-0.0537891623176156,-0.174013845625741
"43","4286",12,12,-0.749025233030475,-0.946146867562899,-0.895128628286038
"44","4287",9,6,0.695242171034526,0.764105450375817,0.197217095861354
"45","4288",14,13,0.36213677567794,0.457304866511678,0.190242720709249
"46","4289",8.5,4,-0.323312321648426,-0.448003137549519,-1.05223436824946
"47","4290",15,15,0.42828356119845,-0.390307302956051,-0.334897136915261
"48","4291",15,9,-0.361868320178672,-1.43625513707089,-1.04845664045223
"49","4293",7,6,-0.476832472299389,-0.384014299963767,-0.480755062271614
"50","4293F",7,5,0.350096522939069,0.293471539856384,0.186943161568803
"51","4294",9.5,2,-0.661186033420358,-0.0424731781235229,-0.320186753152228
"52","4294F",14,8,0.687619166305174,0.380576118740117,0.428182292681541
"53","4295",16,13,-1.53156270314886,-1.22181633403279,-1.27482610764624
"54","4297",6,4,-0.42542549184802,-0.130865043463014,-0.408939806368089
"55","4299",7,2,0.618850078985677,0.43102005153207,0.431953999719689
"56","4300",4.5,3,-0.570281977259213,0.452674589584306,0.491566176451166
"57","4301",7,9,0.25650156057818,0.704108327743681,0.858253399431947
"58","4302",12,2,0.0326745285083719,0.127922448900791,0.204878243535456
"59","4304",10,8,0.568359509041649,0.127433000201114,-0.0302736257276916
"60","4305",7,6,-0.956738890392393,-1.09604087057189,-1.2831581870565
"61","4309",15,9,1.05891537622102,1.66967195326176,1.53885793386353
"62","4310",9,6,0.234377221129398,0.435859609689785,0.307303019781249
"63","4313",12,10,-1.16777133727552,-0.533326833262542,-1.06613104834178
"64","4314",12,7,-0.461930543316133,-0.822330464980532,-0.160147165020125
"65","4315",12,11,0.769896139259704,0.345738445241405,0.647363908675246
"66","4316",6.5,7,-0.961841595872402,-0.629972798411866,-1.23870715595212
"67","4318",4.5,6,-0.873709622544628,0.109506199518446,-0.419991234182864
"68","4319",7,6,-0.0324227372591959,-0.00605838448127946,0.0744946929782403
"69","4321",5.5,5,-0.588244025822079,-0.256526080354122,-0.464434616133332
"70","4322",14,4,-0.133433912318991,0.986067972594236,0.39275009538841
"71","4324",14.5,14,0.86905682380868,1.619685742039,1.44256083750767
"72","4326",10,5,-0.412482074371716,-0.359041580220018,0.312389068479682
"73","4327",15,13,0.0959636422180839,0.322164941864595,0.483706188502066
"74","4328",16,15,0.64636199555582,0.191231334555699,0.667612810657158
"75","4334",10,11,0.436789347605494,-0.314918809114463,-0.293666973595329
"76","4335",4.5,11,-0.224205247440284,-0.488442983097618,-0.647177554705822
"77","4339",12,8,-0.421527958367024,-0.0407027374424665,-0.136106102234292
"78","4341",14,12,0.820063958563119,0.312982860128197,0.0733549333454761
"79","4342",16,14,0.364262401715307,0.345515485686674,0.180637472349803
"80","4343",8,4,0.890261221201725,1.37459672903815,1.32873055384692
"81","4344",13.5,13,0.804625846245098,-0.221640817832032,-0.00060012097554697
"82","4347",16,14,0.557862214565739,0.962073990193636,0.749509127460629
"83","4348",8,8,0.289391020613046,-0.309513081822129,0.181859416873483
"84","4350",16,11,0.190853455008708,-0.907719964377795,-0.62601371850031
"85","4352",1,15,1.50411941885496,1.80356089543206,1.78631270699341
"86","4353",9,9,0.459128443862069,0.815800123308876,0.826122126639897
"87","4355",14.5,15,-0.554570770664421,-1.03253522365188,-0.709675357499783
"88","4356",10,11,-0.272541734480501,-0.0355316429748415,0.121657145623823
"89","4357",6,7,0.00785662076893288,-0.37080220125197,-0.313294668350057
"90","4359",16,16,0.242164592994941,-0.315658134423674,0.275102400086218
"91","4360",7,8,-0.79412652998142,-1.55878728448971,-1.30436854946777
"92","4362",12,10,-0.579131947254778,0.0759575891423923,0.0985449483403178
"93","4363",15,16,0.667115368844555,0.192763036556031,0.325083097476198
"94","4364",14,15,-0.368523083530975,-0.596841890620121,-0.930266684610553
"95","4367",16,16,0.0223462789117786,0.450453168527043,0.00716459410828908
"96","4371",8,10,0.661781659572288,0.647686301770287,0.0333061454457874
"97","4372",11,7,-0.45976035669435,-0.338089692458146,-0.790902619318792
"98","4373",14,13,-0.274951378035942,0.340621184405228,0.613641962242476
"99","4374",16,14,-0.708715000878478,-0.201849741983501,-0.636135479363325
"100","4376",11,10,0.502734000344555,0.644650397590131,0.650618935972184
"101","4379",6.5,7,-0.174998884458098,-0.0689062059992993,-0.0716037510259111
"102","4380",8,7,0.628405760096636,0.463053346852824,0.624921994740124
"103","4382",7.5,5,-0.819351542845969,-0.84821396105187,-0.883684128732549
"104","4383",5.5,6,0.383934833009639,0.890762696695098,0.96183263873048
"105","4384",14,8,1.36701260159594,1.14418294767984,1.38311404732163
"106","4390",14,11,-0.455375096896891,0.0341511757729344,-0.24858237316152
"107","4391",5.5,6,-0.988135240991364,-1.27123283875584,-1.25485415534004
"108","4394",13,13,1.10259450413856,1.03618359085878,1.24096289063476
"109","4396",10,7,0.515114650551557,1.13969379831877,0.826541325859922
"110","4397",14,6,-0.284935568507674,-0.291544976965829,0.208231393459141
"111","4400",5.5,4,-0.525019324416371,-0.264616812151549,-0.403312839910683
"112","4404",16,10,0.711814553557133,-1.21605792833462,-0.247849922488981
"113","4406",5,8,0.0451476876071574,-0.232371775466795,-0.261704839361251
"114","4407",12,6,0.0117640799979328,0.0641291947387905,-0.300892067622649
"115","4408",12,3,-0.602962084915957,-1.09427690387173,-0.815168080387246
"116","4410",11,10,-0.00882461672283735,0.383803238227496,0.276590506008243
"117","4411",8,8,-0.468540426756131,-0.302242445843481,-0.409763449131157
"118","4413",15,12,-0.416557530583905,-1.33201673671896,-0.58539643185231
"119","4419",9,4,0.92953625280533,0.330779827398817,0.8979747877183
"120","4421",7,1,0.0423243532040047,0.00205508034519739,-0.234097475304593
"121","4423",15,14,0.157647085808488,1.25792293990327,1.04327822830355
"122","4426",13,8,-0.0134310252432708,0.041279707455748,-0.0629734651436602
"123","4428",16,16,0.230863523454967,-0.260413550713778,0.0222889684289354
"124","4429",12,8,-0.317457969725969,-0.31915367975106,-0.636629907547483
"125","4430",14,12,0.243855556129768,-0.160413282996685,-0.234509311353043
"126","4431",12.5,11,-0.892849727031421,0.074485425026942,-0.652867914035398
"127","4432",13,10,-0.970279066043442,-1.11063343880802,-1.20465960646918
"128","4433",15,14,0.729400180967652,0.509945721960588,0.911267969725168
"129","4435",14,13,-1.15633172313393,-0.246084983528078,-1.04551011914913
"130","4436",10,12,0.819011980302526,0.845945512810358,0.770551131541507
"131","4437",12.5,7,0.618229130346074,0.841065721156457,0.726759842667071
"132","4440",9,9,-0.699113193672881,-1.29026881317905,-1.23089552523379
"133","4447",12,12,0.62938616563781,0.609390250633879,0.666590089239866
"134","4448",16,15,0.262946438484784,0.53699834331771,0.101386179302145
"135","4449",15,8,0.0953141313779502,0.26259294628345,-0.665471380817242
"136","4450",12.5,13,-0.489405008531196,-1.04559876046542,-0.555534252839928
"137","4451",12,10,0.308168878363633,1.49457124740196,1.19048839057735
"138","4452",15,11,-1.39069749545267,-0.72043606968334,-1.28287188233256
"139","4453",10,7,-0.11931355625718,-0.113975320117659,-0.349502214700491
"140","4454",12,4,-0.276803193661758,-1.14135562228849,-0.390015614862308
"141","4455",14,8,-0.579499066273616,-1.51905056067316,-1.56438253266881
"142","4456",11,8,-0.0824519213636781,-0.0954739556689253,0.0473201307145067
"143","4457",5,6,-0.180977870293235,-0.352259563040158,-0.619562501993811
"144","4458",16,14,0.985363385936105,0.539141333537684,0.860848800961845
"145","4459",16,10,0.940054879102538,-0.500662925329074,-0.134206080012862
"146","4460",14.5,3,0.240657652645138,0.775660382149801,0.880049749704379
"147","4461",13,15,-0.323015525950612,-0.384352412161147,-0.106825384116699
"148","4465",7,8,-0.500585265811426,-0.689815727611632,-0.387569319393235
"149","4467",5,5,-0.415911264221512,0.00441764629636401,-0.346752596211198
"150","4476",9,6,0.878639432995615,0.392158147410397,0.907240134363102
"151","4478",5.5,7,0.140427657072359,0.388719818633464,0.110314723238834
"152","4479",11,8,0.508495997656353,0.600452818267357,0.143317585684126
"153","4482",3.5,7,0.806708888577201,0.391364619248634,0.670418019318294
"154","4485",11.5,5,-0.367485933818334,-0.0048497587807392,0.0655942955862351
"155","4488",5,6,0.514425535033367,0.0856053209588907,0.218083733181816
"156","4490",1,2,-0.726606046764764,-0.595791261612223,-0.79184387387362
"157","4492",3,4,0.268998558560974,0.366473126579836,-0.0331353420000226
"158","4494",2,13,0.315561447329937,-0.230173223445502,-0.00261304817654245
"159","4495",7,6,0.600270479097132,0.562505500132564,0.647285868976258
"160","4498",7,6,-0.127876952138409,-0.254843632897835,0.0926498852585808
"161","4499",8,7,-0.873046659963071,-1.03118539293998,-1.05624389867191
"162","4500",14,13,0.074355472126772,0.147511896876725,0.215842124279736
"163","4501",4,4,-0.872967054441399,-0.327790192958058,-0.434899128109206
"164","4502",9.5,8,-0.0969631817075147,-0.300584215506081,-0.602010171473541
"165","4503",8.5,5,0.331418610381864,-0.261080010468035,-0.318061562454145
"166","4505",6,8,0.22358468811826,0.482506835375835,0.772818182223314
"167","4507",16,8,1.50411941885496,1.80356089543206,1.78631270699341
"168","4509",8,3,-0.489859957438703,0.220195976808264,-0.18350992629634
"169","4513",0,1,-0.0830147330964804,0.511269085170342,0.709741897049989
"170","4514",8,6,0.144308553107828,-0.211255186742534,-0.112461225989957
"171","4515",5,4,-0.651118250173394,0.424584972182748,0.162427287968104
"172","4517",13,14,-0.241578457437047,0.873649817388605,0.497607376132569
"173","4518",9,6,-0.73845743022594,-1.26801801597997,-1.18519922694766
"174","4524",10.5,10,-0.299397460214048,-0.135599435722568,-0.410138237126204
"175","4531",8,5,0.768088212725145,0.369427199482579,0.869784999840022
"176","4533",13,8,0.575233785131648,1.10454404177065,1.10382171652594
"177","4535",6.5,6,-0.166456285074121,0.0358558836715971,0.16345847738276
"178","4536",7,9,-0.618391426455261,-1.01480630253078,-0.9003719878862
"179","4537",7,10,-0.316720824396513,0.00372601574980483,-0.490995187460713
"180","4540",14,12,0.790649790979596,-1.71849137312525,-0.120275188569372
"181","4543",8,8,1.41528723055843,1.39808483018329,1.53036801785346
"182","4545",7,6,0.140305323447836,0.508353905893542,0.210807558483628
"183","4546",10.5,15,-0.340452890147137,0.163160641722182,-0.19091275546638
"184","4549",10,5,-0.338913476195319,-0.862861293998568,-0.776579686135367
"185","4550",4,8,-0.581976602070605,-0.327885877218291,-0.196163825672491
"186","4558",5,5,-0.178153348543446,-0.554804261454404,-0.661275815643065
"187","4559",15,4,0.706283919724983,0.113096149971131,0.116014392167027
"188","4562",5,7,-0.287147675310796,-0.228998952908359,-0.637225137420157
"189","4564",15,13,0.0567359784117721,0.256333674464955,0.660659532073892
"190","4566",9,9,-0.431703008640097,-0.527945368378042,-0.212018512491784
"191","4568",8.5,7,0.597277647545961,0.173524736683131,0.112358665138914
"192","45710",7.5,4,-0.643160781054492,-0.518050518081673,-0.759966394119182
"193","45719",2,4,-1.30441475227404,-1.32307127329665,-1.40594352051167
