"","ID","Gender","SelfEfficacy","PerfAvGoals","PerfAppGoals","MasteryGoals"
"1","4217","Male",-1.39013116803825,-0.683386196277649,0.623757314681554,-1.23671642666274
"2","4216","Male",-2.81223446454835,-0.450598590294088,-0.0645477829238461,-2.15887018726543
"3","4232","Male",-0.0408105564902513,0.0188828425344839,0.598636322116305,0.160526932103102
"4","4233","Male",-0.401605302972827,1.19201285548224,2.12611522507835,0.522786321955417
"5","4235","Male",0.445339296420164,1.02535583192753,1.36671029149979,0.437380344131178
"6","4230","Female",0.335040755637941,1.62769710636205,1.50846717672557,-2.28953483846546
"7","4420","Male",0.683587146941697,0.583167347663073,0.579832584593999,0.320050250361865
"8","4421","Male",-0.138326903774871,-1.32697800036364,-1.08167833850137,0.422062062325627
"9","4234","Female",-1.13478753655115,0.781798943370845,0.668015921090494,-1.09344230810711
"10","4219","Male",0.873325531293372,1.87634492856979,2.52886611802787,0.813236680679217
"11","4229","Female",0.873325531293372,1.87634492856979,2.52886611802787,0.813236680679217
"12","4236","Male",0.597348684908363,0.589297801636416,2.08873157542945,0.441562334998352
"13","4228","Female",0.481753546142485,-0.713865277754726,-1.35824642892529,0.694302110484822
"14","4224","Female",0.67256142208307,0.0815648930967104,0.723576512336612,0.481911450742993
"15","4226","Female",0.74098372573669,-1.71954288810341,-1.00768942574019,0.761022198100384
"16","4225","Female",0.663143257118803,-0.0581588814964188,-0.306666636560896,0.219340924202694
"17","4254","Female",0.201841048732681,0.145981763381346,-0.451580395936268,0.0646167208988077
"18","4267","Female",0.496891124766796,0.574345824827322,1.7395879224317,-0.144952027094098
"19","4255","Female",0.531680732972704,-1.06149483577408,-1.42661975273945,0.436242395112455
"20","4261","Female",0.323382831737179,-0.258734259722948,0.427697443348282,0.365468960240078
"21","4246","Male",0.0200733641542013,-0.457409898960909,-1.32031672221755,-0.354286013187978
"22","4251","Female",-0.485098741121797,0.487009519538947,0.509477207640338,-0.143605422549037
"23","4241","Male",0.618240146875107,-0.710348899623776,-1.35846540571412,0.725232140664004
"24","4247","Male",0.671180674463288,-1.14287600558217,-1.44476764812895,0.305273501163173
"25","4256","Female",0.600884074245233,1.73598353127442,1.99768155014876,0.746442775279618
"26","4253","Female",0.18650935961868,0.999692363135218,0.427337527355035,0.327040270990056
"27","4263","Female",0.549281422261734,0.686534558954305,0.803011092818584,0.11670781419511
"28","4244","Male",-0.143765451074458,1.08998317014471,0.139224876365999,-0.349110390279939
"29","4252","Female",-0.0437508959758559,0.0172827536757434,0.592098468180797,0.143563810584383
"30","4257","Female",0.565641092719501,0.476005574514332,1.30079618022517,0.426526237456758
"31","4264F","Female",0.5048301204221,-1.05780045092956,-1.44021426170787,-0.654616021530049
"32","4259","Female",0.761605567366131,0.654704249213978,1.03206071396704,0.77724072883025
