"","ID","Gender.x","Certificate (2)","Age","FM_Per.ACC","FM_EFF2","SS_ACC","SS_EFF","CB_PerCorrect","CB_EFF","SE_P","PAV","PAp","MG_P","SE_S.x","TV.x","MG_S.x","PostScore.x","PreScore.x","FM_EFF_Z","SS_EFF_Z","CB_EFF_Z","Avg_EF","Avg-SALES","Avg_PG","PostScore.y","PreScore.y","SE_S.y","TV.y","MG_S.y","X.1","X.x","Gender.y","SelfEfficacy_P","PerfAvGoals","PerfAppGoals","MasteryGoals_P","Average.of.RTc","Average.of.EFF","Average.of.ACC","Per.Correct","Eff2","FM_ACC_mean","FM_EFF_mean","FM_RTc_mean","Per.ACC","EFF2","X.y","session_code","CB_ACC","CB_RTc_mean","PerCorrect","EFF"
"23","4268","Female","IGCSE (British)",13.2568306010929,99.22,76.51,87.04,69.68,68.75,6.06637922390454,-0.570475269803927,0.30450718403921,-0.329695831102602,-0.702247492434216,-0.577262564718582,0.453791220021207,0.205033204790062,13,11.5,0.20587127835996,-0.595326023015885,-0.569621133560608,-0.319691959405511,0.0271872866975623,-0.012594323531696,12,11,-0.577262564718582,0.453791220021207,0.205033204790062,55,55,"Female",-0.451579014716395,0.457602953040415,-0.688190412519296,-0.726379560648385,1.25,"103.25",0.87,87.04,"69.68",0.99,97.71,1.3,99.22,76.51,40,"fRgJW4Lt0TEm",0.6875,11.3329545454545,68.75,6.06637922390454
"24","4269","Female","IGCSE (British)",13.7115278089677,95.31,76.05,95.37,75.9,42.3076923076923,5.4255175091763,-0.147575059620635,1.14476139028705,0.636835171689155,-0.282324329101838,0.127054578123067,-0.586682928885474,-0.415417086410192,6.5,7.5,0.18508813286855,-0.449403369023863,-0.854090973312486,-0.372802069822599,-0.291681812390866,0.890798280988103,6.5,6,0.127054578123067,-0.586682928885474,-0.415417086410192,60,60,"Female",-0.00182464231045384,1.47010716410381,0.979038663614712,-0.146841356041488,1.26,"82.75",0.95,95.37,"75.90",0.95,93.4,1.25,95.31,76.05,41,"jeO5HCRIEFgs",0.423076923076923,7.79790909090909,42.3076923076923,5.4255175091763
"25","4271","Male","IGCSE (British)",14.2896174863388,97.66,80.18,84.26,97.17,71.875,7.69353382478871,0.484153490845276,-0.0971273311130676,-0.216947908436499,0.371393922000509,-0.702603312246667,0.330127974642185,0.292140298246857,15,13,0.371684634780548,0.0495958030678254,0.152650766799885,0.191310401549419,-0.0267783464525416,-0.157037619774783,15,14,-0.702603312246667,0.330127974642185,0.292140298246857,53,53,"Male",0.572990771798311,-0.10486101207496,-0.476293468322293,0.451617091761575,0.87,"125.28",0.84,84.26,"97.17",0.98,97.37,1.22,97.66,80.18,43,"uQjJD9XQcMmC",0.71875,9.34226086956522,71.875,7.69353382478871
"26","4273","Male","IGCSE (British)",12.9718466951119,93.75,46.58,98.15,57.02,65.625,7.80228272500297,0.94301989218959,-0.087124434004793,-0.0329001389144511,0.37683876820618,0.312338427523404,0.557073302853732,0.564221077730742,13,14,-1.14638860111367,-0.892332582427299,0.200922931459092,-0.612599417360625,0.477877602702626,-0.060012286459622,14,15,0.312338427523404,0.557073302853732,0.564221077730742,44,44,"Male",0.80696057114395,-0.0932832277581838,-0.257334689228001,0.481329460069492,1.72,"68.65",0.98,98.15,"57.02",0.94,92.35,2.01,93.75,46.58,45,"FCFmg69vn2dG",0.65625,8.411,65.625,7.80228272500297
"27","4275","Male","IGCSE (British)",13.0437158469945,84.38,112.73,5.56,17.34,65.5172413793103,8.58205850539053,0.582874752149278,0.479084136989606,0.05768437802715,0.299437983172654,0.532625300219718,0.794560435419203,0.681346188983145,13,14,1.84231808205307,-1.82323465805486,0.547054844462054,0.188712756153422,0.669510641540689,0.268384257508378,12,13,0.532625300219718,0.794560435419203,0.681346188983145,43,43,"Male",0.632286990626449,0.688063251973932,-0.0181971094177334,0.438806310314183,0.32,"292.74",0.06,5.56,"17.34",0.84,152.72,0.75,84.38,112.73,46,"pDLRzmSLz1sV",0.655172413793103,7.63421052631579,65.5172413793103,8.58205850539053
"28","4276","Male","IGCSE (British)",12.475956284153,93.65,74.13,91.67,159.61,59.375,7.8827569822448,0.408364320370693,-1.17550045869981,-0.938321616351801,0.4585055216793,-0.15038301547653,0.661109736288316,0.330243855244058,13,15,0.0983410908174523,1.51445279909063,0.23664436485981,0.616479418255964,0.280323525351948,-1.05691103752581,14,16,-0.15038301547653,0.661109736288316,0.330243855244058,36,36,"Male",0.52896135702242,-1.60788164161798,-1.40733194143781,0.573193818505567,0.57,"170.00",0.92,91.67,"159.61",0.94,95.48,1.26,93.65,74.13,47,"RugPa8vws7ls",0.59375,7.53226315789474,59.375,7.8827569822448
"29","4277","Male","IGCSE (British)",13.0573770491803,96.88,68.56,90.74,135.18,71.875,1.55240059236555,-0.228216848267421,-0.636144814481965,-0.458062978235864,-0.433337782741008,-0.0926006478031798,-0.862251046371348,-0.551242284983916,12,8.5,-0.153315692632868,0.941319288314891,-2.57331514187224,-0.595103848730074,-0.502031326386148,-0.547103896358915,12.5,9,-0.0926006478031798,-0.862251046371348,-0.551242284983916,47,47,"Male",-0.0776699322991456,-1.04717793111289,-0.990804935435112,-0.0271815520615427,0.67,"160.46",0.91,90.74,"135.18",0.97,87.44,1.41,96.88,68.56,48,"31tDi2gMXpGk",0.71875,46.2992608695652,71.875,1.55240059236555
"30","4278","Male","American Diploma",13.5909499214013,97.66,119.12,94.44,79.3,60,8.31953164118168,-0.650190622623976,-0.931082992168062,-0.880028450155217,-1.0513925895244,-1.3466594583496,-0.998670509081626,-1.20650716890446,11,11.5,2.13102308137938,-0.369638574237227,0.430522723294973,0.730635743479042,-1.1839457121119,-0.90555572116164,13,10,-1.3466594583496,-0.998670509081626,-1.20650716890446,83,83,"Male",-0.653783004453549,-1.27787411154245,-1.34255412310995,-1.185420955202,1.19,"95.21",0.94,94.44,"79.30",0.98,134.13,0.82,97.66,119.12,49,"ccyWdtQBXiVY",0.6,7.21194444444444,60,8.31953164118168
"31","4279","Male","IGCSE (British)",13.4620929710308,94.53,59.4,84.26,65.28,71.875,8.5044731277941,0.59474882512831,0.531451250680687,0.25667651651144,0.805626045722252,-0.221534406122318,-0.564703687482485,-0.56156571846263,14,24,-0.567171372418315,-0.698551051563296,0.512615745628845,-0.251035559450922,-0.449267937355811,0.394063883596063,14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263,215,215,"Female",0.842979860496494,1.5639861938063,1.78488140614285,0.636997674909348,1.29,"144.76",0.84,84.26,"65.28",0.95,86.19,1.59,94.53,59.4,52,"wU8aVJxcW7Wg",0.71875,8.4514347826087,71.875,8.5044731277941
"32","4279","Male","IGCSE (British)",13.4620929710308,94.53,59.4,84.26,65.28,71.875,8.5044731277941,0.59474882512831,0.531451250680687,0.25667651651144,0.805626045722252,-0.221534406122318,-0.564703687482485,-0.56156571846263,14,24,-0.567171372418315,-0.698551051563296,0.512615745628845,-0.251035559450922,-0.449267937355811,0.394063883596063,14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263,215,215,"Female",0.842979860496494,1.5639861938063,1.78488140614285,0.636997674909348,1.29,"144.76",0.84,84.26,"65.28",0.95,86.19,1.59,94.53,59.4,51,"GGVLuaZRViPc",0.5,8.4514347826087,50,5.91615521933502
"33","4279","Male","IGCSE (British)",13.4620929710308,94.53,59.4,84.26,65.28,71.875,8.5044731277941,0.59474882512831,0.531451250680687,0.25667651651144,0.805626045722252,-0.221534406122318,-0.564703687482485,-0.56156571846263,14,24,-0.567171372418315,-0.698551051563296,0.512615745628845,-0.251035559450922,-0.449267937355811,0.394063883596063,14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263,215,215,"Female",0.842979860496494,1.5639861938063,1.78488140614285,0.636997674909348,1.29,"144.76",0.84,84.26,"65.28",0.95,86.19,1.59,94.53,59.4,50,"4V1gOkZkvf2E",0.5,8.4514347826087,50,5.91615521933502
"34","4279","Male","IGCSE (British)",13.4620929710308,94.53,59.4,84.26,65.28,71.875,8.5044731277941,0.59474882512831,0.531451250680687,0.25667651651144,0.805626045722252,-0.221534406122318,-0.564703687482485,-0.56156571846263,14,24,-0.567171372418315,-0.698551051563296,0.512615745628845,-0.251035559450922,-0.449267937355811,0.394063883596063,14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263,213,213,"Male",0.630566220664646,0.838424581064218,0.250032049442146,0.738492656312629,1.29,"144.76",0.84,84.26,"65.28",0.95,86.19,1.59,94.53,59.4,52,"wU8aVJxcW7Wg",0.71875,8.4514347826087,71.875,8.5044731277941
"35","4279","Male","IGCSE (British)",13.4620929710308,94.53,59.4,84.26,65.28,71.875,8.5044731277941,0.59474882512831,0.531451250680687,0.25667651651144,0.805626045722252,-0.221534406122318,-0.564703687482485,-0.56156571846263,14,24,-0.567171372418315,-0.698551051563296,0.512615745628845,-0.251035559450922,-0.449267937355811,0.394063883596063,14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263,213,213,"Male",0.630566220664646,0.838424581064218,0.250032049442146,0.738492656312629,1.29,"144.76",0.84,84.26,"65.28",0.95,86.19,1.59,94.53,59.4,51,"GGVLuaZRViPc",0.5,8.4514347826087,50,5.91615521933502
"36","4279","Male","IGCSE (British)",13.4620929710308,94.53,59.4,84.26,65.28,71.875,8.5044731277941,0.59474882512831,0.531451250680687,0.25667651651144,0.805626045722252,-0.221534406122318,-0.564703687482485,-0.56156571846263,14,24,-0.567171372418315,-0.698551051563296,0.512615745628845,-0.251035559450922,-0.449267937355811,0.394063883596063,14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263,213,213,"Male",0.630566220664646,0.838424581064218,0.250032049442146,0.738492656312629,1.29,"144.76",0.84,84.26,"65.28",0.95,86.19,1.59,94.53,59.4,50,"4V1gOkZkvf2E",0.5,8.4514347826087,50,5.91615521933502
"37","4279","Male","IGCSE (British)",13.4620929710308,94.53,59.4,84.26,65.28,50,5.91615521933502,0.59474882512831,0.531451250680687,0.25667651651144,0.805626045722252,-0.221534406122318,-0.564703687482485,-0.56156571846263,14,24,-0.567171372418315,-0.698551051563296,-0.636303535590035,-0.634008653190549,-0.449267937355811,0.394063883596063,14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263,215,215,"Female",0.842979860496494,1.5639861938063,1.78488140614285,0.636997674909348,1.29,"144.76",0.84,84.26,"65.28",0.95,86.19,1.59,94.53,59.4,52,"wU8aVJxcW7Wg",0.71875,8.4514347826087,71.875,8.5044731277941
"38","4279","Male","IGCSE (British)",13.4620929710308,94.53,59.4,84.26,65.28,50,5.91615521933502,0.59474882512831,0.531451250680687,0.25667651651144,0.805626045722252,-0.221534406122318,-0.564703687482485,-0.56156571846263,14,24,-0.567171372418315,-0.698551051563296,-0.636303535590035,-0.634008653190549,-0.449267937355811,0.394063883596063,14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263,215,215,"Female",0.842979860496494,1.5639861938063,1.78488140614285,0.636997674909348,1.29,"144.76",0.84,84.26,"65.28",0.95,86.19,1.59,94.53,59.4,51,"GGVLuaZRViPc",0.5,8.4514347826087,50,5.91615521933502
"39","4279","Male","IGCSE (British)",13.4620929710308,94.53,59.4,84.26,65.28,50,5.91615521933502,0.59474882512831,0.531451250680687,0.25667651651144,0.805626045722252,-0.221534406122318,-0.564703687482485,-0.56156571846263,14,24,-0.567171372418315,-0.698551051563296,-0.636303535590035,-0.634008653190549,-0.449267937355811,0.394063883596063,14.5,13,-0.221534406122318,-0.564703687482485,-0.56156571846263,215,215,"Female",0.842979860496494,1.5639861938063,1.78488140614285,0.636997674909348,1.29,"144.76",0.84,84.26,"65.28",0.95,86.19,1.59,94.53,59.4,50,"4V1gOkZkvf2E",0.5,8.4514347826087,50,5.91615521933502
