,subject_id,SS_ACC,Mean_RT,SS_EFF,SS_EFF
1,4216,0.888888888888889,3420.21875,0.000529126127142785,2.59892408603657
2,4217,0.759259259259259,2693.10476190476,0.00109474909683749,2.81927116241202
3,4219,0.861111111111111,6350.92079207921,0.000966526706242547,1.35588387779151
4,4220,0.944444444444444,6369.92631578947,0.00051418339021285,1.48266149029605
5,4221,0.907407407407407,6952.85567010309,0.000729086094231995,1.30508592506703
6,4222,0.388888888888889,6506.16822429907,0.000815902365742875,0.597723384151791
7,4223,0.635514018691589,7026.63,0.00378841143296262,0.904436434950451
8,4224,0.768518518518518,2902.5,0.00101371442668128,2.64778128688551
9,4225,0.898148148148148,5097.58585858586,0.00117332205231027,1.76190881931963
10,4226,0.759259259259259,2053.90291262136,0.000941983318371294,3.69666577029306
11,4227,0.759259259259259,1239.96296296296,0.0014109299200385,6.12324143492937
12,4229,0.944444444444444,2414.44791666667,0.00106827027538612,3.91163726467259
13,4230,0.776699029126214,1406.28282828283,0.0010834028095645,5.52306416252425
14,4231,0.481481481481481,4042.51401869159,0.0156990898305952,1.19104467975925
15,4232,0.787037037037037,1075.7476635514,0.00118978900449027,7.31618634837436
16,4233,0.777777777777778,1043.59259259259,0.00119165373370164,7.45288710650533
17,4234,0.111111111111111,4205.90099009901,3.14584411846688E-05,0.264179093546601
18,4235,0.935185185185185,3357.02040816327,0.00083932575014915,2.78575960667708
19,4236,0.861111111111111,2816.76923076923,0.00118588195057228,3.05708789241478
20,4239,0.87962962962963,796.467391304348,0.00126327147134922,11.0441386456398
21,4240,0.916666666666667,1080.94565217391,0.000932801762178795,8.48022899970171
22,4241,0.898148148148148,2000.43617021277,0.000984340884183998,4.48976159060661
23,4242,0.934579439252336,1117.05050505051,0.00107431110335032,8.36649224924774
24,4243,0.731481481481482,955.712962962963,0.00112491696859399,7.65377796293247
25,4244,0.953703703703704,2068.75294117647,0.000599500195693857,4.61004156040666
26,4245,0.935185185185185,1244.17525773196,0.00131302788485371,7.51650685362413
27,4247,0.962962962962963,1201.24444444444,0.000950365980444443,8.01637807705592
28,4248,0.967032967032967,1708.79710144928,0.0029928670427767,5.65914447193759
29,4249,0.904761904761905,1257.04545454545,0.000989741552856254,7.19752735663062
30,4251,0.759259259259259,1046.1619047619,0.00104779009866317,7.2575693666848
31,4252,0.842592592592593,1755.67045454545,0.000812399184711754,4.7992639530449
32,4257,0.907407407407407,701.551020408163,0.00151212098864919,12.9343038640223
33,4258,1,2538.51111111111,0.00051134640399949,3.93931700997085
34,4259,0.787037037037037,1079.4537037037,0.00106540227863802,7.29106801279799
35,4260,0.90625,870.788235294118,0.00118339069073307,10.4072375265142
36,4261,0.851851851851852,535.75,0.00188781656944984,15.9001745562642
37,4262,0.814814814814815,774.601851851852,0.00139888473476465,10.5191436460786
38,4263,0.777777777777778,675.055555555556,0.00179741275068673,11.521685457987
39,4264F,0.166666666666667,1165.70526315789,0.000129953321954418,1.42974962826511
40,4265,0.759259259259259,708.495327102804,0.00196648389930892,10.7165034152595
41,4267,0.842592592592593,767.981481481482,0.0015798868547744,10.9715222685732
42,4268,0.87037037037037,1338.38095238095,0.000894790076545283,6.50315867707173
43,4269,0.953703703703704,1511.54545454545,0.000780462114793738,6.30946096153291
44,4270,0.87037037037037,615.80198019802,0.0019522160905636,14.1339326335146
45,4271,0.842592592592593,998.971962616822,0.00105376729967931,8.43459700696113
46,4272,0.194444444444444,2583.95402298851,0,0.752507369382511
47,4273,0.981481481481482,2168.50588235294,0.000670382932362392,4.52607248829099
48,4275,0.0555555555555556,1981.14953271028,0.000136794661312788,0.280420809425494
