"","ID","Gender","Q01","Q02","Q03","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","score","Q01_imp","Q02_imp","Q03_imp","Q04_imp","Q05_imp","Q06_imp","Q07_imp","Q08_imp","Q09_imp","Q10_imp","Q11_imp","Q12_imp","Q13_imp","Q14_imp","Q15_imp","Q16_imp","Q17_imp","Q18_imp","Q19_imp"
"304","4591","Female",2,4,5,5,5,1,1,1,1,3,5,3,5,5,2,1,2,2,2,359,2,4,5,5,5,1,1,1,1,3,5,3,5,5,2,1,2,2,2
"305","4627","Female",5,5,5,5,5,2,1,2,1,1,3,1,2,1,3,2,5,5,5,364,5,5,5,5,5,2,1,2,1,1,3,1,2,1,3,2,5,5,5
"306","4623","Male",5,5,3,5,5,3,3,5,5,5,5,3,5,3,3,3,4,3,3,382,5,5,3,5,5,3,3,5,5,5,5,3,5,3,3,3,4,3,3
"307","4601","Female",3,3,2,5,4,1,1,1,1,1,3,1,1,1,3,3,5,5,5,356,3,3,2,5,4,1,1,1,1,1,3,1,1,1,3,3,5,5,5
"308","4600","Female",3,4,2,5,4,1,1,1,1,1,3,3,3,1,4,2,4,4,4,359,3,4,2,5,4,1,1,1,1,1,3,3,3,1,4,2,4,4,4
"309","4608","Female",4,5,5,5,4,1,1,1,1,1,3,1,4,1,5,5,5,5,5,371,4,5,5,5,4,1,1,1,1,1,3,1,4,1,5,5,5,5,5
"310","4599","Male",4,5,4,5,5,4,4,3,3,2,4,4,5,2,3,3,4,5,5,384,4,5,4,5,5,4,4,3,3,2,4,4,5,2,3,3,4,5,5
"311","4610","Female",5,5,5,5,5,1,5,1,3,1,3,1,1,1,3,2,5,5,5,373,5,5,5,5,5,1,5,1,3,1,3,1,1,1,3,2,5,5,5
"312","4609","Male",3,4,4,5,3,5,5,5,5,5,5,5,5,5,4,4,5,4,5,398,3,4,4,5,3,5,5,5,5,5,5,5,5,5,4,4,5,4,5
"313","4607","Female",4,5,5,5,5,4,4,3,3,4,3,1,4,1,4,4,5,5,5,387,4,5,5,5,5,4,4,3,3,4,3,1,4,1,4,4,5,5,5
"314","4578","Female",5,5,5,5,5,5,3,3,1,1,3,1,3,2,3,2,4,5,5,380,5,5,5,5,5,5,3,3,1,1,3,1,3,2,3,2,4,5,5
"315","4588","Male",4,4,4,4,4,2,4,1,1,3,2,2,3,1,4,3,4,5,5,375,4,4,4,4,4,2,4,1,1,3,2,2,3,1,4,3,4,5,5
"316","4617","Female",3,4,5,4,4,2,3,2,2,1,2,2,4,2,2,2,3,3,3,369,3,4,5,4,4,2,3,2,2,1,2,2,4,2,2,2,3,3,3
"317","4613","Female",1,3,2,5,3,5,2,1,1,1,5,3,5,5,1,3,3,3,2,371,1,3,2,5,3,5,2,1,1,1,5,3,5,5,1,3,3,3,2
"318","4583","Female",3,3,3,5,5,1,1,1,1,1,2,1,3,1,2,2,3,3,4,363,3,3,3,5,5,1,1,1,1,1,2,1,3,1,2,2,3,3,4
"319","4585","Male",5,5,5,5,5,3,2,2,1,1,3,2,2,1,5,4,5,5,5,385,5,5,5,5,5,3,2,2,1,1,3,2,2,1,5,4,5,5,5
"320","4616","Male",4,4,4,4,5,1,1,1,1,1,4,1,5,1,3,4,3,4,5,376,4,4,4,4,5,1,1,1,1,1,4,1,5,1,3,4,3,4,5
"321","4595","Male",4,3,4,4,4,4,2,2,2,3,3,4,4,5,4,3,4,4,3,387,4,3,4,4,4,4,2,2,2,3,3,4,4,5,4,3,4,4,3
"322","4619","Male",5,5,4,5,5,1,2,2,1,1,3,1,4,1,4,5,5,5,5,386,5,5,4,5,5,1,2,2,1,1,3,1,4,1,4,5,5,5,5
"323","4579","Male",5,5,5,5,5,1,1,1,1,1,3,2,5,2,4,4,5,5,5,388,5,5,5,5,5,1,1,1,1,1,3,2,5,2,4,4,5,5,5
"324","4620","Female",4,4,3,5,5,2,3,3,1,2,5,5,5,2,3,3,4,4,4,391,4,4,3,5,5,2,3,3,1,2,5,5,5,2,3,3,4,4,4
"325","4592","Male",4,5,5,5,5,5,5,2,3,2,5,5,5,5,5,4,5,5,5,410,4,5,5,5,5,5,5,2,3,2,5,5,5,5,5,4,5,5,5
"326","4598","Female",3,4,4,5,5,3,2,3,2,2,5,3,5,4,4,4,5,5,5,399,3,4,4,5,5,3,2,3,2,2,5,3,5,4,4,4,5,5,5
"327","4663","Female",5,3,3,5,5,3,2,1,1,1,3,2,3,2,3,2,3,4,3,381,5,3,3,5,5,3,2,1,1,1,3,2,3,2,3,2,3,4,3
"328","4670","Female",4,2,3,5,5,3,3,4,2,2,4,2,5,4,3,3,3,3,3,391,4,2,3,5,5,3,3,4,2,2,4,2,5,4,3,3,3,3,3
"329","4652","Male",5,5,4,5,5,2,2,1,1,1,2,1,3,2,4,4,4,5,5,390,5,5,4,5,5,2,2,1,1,1,2,1,3,2,4,4,4,5,5
"330","4419","Male",5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,3,5,5,5,399,5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,3,5,5,5
"331","4653","Male",3,5,3,5,5,3,3,3,3,3,5,1,5,3,5,5,5,3,3,402,3,5,3,5,5,3,3,3,3,3,5,1,5,3,5,5,5,3,3
"332","4669","Male",5,4,4,5,5,3,2,2,1,1,3,2,3,4,4,3,5,4,4,396,5,4,4,5,5,3,2,2,1,1,3,2,3,4,4,3,5,4,4
"333","4389","Female",3,3,4,4,5,4,5,5,3,3,1,1,4,2,3,2,4,4,2,395,3,3,4,4,5,4,5,5,3,3,1,1,4,2,3,2,4,4,2
"334","4667","Female",5,5,5,5,5,3,2,2,1,2,3,2,2,2,5,3,5,5,5,401,5,5,5,5,5,3,2,2,1,2,3,2,2,2,5,3,5,5,5
"335","4541","Male",3,5,3,5,5,1,3,1,3,2,3,1,5,2,3,4,5,5,5,399,3,5,3,5,5,1,3,1,3,2,3,1,5,2,3,4,5,5,5
"336","4686","Male",5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,395,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5
"337","4542","Female",3,4,4,5,5,5,4,5,5,4,5,4,4,4,3,4,4,5,5,419,3,4,4,5,5,5,4,5,5,4,5,4,4,4,3,4,4,5,5
"338","4645","Male",5,4,5,5,5,5,3,2,3,3,4,3,4,5,4,4,5,4,5,416,5,4,5,5,5,5,3,2,3,3,4,3,4,5,4,4,5,4,5
"339","4656","Female",5,4,4,5,5,3,3,2,1,1,2,1,2,1,3,2,4,3,5,395,5,4,4,5,5,3,3,2,1,1,2,1,2,1,3,2,4,3,5
"340","4395","Male",5,5,4,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,431,5,5,4,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5
"341","4681","Male",4,3,3,5,5,5,5,5,4,3,5,5,4,3,3,1,1,3,1,409,4,3,3,5,5,5,5,5,4,3,5,5,4,3,3,1,1,3,1
"342","4414","Female",5,5,4,5,5,3,2,2,1,2,3,2,3,2,3,2,3,2,3,399,5,5,4,5,5,3,2,2,1,2,3,2,3,2,3,2,3,2,3
"343","4508","Male",5,3,3,2,5,4,2,2,2,4,2,2,4,2,5,4,5,4,5,408,5,3,3,2,5,4,2,2,2,4,2,2,4,2,5,4,5,4,5
"344","4464","Male",5,4,3,3,4,4,3,5,3,4,5,3,5,4,2,2,3,4,5,415,5,4,3,3,4,4,3,5,3,4,5,3,5,4,2,2,3,4,5
"345","4683","Male",5,5,5,5,5,1,5,1,1,1,1,1,1,1,5,5,5,5,5,408,5,5,5,5,5,1,5,1,1,1,1,1,1,1,5,5,5,5,5
"346","4539","Female",5,5,5,5,5,2,2,1,1,1,4,1,4,3,5,3,5,4,5,412,5,5,5,5,5,2,2,1,1,1,4,1,4,3,5,3,5,4,5
"347","4653F","Female",3,3,3,4,4,4,4,3,2,3,2,1,1,2,1,1,4,3,3,398,3,3,3,4,4,4,4,3,2,3,2,1,1,2,1,1,4,3,3
"348","4657","Female",4,4,3,5,5,2,2,1,2,3,4,3,1,1,4,2,4,5,4,407,4,4,3,5,5,2,2,1,2,3,4,3,1,1,4,2,4,5,4
"349","4506","Female",5,5,4,5,5,4,3,1,1,1,3,2,3,2,4,3,3,3,3,409,5,5,4,5,5,4,3,1,1,1,3,2,3,2,4,3,3,3,3
"350","4668","Male",4,3,4,5,4,5,3,2,2,3,5,5,5,1,3,3,4,4,5,420,4,3,4,5,4,5,3,2,2,3,5,5,5,1,3,3,4,4,5
"351","4684","Female",4,5,3,5,3,4,2,1,1,3,4,3,5,2,2,4,4,5,5,416,4,5,3,5,3,4,2,1,1,3,4,3,5,2,2,4,4,5,5
"352","4637","Female",3,4,4,5,5,3,3,1,1,3,2,2,1,1,2,2,3,4,3,404,3,4,4,5,5,3,3,1,1,3,2,2,1,1,2,2,3,4,3
"353","4311","Male",5,5,5,5,5,3,3,3,1,1,5,3,5,5,5,5,5,3,5,430,5,5,5,5,5,3,3,3,1,1,5,3,5,5,5,5,5,3,5
"354","4297","Male",3,3,4,5,5,3,3,2,2,2,5,3,5,5,4,3,3,4,4,422,3,3,4,5,5,3,3,2,2,2,5,3,5,5,4,3,3,4,4
"355","4707","Female",5,5,4,5,2,1,1,1,1,1,2,1,2,2,4,3,5,5,3,408,5,5,4,5,2,1,1,1,1,1,2,1,2,2,4,3,5,5,3
"356","4698","Female",4,5,5,4,5,5,3,5,3,2,4,4,5,4,5,5,5,5,5,439,4,5,5,4,5,5,3,5,3,2,4,4,5,4,5,5,5,5,5
"357","4703","Female",4,1,3,5,5,1,2,1,1,1,3,1,1,1,2,1,5,5,5,405,4,1,3,5,5,1,2,1,1,1,3,1,1,1,2,1,5,5,5
"358","4712","Female",5,5,5,5,5,3,3,1,1,1,1,1,1,1,3,3,5,3,5,415,5,5,5,5,5,3,3,1,1,1,1,1,1,1,3,3,5,3,5
"359","4702","Female",3,2,3,4,4,4,3,3,4,3,4,3,4,4,2,1,3,3,3,419,3,2,3,4,4,4,3,3,4,3,4,3,4,4,2,1,3,3,3
"360","4691","Female",3,5,3,4,4,4,3,5,5,2,4,1,5,4,5,4,5,5,5,436,3,5,3,4,4,4,3,5,5,2,4,1,5,4,5,4,5,5,5
"361","4693","Female",5,3,3,5,5,2,1,2,2,1,3,1,2,3,5,4,4,4,5,421,5,3,3,5,5,2,1,2,2,1,3,1,2,3,5,4,4,4,5
"362","4704","Female",3,4,4,4,5,5,5,4,4,5,5,4,5,5,5,4,5,3,5,446,3,4,4,4,5,5,5,4,4,5,5,4,5,5,5,4,5,3,5
"363","4736","Female",3,5,3,5,5,1,3,1,1,4,5,3,5,5,3,3,5,3,5,431,3,5,3,5,5,1,3,1,1,4,5,3,5,5,3,3,5,3,5
"364","4771F","Female",5,5,5,5,5,1,3,1,1,1,1,1,3,5,3,5,5,5,5,429,5,5,5,5,5,1,3,1,1,1,1,1,3,5,3,5,5,5,5
"365","4697","Female",2,2,3,4,5,3,3,1,1,1,4,2,4,1,3,2,5,2,5,418,2,2,3,4,5,3,3,1,1,1,4,2,4,1,3,2,5,2,5
"366","4717","Female",5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,4,5,5,5,423,5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,4,5,5,5
"367","4723","Female",5,5,5,5,5,3,3,3,2,2,3,2,3,2,4,4,5,5,5,438,5,5,5,5,5,3,3,3,2,2,3,2,3,2,4,4,5,5,5
"368","4726","Female",4,2,1,3,2,5,4,4,5,4,5,4,4,4,3,1,4,3,4,434,4,2,1,3,2,5,4,4,5,4,5,4,4,4,3,1,4,3,4
"369","4714","Female",4,5,5,4,5,2,2,2,2,2,3,3,3,2,4,3,4,4,4,432,4,5,5,4,5,2,2,2,2,2,3,3,3,2,4,3,4,4,4
"370","4716","Female",5,5,5,5,5,5,5,3,3,3,5,5,3,3,3,3,5,5,5,451,5,5,5,5,5,5,5,3,3,3,5,5,3,3,3,3,5,5,5
"371","4718","Female",5,3,3,5,5,1,1,1,1,1,3,1,3,1,3,3,3,5,5,424,5,3,3,5,5,1,1,1,1,1,3,1,3,1,3,3,3,5,5
"372","4730","Female",4,5,5,5,5,3,4,4,1,1,3,3,4,4,5,5,5,5,5,448,4,5,5,5,5,3,4,4,1,1,3,3,4,4,5,5,5,5,5
"373","4725","Female",5,5,4,5,5,1,1,1,1,1,3,1,4,1,5,4,5,5,5,435,5,5,4,5,5,1,1,1,1,1,3,1,4,1,5,4,5,5,5
"374","4720","Female",5,5,5,5,5,2,1,3,1,1,4,3,5,3,5,3,5,5,5,445,5,5,5,5,5,2,1,3,1,1,4,3,5,3,5,3,5,5,5
"375","4728","Female",5,4,5,5,4,3,3,3,1,2,4,3,3,2,4,5,5,5,5,446,5,4,5,5,4,3,3,3,1,2,4,3,3,2,4,5,5,5,5
"376","4606","Female",4,3,5,5,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5,462,4,3,5,5,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5
"377","4733","Female",3,3,4,5,4,1,1,3,1,1,3,1,1,1,3,3,5,5,5,430,3,3,4,5,4,1,1,3,1,1,3,1,1,1,3,3,5,5,5
"378","4731","Female",5,5,5,3,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,435,5,5,5,3,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5
"379","4727","Female",5,5,4,5,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,462,5,5,4,5,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4
"380","4729","Female",3,3,4,5,5,2,2,1,1,2,5,1,4,5,5,5,5,5,5,448,3,3,4,5,5,2,2,1,1,2,5,1,4,5,5,5,5,5,5
"381","4722","Female",5,5,5,1,5,4,5,5,5,5,5,4,5,3,5,5,5,5,5,468,5,5,5,1,5,4,5,5,5,5,5,4,5,3,5,5,5,5,5
"382","4753B","Male",5,4,5,5,5,3,3,3,4,4,5,4,5,4,4,5,5,5,5,465,5,4,5,5,5,3,3,3,4,4,5,4,5,4,4,5,5,5,5
"383","4604","Male",3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,2,3,2,3,444,3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,2,3,2,3
"384","4737","Male",4,3,5,3,4,3,3,1,3,2,4,3,2,3,4,2,3,4,4,444,4,3,5,3,4,3,3,1,3,2,4,3,2,3,4,2,3,4,4
"385","4746B","Male",5,3,5,5,5,5,1,1,1,1,5,5,3,5,3,5,5,5,5,458,5,3,5,5,5,5,1,1,1,1,5,5,3,5,3,5,5,5,5
"386","4763B","Male",4,4,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,474,4,4,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
"387","4759","Male",5,5,5,5,4,3,3,4,2,3,4,3,3,4,4,4,5,5,4,462,5,5,5,5,4,3,3,4,2,3,4,3,3,4,4,4,5,5,4
"388","4766","Male",5,4,4,5,4,4,2,3,1,2,4,2,3,2,4,4,5,5,5,456,5,4,4,5,4,4,2,3,1,2,4,2,3,2,4,4,5,5,5
"389","4768B","Male",3,3,5,5,5,1,1,1,1,1,1,5,5,2,5,5,5,5,5,453,3,3,5,5,5,1,1,1,1,1,1,5,5,2,5,5,5,5,5
"390","4762","Male",3,3,5,5,5,5,3,3,3,1,5,3,3,3,3,5,5,3,5,461,3,3,5,5,5,5,3,3,3,1,5,3,3,3,3,5,5,3,5
"391","4764","Male",4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,477,4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4
"392","4758","Male",4,3,5,5,5,1,1,2,1,1,5,1,4,5,3,4,5,5,5,457,4,3,5,5,5,1,1,2,1,1,5,1,4,5,3,4,5,5,5
"393","4769B","Male",5,5,5,5,5,3,5,5,5,5,5,3,3,3,5,5,5,5,5,480,5,5,5,5,5,3,5,5,5,5,5,3,3,3,5,5,5,5,5
"394","4754B","Male",5,5,5,4,5,5,3,5,1,1,5,5,5,5,4,5,5,5,5,477,5,5,5,4,5,5,3,5,1,1,5,5,5,5,4,5,5,5,5
"395","4761","Male",4,5,5,5,5,3,1,1,3,2,5,3,1,2,4,5,5,5,5,464,4,5,5,5,5,3,1,1,3,2,5,3,1,2,4,5,5,5,5
"396","4756B","Male",5,3,5,5,4,3,2,1,2,3,4,3,3,1,3,3,5,5,5,461,5,3,5,5,4,3,2,1,2,3,4,3,3,1,3,3,5,5,5
"397","4755B","Male",5,3,4,5,5,1,2,2,3,1,5,2,5,5,2,1,5,5,3,461,5,3,4,5,5,1,2,2,3,1,5,2,5,5,2,1,5,5,3
"398","4710","Female",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,493,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"399","4746","Male",1,5,5,5,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,469,1,5,5,5,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4
"400","4739","Male",3,5,5,3,5,3,3,3,3,3,3,3,3,3,3,1,3,3,3,461,3,5,5,3,5,3,3,3,3,3,3,3,3,3,3,1,3,3,3
"401","4754","Male",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,1,2,2,3,3,3,3,2,3,2,2,2,3,2,3,2,3,3,3
"402","4755","Male",3,5,1,3,1,5,3,3,5,1,3,5,1,3,3,5,1,3,5,461,3,5,1,3,1,5,3,3,5,1,3,5,1,3,3,5,1,3,5
"403","4742","Male",5,5,1,4,5,1,3,5,3,1,3,5,3,1,1,3,5,3,1,461,5,5,1,4,5,1,3,5,3,1,3,5,3,1,1,3,5,3,1
"404","4750","Male",1,1,1,3,1,1,5,3,3,3,5,1,3,4,5,5,3,4,3,459,1,1,1,3,1,1,5,3,3,3,5,1,3,4,5,5,3,4,3
"405","4748","Male",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,498,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"406","4753","Male",5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,5,481,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5
"407","4743","Female",5,3,1,3,4,5,4,3,4,5,5,3,2,3,3,2,5,1,5,473,5,3,1,3,4,5,4,3,4,5,5,3,2,3,3,2,5,1,5
"408","4760","Female",5,4,4,5,5,5,4,4,5,5,5,5,5,5,3,4,5,5,5,496,5,4,4,5,5,5,4,4,5,5,5,5,5,5,3,4,5,5,5
"409","4767","Male",2,1,3,4,3,1,1,1,1,1,3,3,3,2,4,3,2,3,3,453,2,1,3,4,3,1,1,1,1,1,3,3,3,2,4,3,2,3,3
"410","4778","Female",5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,503,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5
"411","4777","Male",5,5,3,5,5,1,1,1,2,2,1,1,1,2,5,5,5,5,5,471,5,5,3,5,5,1,1,1,2,2,1,1,1,2,5,5,5,5,5
"412","4763","Female",4,3,5,5,4,2,1,1,1,1,2,1,3,4,3,3,4,3,2,464,4,3,5,5,4,2,1,1,1,1,2,1,3,4,3,3,4,3,2
"413","4768","Male",4,5,4,5,5,3,3,3,2,2,4,3,4,3,4,3,5,5,5,485,4,5,4,5,5,3,3,3,2,2,4,3,4,3,4,3,5,5,5
"414","4773","Male",5,5,5,5,5,4,5,5,5,5,5,3,5,3,4,4,5,5,5,502,5,5,5,5,5,4,5,5,5,5,5,3,5,3,4,4,5,5,5
"415","4765","Female",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,510,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"416","4764F","Female",3,5,3,4,3,3,2,2,2,4,4,5,5,3,2,2,3,2,3,476,3,5,3,4,3,3,2,2,2,4,4,5,5,3,2,2,3,2,3
"417","4770","Female",5,4,5,5,5,3,2,2,1,3,2,1,2,3,5,5,4,5,4,483,5,4,5,5,5,3,2,2,1,3,2,1,2,3,5,5,4,5,4
"418","4775","Female",5,5,5,5,5,3,1,1,1,1,3,3,1,1,4,3,5,5,4,479,5,5,5,5,5,3,1,1,1,1,3,3,1,1,4,3,5,5,4
"419","4769","Male",5,5,4,5,5,5,5,3,4,3,5,1,4,4,4,4,5,4,4,498,5,5,4,5,5,5,5,3,4,3,5,1,4,4,4,4,5,4,4
"420","4771","Female",5,4,5,5,5,5,5,5,5,5,4,1,5,5,2,1,3,3,2,495,5,4,5,5,5,5,5,5,5,5,4,1,5,5,2,1,3,3,2
"421","4740","Male",5,5,5,5,5,5,5,3,3,3,5,5,5,5,3,3,3,3,5,502,5,5,5,5,5,5,5,3,3,3,5,5,5,5,3,3,3,3,5
"422","4824","Male",2,3,5,5,4,2,3,3,NA,2,4,4,3,4,4,3,5,5,5,488,2,3,5,5,4,2,3,3,2,2,4,4,3,4,4,3,5,5,5
"423","4816","Male",4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3,501,4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3
"424","4820","Male",5,5,3,4,3,2,5,3,2,2,3,2,2,3,3,3,4,4,5,487,5,5,3,4,3,2,5,3,2,2,3,2,2,3,3,3,4,4,5
"425","4817","Male",5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,484,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5
"426","4824I","Male",4,5,5,5,3,5,5,4,3,3,5,5,5,5,4,4,4,5,4,509,4,5,5,5,3,5,5,4,3,3,5,5,5,5,4,4,4,5,4
"427","4815","Male",5,5,5,5,5,3,2,4,4,4,5,4,5,5,5,5,5,5,5,513,5,5,5,5,5,3,2,4,4,4,5,4,5,5,5,5,5,5,5
"428","4825","Male",5,5,5,5,5,1,1,1,1,1,4,1,5,3,4,4,4,4,4,491,5,5,5,5,5,1,1,1,1,1,4,1,5,3,4,4,4,4,4
"429","4819","Male",5,5,4,5,5,4,3,3,4,3,5,2,5,5,5,5,4,5,5,511,5,5,4,5,5,4,3,3,4,3,5,2,5,5,5,5,4,5,5
"430","4822","Female",5,5,5,5,5,3,3,1,1,3,4,3,3,3,4,4,5,4,5,501,5,5,5,5,5,3,3,1,1,3,4,3,3,3,4,4,5,4,5
"431","4821","Female",5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,3,4,5,5,514,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,3,4,5,5
"432","4818","Male",5,5,5,5,5,3,3,2,4,5,5,1,4,2,4,4,5,5,5,509,5,5,5,5,5,3,3,2,4,5,5,1,4,2,4,4,5,5,5
"433","4781","Male",3,3,4,4,3,1,1,1,1,1,2,2,1,1,4,3,5,4,5,482,3,3,4,4,3,1,1,1,1,1,2,2,1,1,4,3,5,4,5
"434","4789","Male",5,5,5,5,5,4,1,3,3,3,5,1,5,3,4,4,5,5,4,509,5,5,5,5,5,4,1,3,3,3,5,1,5,3,4,4,5,5,4
"435","4782","Female",4,4,3,3,5,3,3,2,3,3,3,1,3,3,4,3,5,5,4,499,4,4,3,3,5,3,3,2,3,3,3,1,3,3,4,3,5,5,4
"436","4786","Male",5,4,3,5,5,4,4,2,3,3,3,3,4,3,3,2,3,4,4,503,5,4,3,5,5,4,4,2,3,3,3,3,4,3,3,2,3,4,4
"437","4783","Male",4,3,3,2,3,1,4,1,1,1,5,2,4,5,4,2,5,5,5,497,4,3,3,2,3,1,4,1,1,1,5,2,4,5,4,2,5,5,5
"438","4787","Female",3,3,3,5,4,2,2,1,1,1,3,2,3,2,2,2,3,3,3,486,3,3,3,5,4,2,2,1,1,1,3,2,3,2,2,2,3,3,3
"439","4785","Male",5,5,5,5,5,1,1,1,1,1,5,1,1,1,3,3,5,5,5,498,5,5,5,5,5,1,1,1,1,1,5,1,1,1,3,3,5,5,5
"440","4780","Female",3,4,3,5,4,1,2,1,1,1,2,1,2,1,3,3,4,4,5,490,3,4,3,5,4,1,2,1,1,1,2,1,2,1,3,3,4,4,5
"441","4788","Male",5,5,5,5,5,1,1,1,1,1,1,5,1,1,5,5,5,5,4,503,5,5,5,5,5,1,1,1,1,1,1,5,1,1,5,5,5,5,4
"442","4784","Male",3,4,2,5,5,2,1,1,1,1,3,2,4,2,2,1,4,5,4,494,3,4,2,5,5,2,1,1,1,1,3,2,4,2,2,1,4,5,4
"443","4779","Male",5,5,4,5,5,2,3,5,1,2,1,3,5,1,5,5,4,5,3,512,5,5,4,5,5,2,3,5,1,2,1,3,5,1,5,5,4,5,3
"444","4756","Male",1,5,1,2,5,1,5,5,3,1,5,5,5,1,1,3,5,1,1,500,1,5,1,2,5,1,5,5,3,1,5,5,5,1,1,3,5,1,1
"445","4795","Male",4,3,2,3,4,1,1,2,1,1,4,4,4,1,3,2,4,4,4,497,4,3,2,3,4,1,1,2,1,1,4,4,4,1,3,2,4,4,4
"446","4805","Male",3,3,3,4,3,1,1,1,1,1,4,2,1,1,2,2,1,3,2,485,3,3,3,4,3,1,1,1,1,1,4,2,1,1,2,2,1,3,2
"447","4799","Male",2,3,3,4,2,5,4,2,3,3,3,4,2,3,1,5,2,2,3,503,2,3,3,4,2,5,4,2,3,3,3,4,2,3,1,5,2,2,3
"448","4796","Female",4,5,5,5,5,4,5,3,3,3,4,3,4,3,3,4,4,4,3,522,4,5,5,5,5,4,5,3,3,3,4,3,4,3,3,4,4,4,3
"449","4791","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,3,4,4,4,3,3,2,1,2,2,3,1,2,2,3,3,2,3,3
"450","4808","Male",3,4,4,4,3,3,2,1,2,2,3,1,2,2,3,3,2,3,3,500,3,4,4,4,3,3,2,1,2,2,3,1,2,2,3,3,2,3,3
"451","4806","Male",4,3,4,4,4,2,3,1,1,1,3,1,1,1,3,2,4,3,3,499,4,3,4,4,4,2,3,1,1,1,3,1,1,1,3,2,4,3,3
"452","4793","Female",3,3,5,4,5,5,1,1,3,2,4,4,1,1,1,1,5,5,3,509,3,3,5,4,5,5,1,1,3,2,4,4,1,1,1,1,5,5,3
"453","4809","Male",4,5,3,5,3,1,1,1,1,1,3,2,4,2,3,4,4,3,3,506,4,5,3,5,3,1,1,1,1,1,3,2,4,2,3,4,4,3,3
"454","4807","Male",4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,5,536,4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,5
"455","4800","Male",4,5,5,5,5,1,1,1,1,1,3,4,5,5,4,4,4,5,5,523,4,5,5,5,5,1,1,1,1,1,3,4,5,5,4,4,4,5,5
"456","4812","Female",3,4,3,4,4,3,3,2,2,2,3,3,3,3,3,3,3,4,3,514,3,4,3,4,4,3,3,2,2,2,3,3,3,3,3,3,3,4,3
"457","4810","Female",3,5,4,5,4,5,4,1,2,3,4,3,5,3,4,3,5,4,5,529,3,5,4,5,4,5,4,1,2,3,4,3,5,3,4,3,5,4,5
"458","4803","Female",3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3,504,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3
"459","4802","Female",5,3,2,5,2,1,1,1,1,1,1,1,1,1,3,4,2,3,3,500,5,3,2,5,2,1,1,1,1,1,1,1,1,1,3,4,2,3,3
"460","4813","Male",3,2,4,5,5,3,5,3,2,2,3,4,5,1,4,3,5,5,5,529,3,2,4,5,5,3,5,3,2,2,3,4,5,1,4,3,5,5,5
