"","subject_id","FM_Per.ACC","FM_EFF2","SS_ACC","SS_EFF","CB_PerCorrect","CB_EFF"
"390","4876",74.02,70.91,67.59,92.4,8.33333333333333,1.43455557468296
"391","4878",94.53,82.35,93.52,91.6,65.5172413793103,9.15671244092843
"392","4879F ",88.28,36.68,12.96,33.96,NA,NA
"393","4880",98.44,82.15,95.37,105.74,68.75,9.9601593625498
"394","4883",93.75,64.03,78.7,0.01,50,11.9017392408277
"395","4884",94.53,64.84,80.56,103.09,60.8695652173913,11.6501553453112
"396","4885",96.88,64.82,91.67,58.94,68.9655172413793,8.59030146374442
"397","4886",99.22,58.11,89.81,62.75,75,2.72140109823653
"398","4887",97.66,114.21,96.3,70.82,NA,NA
"399","4888",99.22,30.69,99.07,23.93,50,2.00400299598448
"400","4895",93.75,56.17,92.13,112.11,73.3333333333333,7.50997876236525
"401","4895",93.75,56.17,92.13,112.11,26.0869565217391,2.67153394708645
"402","4896",98.44,80.3,98.15,63.4,60,5.34881187040027
"403","4897",98.44,83.77,98.15,36.54,66.6666666666667,7.71493321760933
"404","4898",95.7,87.43,93.98,100.84,78.125,8.12903765766092
"405","4898",95.7,87.43,93.98,100.84,67.741935483871,7.04866233025566
"406","4899",95.31,84.77,92.59,110.03,62.5,6.06727909994788
"407","4899",95.31,84.77,92.59,110.03,56.25,5.4605511899531
"408","4900",100,65.16,84.26,91.36,71.875,5.73961877647386
"409","4901",96.09,90.75,96.3,83.51,68.75,9.53050075298832
"410","4903",99.22,59.33,100,57.36,68.9655172413793,7.15736614651701
"411","4904",96.09,89.96,93.52,102.92,75,7.28190688868392
"412","4906",100,65.02,99.07,62.28,68.9655172413793,9.18462567139614
"413","4907",92.97,49.21,100,62.7,59.375,4.52301147867644
"414","4908",96.09,80.07,92.59,75.01,68.75,8.29999615867946
"415","4910",97.66,92.1,91.67,141.01,68.75,7.12344638223118
"416","4911",96.09,96.98,86.11,164.53,61.2903225806452,7.36704473959333
"417","4912",93.75,94.06,92.59,117,62.0689655172414,7.51132088200526
"418","4913",91.41,83.5,90.74,145.9,NA,NA
"419","4914",100,46.44,100,27.82,53.125,7.52140346786148
"420","4917",96.88,78.9,100,56.29,65.625,8.63811583301993
"421","4919",96.09,77.02,96.3,92.32,65.625,5.52485357258831
"422","4922",99.22,70.99,98.15,51.48,8.33333333333333,0.784609107742523
"423","4924",95.31,80.89,94.44,97.81,65.5172413793103,11.3845074828696
"424","4926",98.44,100.18,90.74,124.31,65.5172413793103,7.89464476285449
"425","4928",99.22,50.24,84.26,68.65,63.3333333333333,6.92366705024933
"426","4929",80.47,114.05,78.7,125.87,53.125,5.63087637479113
"427","4930",97.66,64.26,86.11,128.59,66.6666666666667,6.47161227276551
"428","4931",69.53,101.44,75,127.6,50,5.41571891585639
"429","4932",99.61,38.32,95.37,32.13,46.875,5.3973609064112
"430","4933",98.4,73.15,89.81,52.88,51.8518518518518,7.87065146506555
"431","4934",95.31,83.11,88.89,136.86,54.8387096774194,4.76648668368968
"432","4935",92.86,81.81,92.59,97.51,53.125,3.16007795879521
"433","4937",93.75,78.39,92.59,74.13,50,7.42666171555886
"434","4940",97.66,73.52,97.22,97.36,66.6666666666667,6.29640648340975
"435","4941",98.44,69.54,88.84,117.74,67.8571428571429,8.45142517717198
"436","4941",98.44,69.54,88.84,117.74,64.5161290322581,8.03531086454382
"437","4942",89.84,92.22,90.74,121.38,65.625,6.97318754047927
"438","4943",96.88,78.13,94.44,110.86,78.125,5.91730542006241
"439","4944",97.1,73.68,84.26,72.72,62.5,6.19680046798237
"440","4944",97.1,73.68,84.26,72.72,62.5,6.19680046798237
"441","4945",85.16,71.17,87.96,102.33,50,8.35810915690559
"442","4946",94.12,105.92,85.19,8.8,62.5,6.31855633624829
"443","4947",98.44,20.82,80.56,23.76,56,5.92579155423535
"444","4948",99.22,89.84,77.78,146.6,60.7142857142857,8.46969840840007
"445","4950",98.44,51.04,95.37,80.72,55.1724137931034,4.57648722427111
"446","4952",99.16,70.67,96.3,50.08,62.0689655172414,6.66695337309773
"447","4954",100,80.59,97.22,106.16,65.625,8.38382640118263
"448","4955",91.41,67.35,91.67,75.51,66.6666666666667,6.69831621076252
"449","4956",92.19,95.94,93.52,95.14,68.75,2.05752639755355
"450","4957",98.44,98.71,91.67,117.93,68.75,11.7492154242923
"451","4217",NA,NA,75.93,25.02,NA,NA
"452","4223",NA,NA,63.55,6.59,NA,NA
"453","4251",NA,NA,75.93,76.25,58.0645161290323,9.47321885942445
"454","4281",NA,NA,78.7,131.41,71.875,11.72437393173
"455","4290",NA,NA,96.81,73.14,84.375,9.93876954488343
"456","4292",NA,NA,69.44,108.69,70.9677419354839,7.44599117988499
"457","4292BM",NA,NA,75.93,103.12,53.8461538461538,5.90325883982893
"458","4329",NA,NA,88.89,165.77,51.7241379310345,8.97645654976129
"459","4354",NA,NA,73.15,43.05,NA,NA
"460","4359",NA,NA,93.52,58.27,NA,NA
"461","4402",NA,NA,96.3,55.48,70,8.87536452390009
"462","4425",NA,NA,76.85,80.31,57.1428571428571,10.590222907645
"463","4543",NA,NA,90.65,150.55,NA,NA
"464","4566",NA,NA,81.48,94.55,NA,NA
"465","4597",NA,NA,11.21,38.68,NA,NA
"466","4606",NA,NA,84.26,56.56,58.6206896551724,8.35458597389322
"467","4633",NA,NA,89.32,81.88,NA,NA
"468","4635",NA,NA,17.92,73.35,NA,NA
"469","4657",NA,NA,81.13,96.04,65.5172413793103,7.0979688798304
"470","4677",NA,NA,41.67,5.5,NA,NA
"471","4682",NA,NA,79.63,144.76,NA,NA
"472","4710",NA,NA,98.15,84.9,NA,NA
"473","4746",NA,NA,18.52,32.86,58.6206896551724,11.406369885289
"474","4755",NA,NA,44.44,33.29,51.7241379310345,4.99181010355676
"475","4768",NA,NA,92.52,59.76,71.875,13.4460531131807
"476","4769",NA,NA,80.56,110.2,56.25,6.07754041189217
"477","4804",NA,NA,60.19,81.89,NA,NA
"478","4829",NA,NA,87.04,124.23,50,7.24879307595285
"479","4832",NA,NA,6.67,16.49,NA,NA
