,ID,Gender,Certificate ,Age,FM_Per.ACC,PostScore,PreScore,FM_EFF2,SS_ACC,CB_PerCorrect,CB_EFF,SE_P,PAV,PAp,MG_P,SE_S.x,TV.x,MG_S.x,FM_EFF_Z,SS_EFF_Z,CB_EFF_Z,Avg_EF,Avg-SALES,Avg_PG,SelfEfficacy_P,PerfAvGoals,PerfAppGoals,MasteryGoals_P,Average.of.RTc,Average.of.EFF,Average.of.ACC,Per.Correct,Eff2,FM_ACC_mean,FM_EFF_mean,FM_RTc_mean,Per.ACC,FM_EFF,CB_ACC,CB_RTc_mean,CB_PerCorrect
216,4795,Male,IB,14.97,91.34,15.00,15.00,100.86,91.92,71.43,12.35,-0.62,-0.18,-0.69,-0.82,-0.50,-0.55,-0.22,1.31,0.80,2.22,1.44,-0.42,-0.43,-0.54,-0.25,-1.15,-0.86,0.71,143.10,0.92,91.92,129.09,0.91,120.81,0.91,91.34,100.86,0.71,5.78,71.43
244,4862,Female,IB,12.99,97.66,13.50,12.00,73.24,90.74,68.75,6.53,0.51,-1.32,-1.32,-0.17,0.53,-0.37,0.11,0.06,0.05,-0.37,-0.09,0.09,-1.32,0.56,-1.69,-1.55,-0.10,0.93,126.11,0.91,90.74,97.24,0.98,89.67,1.33,97.66,73.24,0.69,10.54,68.75
246,4869,Male,IB,12.45,98.44,16.00,15.00,60.28,97.22,71.88,7.10,0.41,-0.54,-0.23,0.12,1.10,0.76,1.12,-0.53,-1.18,-0.11,-0.61,0.99,-0.38,0.53,-0.85,-0.59,0.23,2.18,74.12,0.97,97.22,44.66,0.98,77.65,1.63,98.44,60.28,0.72,10.12,71.88
256,4897,Male,IGCSE (British),14.85,98.44,15.00,15.00,83.77,98.15,66.67,7.71,-0.43,-1.28,-1.27,-0.14,-0.21,0.05,-0.48,0.53,-1.37,0.16,-0.23,-0.21,-1.27,-0.34,-1.71,-1.55,-0.02,2.69,42.63,0.98,98.15,36.54,0.98,95.38,1.18,98.44,83.77,0.67,8.64,66.67
279,4926,Female,IGCSE (British),14.62,98.44,14.00,13.00,100.18,90.74,65.52,7.89,-1.02,0.02,0.04,-0.74,-1.24,-1.30,-1.07,1.28,0.69,0.24,0.73,-1.20,0.03,-1.05,-0.05,-0.15,-0.79,0.73,194.17,0.91,90.74,124.31,0.98,120.16,0.98,98.44,100.18,0.66,8.30,65.52
147,4500,Female,IGCSE (British),11.77,96.88,14.00,13.00,60.25,83.33,78.13,1.21,-0.59,0.01,-0.03,-0.26,0.07,0.15,0.22,-0.53,0.36,-2.73,-0.97,0.15,-0.01,-0.59,-0.03,-0.26,-0.18,0.76,147.14,0.83,83.33,110.36,0.97,78.01,1.61,96.88,60.25,0.78,64.78,78.13
25,4271,Male,IGCSE (British),14.29,97.66,15.00,14.00,80.18,84.26,71.88,7.69,0.48,-0.10,-0.22,0.37,-0.70,0.33,0.29,0.37,0.05,0.15,0.19,-0.03,-0.16,0.57,-0.10,-0.48,0.45,0.87,125.28,0.84,84.26,97.17,0.98,97.37,1.22,97.66,80.18,0.72,9.34,71.88
95,4374,Male,National,15.80,93.75,16.00,14.00,96.66,82.41,59.38,10.63,-1.10,0.64,-0.30,-0.61,-0.71,-0.20,-0.64,1.12,-0.66,1.45,0.64,-0.52,0.17,-1.17,0.89,-0.71,-0.60,1.23,320.02,0.82,82.41,66.83,0.94,117.27,0.97,93.75,96.66,0.59,5.59,59.38
107,4413,Female,IGCSE (British),12.92,98.44,15.00,12.00,61.71,89.81,58.06,7.23,-0.08,-0.34,-0.63,-0.57,-0.42,-1.33,-0.59,-0.46,0.82,-0.05,0.10,-0.78,-0.49,0.05,-0.49,-1.13,-0.51,0.69,142.09,0.90,89.81,130.07,0.98,75.35,1.60,98.44,61.71,0.58,8.03,58.06
113,4423,Male,IGCSE (British),13.65,95.31,15.00,14.00,78.91,76.85,68.75,7.42,0.23,-0.00,-0.09,0.68,0.16,1.26,1.04,0.31,0.43,0.03,0.26,0.82,-0.05,0.38,-0.08,-0.40,0.68,0.68,169.79,0.77,76.85,113.32,0.95,95.46,1.21,95.31,78.91,0.69,9.27,68.75
118,4433,Male,IGCSE (British),13.09,92.97,15.00,14.00,68.36,90.74,67.74,7.74,0.46,-0.15,-0.84,0.72,0.73,0.51,0.91,-0.16,-0.36,0.17,-0.12,0.72,-0.50,0.54,-0.17,-1.26,0.71,1.14,121.71,0.91,90.74,79.70,0.93,109.57,1.36,92.97,68.36,0.68,8.75,67.74
120,4436,Female,IGCSE (British),13.82,82.81,10.00,12.00,88.04,73.83,63.33,6.07,0.19,-0.38,-0.74,0.08,0.82,0.85,0.77,0.73,1.29,-0.57,0.48,0.81,-0.56,0.33,-0.60,-1.22,0.22,0.49,216.71,0.74,73.83,150.11,0.83,333.53,0.94,82.81,88.04,0.63,10.43,63.33
134,4458,Female,IB,15.03,97.66,16.00,14.00,70.17,97.22,64.52,9.87,0.61,0.42,0.17,-0.07,0.99,0.54,0.86,-0.08,-1.13,1.12,-0.03,0.80,0.29,0.64,0.59,0.08,0.03,2.08,50.94,0.97,97.22,46.79,0.98,90.60,1.39,97.66,70.17,0.65,6.54,64.52
219,4802,Female,IB,15.16,95.31,15.00,14.00,102.03,87.96,67.86,10.42,-0.97,-1.64,-1.46,-0.75,-0.50,-0.81,-1.07,1.36,1.70,1.36,1.47,-0.79,-1.55,-1.11,-1.90,-1.58,-0.83,0.52,203.22,0.88,87.96,167.57,0.95,127.87,0.93,95.31,102.03,0.68,6.51,67.86
220,4803,Female,IB,14.43,98.44,14.00,14.00,83.87,89.72,68.75,8.69,-1.33,-0.54,-0.10,-1.06,-0.85,-1.25,-1.19,0.54,0.52,0.59,0.55,-1.09,-0.32,-1.40,-0.95,-0.44,-1.21,0.77,186.12,0.90,89.72,117.27,0.98,102.26,1.17,98.44,83.87,0.69,7.91,68.75
232,4828,Male,IB,12.64,86.72,13.00,14.00,80.51,88.89,61.29,10.44,-0.91,-0.51,-0.44,-0.71,-0.58,-1.07,-1.12,0.39,0.37,1.37,0.71,-0.92,-0.48,-0.98,-0.80,-0.91,-0.72,0.80,151.31,0.89,88.89,110.85,0.87,117.42,1.08,86.72,80.51,0.61,5.87,61.29
252,4885,Female,IGCSE (British),14.83,96.88,16.00,14.00,64.82,91.67,68.97,8.59,0.65,0.34,0.76,0.34,0.64,0.36,0.84,-0.32,-0.85,0.55,-0.21,0.61,0.55,0.67,0.58,1.40,0.46,1.56,68.86,0.92,91.67,58.94,0.97,102.00,1.49,96.88,64.82,0.69,8.03,68.97
269,4906,Female,IGCSE (British),12.89,100.00,13.00,12.00,65.02,99.07,68.97,9.18,0.75,1.38,1.13,0.60,0.93,0.39,0.61,-0.31,-0.77,0.81,-0.09,0.64,1.25,0.71,1.73,1.97,0.63,1.59,60.50,0.99,99.07,62.28,1.00,75.17,1.54,100.00,65.02,0.69,7.51,68.97
277,4919,Female,IGCSE (British),15.44,96.09,16.00,12.00,77.02,96.30,65.63,5.52,-0.67,0.67,0.49,-0.96,0.27,-0.35,-0.03,0.23,-0.06,-0.81,-0.22,-0.04,0.58,-0.67,1.07,0.80,-1.04,1.04,94.15,0.96,96.30,92.32,0.96,90.91,1.25,96.09,77.02,0.66,11.88,65.63
16,4249,Female,IGCSE (British),13.94,96.85,14.00,11.00,102.64,90.48,51.85,8.82,0.42,0.14,0.42,0.51,0.27,0.41,-0.16,1.39,-0.21,0.65,0.61,0.18,0.28,0.52,0.23,0.65,0.58,1.05,111.66,0.90,90.48,85.94,0.97,123.70,0.94,96.85,102.64,0.52,5.88,51.85
58,4295,Male,IGCSE (British),13.42,87.50,16.00,13.00,83.95,78.70,50.00,6.64,0.96,-0.42,-0.43,0.45,-1.53,-1.22,-1.27,0.54,1.35,-0.31,0.52,-1.34,-0.42,0.80,-0.71,-0.93,0.44,0.52,218.20,0.79,78.70,152.43,0.88,124.09,1.04,87.50,83.95,0.50,7.53,50.00
70,4315,Male,IGCSE (British),13.83,92.19,12.00,11.00,55.61,92.59,65.52,4.95,1.18,-0.12,-0.21,1.02,0.77,0.35,0.65,-0.74,-0.22,-1.07,-0.67,0.59,-0.16,0.86,-0.24,-0.57,0.79,1.08,120.10,0.93,92.59,85.71,0.92,77.03,1.66,92.19,55.61,0.66,13.24,65.52
185,4723,Female,American Diploma,13.88,95.31,15.00,11.00,58.52,92.59,75.00,7.35,0.57,-0.24,0.08,0.81,0.97,0.50,0.98,-0.61,-0.01,-0.00,-0.21,0.82,-0.08,0.62,-0.43,-0.09,0.74,0.98,106.80,0.93,92.59,94.53,0.95,82.55,1.63,95.31,58.52,0.75,10.21,75.00
222,4806,Male,IB,15.04,96.88,10.50,13.00,81.72,93.52,56.25,6.45,-0.85,-0.94,-0.61,-0.56,-0.41,-0.33,-0.69,0.44,-0.10,-0.40,-0.02,-0.48,-0.78,-0.85,-1.35,-1.13,-0.52,1.03,113.96,0.94,93.52,90.93,0.97,98.38,1.19,96.88,81.72,0.56,8.72,56.25
274,4912,Female,IGCSE (British),14.93,93.75,14.00,13.00,94.06,92.59,62.07,7.51,0.41,0.17,0.43,0.16,0.46,-0.58,-0.50,1.00,0.51,0.07,0.53,-0.20,0.30,0.51,0.34,0.65,0.28,0.79,137.93,0.93,92.59,117.00,0.94,113.76,1.00,93.75,94.06,0.62,8.26,62.07
9,4241,Male,IGCSE (British),12.78,93.75,15.00,11.00,56.82,89.81,57.69,10.03,0.58,-0.56,-0.98,0.77,1.24,1.23,1.00,-0.68,-1.07,1.19,-0.19,1.16,-0.77,0.62,-0.71,-1.36,0.73,1.82,111.48,0.90,89.81,49.28,0.94,107.24,1.65,93.75,56.82,0.58,5.75,57.69
52,4288,Male,American Diploma,14.83,98.44,14.00,13.00,82.45,89.81,71.88,9.73,0.31,0.00,-0.38,0.05,0.36,0.46,0.19,0.47,0.24,1.06,0.59,0.34,-0.19,0.43,-0.06,-0.84,0.21,0.85,137.19,0.90,89.81,105.44,0.98,103.81,1.19,98.44,82.45,0.72,7.38,71.88
75,4327,Male,IGCSE (British),15.20,93.75,15.00,13.00,88.31,91.67,66.67,9.35,0.48,0.45,0.57,0.34,0.10,0.32,0.48,0.74,1.33,0.89,0.99,0.30,0.51,0.57,0.73,0.98,0.41,0.60,183.43,0.92,91.67,151.90,0.94,108.98,1.06,93.75,88.31,0.67,7.13,66.67
102,4390,Male,IGCSE (British),13.60,89.84,14.00,11.00,88.59,89.81,60.71,8.84,0.33,-0.13,-0.54,0.12,-0.46,0.03,-0.25,0.75,1.70,0.66,1.04,-0.22,-0.34,0.46,-0.28,-1.05,0.26,0.54,199.98,0.90,89.81,167.58,0.90,114.93,1.01,89.84,88.59,0.61,6.87,60.71
103,4394,Female,IGCSE (British),13.61,94.53,13.00,13.00,85.39,81.48,66.67,7.06,1.19,0.32,0.21,1.03,1.10,1.04,1.24,0.61,1.66,-0.13,0.71,1.13,0.27,0.87,0.49,0.20,0.79,0.49,217.94,0.81,81.48,165.83,0.95,107.85,1.11,94.53,85.39,0.67,9.45,66.67
119,4435,Female,IB,15.15,94.53,14.00,13.00,69.73,81.48,71.88,8.37,-0.94,-0.49,-0.30,-0.81,-1.16,-0.25,-1.05,-0.10,-0.17,0.45,0.06,-0.82,-0.39,-1.09,-0.79,-0.71,-0.91,0.93,131.28,0.81,81.48,87.86,0.95,109.73,1.36,94.53,69.73,0.72,8.59,71.88
126,4450,Female,American Diploma,14.60,99.22,12.50,13.00,88.97,93.52,62.50,8.04,-0.20,0.18,0.13,-0.30,-0.49,-1.05,-0.56,0.77,0.14,0.31,0.41,-0.70,0.15,-0.10,0.34,0.05,-0.20,0.93,126.01,0.94,93.52,100.98,0.99,102.40,1.12,99.22,88.97,0.63,7.77,62.50
128,4452,Female,IB,14.92,96.09,15.00,11.00,54.71,100.00,56.25,5.78,0.99,-0.97,-0.57,0.61,-1.39,-0.72,-1.28,-0.78,-1.49,-0.70,-0.99,-1.13,-0.77,0.82,-1.39,-1.02,0.65,3.18,29.56,1.00,100.00,31.41,0.96,73.89,1.76,96.09,54.71,0.56,9.74,56.25
168,4564,Male,IGCSE (British),13.09,99.22,15.00,13.00,85.87,92.59,81.25,5.06,0.58,-0.53,0.22,0.13,0.06,0.26,0.66,0.63,0.59,-1.02,0.07,0.32,-0.15,0.64,-0.81,0.21,0.32,0.77,151.89,0.93,92.59,120.41,0.99,92.02,1.16,99.22,85.87,0.81,16.06,81.25
171,4592,Male,Other?,12.50,89.06,13.00,11.00,62.69,92.45,56.25,5.79,0.79,1.16,0.62,0.58,0.04,1.10,0.71,-0.42,0.44,-0.69,-0.22,0.62,0.89,0.74,1.46,0.88,0.61,0.81,118.55,0.92,92.45,113.83,0.89,85.05,1.42,89.06,62.69,0.56,9.71,56.25
233,4830,Male,IB,13.05,98.44,14.50,13.00,62.41,88.89,68.75,8.43,-1.60,-0.53,0.41,-1.76,-0.94,0.35,-0.35,-0.43,-0.25,0.48,-0.07,-0.31,-0.06,-1.89,-0.89,0.66,-2.32,1.05,111.10,0.89,88.89,84.40,0.98,75.67,1.58,98.44,62.41,0.69,8.16,68.75
18,4258,Male,IGCSE (British),14.48,71.88,9.00,12.00,30.07,100.00,53.33,6.37,-0.07,1.66,1.75,0.21,0.37,0.69,0.39,-1.89,-1.12,-0.43,-1.15,0.48,1.71,-0.00,1.86,2.53,0.26,2.12,51.13,1.00,100.00,47.27,0.72,69.37,2.39,71.88,30.07,0.53,8.37,53.33
23,4268,Female,IGCSE (British),13.26,99.22,12.00,11.00,76.51,87.04,68.75,6.07,-0.57,0.30,-0.33,-0.70,-0.58,0.45,0.21,0.21,-0.60,-0.57,-0.32,0.03,-0.01,-0.45,0.46,-0.69,-0.73,1.25,103.25,0.87,87.04,69.68,0.99,97.71,1.30,99.22,76.51,0.69,11.33,68.75
30,4278,Male,American Diploma,13.59,97.66,13.00,10.00,119.12,94.44,60.00,8.32,-0.65,-0.93,-0.88,-1.05,-1.35,-1.00,-1.21,2.13,-0.37,0.43,0.73,-1.18,-0.91,-0.65,-1.28,-1.34,-1.19,1.19,95.21,0.94,94.44,79.30,0.98,134.13,0.82,97.66,119.12,0.60,7.21,60.00
50,4286,Female,IGCSE (British),12.43,100.00,12.00,12.00,42.52,93.52,53.57,8.72,-0.90,-1.64,-1.46,-0.59,-0.75,-0.95,-0.90,-1.33,-0.27,0.61,-0.33,-0.86,-1.55,-0.97,-1.90,-1.58,-0.58,1.12,102.13,0.94,93.52,83.47,1.00,50.69,2.35,100.00,42.52,0.54,6.15,53.57
250,4880,Male,IGCSE (British),15.53,98.44,16.00,11.00,82.15,95.37,68.75,9.96,0.70,-1.34,-0.88,-0.33,0.13,-0.17,0.55,0.46,0.25,1.16,0.62,0.17,-1.11,0.66,-1.80,-1.34,-0.26,0.90,106.71,0.95,95.37,105.74,0.98,87.91,1.20,98.44,82.15,0.69,6.90,68.75
15,4248,Female,IGCSE (British),13.63,98.44,11.50,9.00,87.50,96.70,75.00,7.12,0.45,-0.31,-0.20,0.50,0.74,1.59,1.38,0.70,-0.53,-0.10,0.02,1.24,-0.26,0.55,-0.56,-0.59,0.58,1.33,312.89,0.97,96.70,72.65,0.98,92.92,1.13,98.44,87.50,0.75,10.54,75.00
77,4335,Female,IGCSE (British),13.31,91.41,4.50,11.00,98.89,85.19,78.13,6.28,-0.60,0.77,0.52,-0.47,-0.22,-0.49,-0.65,1.22,1.35,-0.47,0.70,-0.45,0.64,-0.70,1.12,0.80,-0.47,0.56,199.29,0.85,85.19,152.40,0.91,124.01,0.92,91.41,98.89,0.78,12.44,78.13
79,4341,Male,National,13.57,90.63,14.00,12.00,104.62,88.89,65.63,9.55,0.40,0.84,-0.19,-0.02,0.82,0.31,0.07,1.48,1.76,0.98,1.40,0.40,0.32,0.49,1.12,-0.46,0.10,0.52,209.79,0.89,88.89,169.95,0.91,136.60,0.87,90.63,104.62,0.66,6.87,65.63
115,4430,Female,IGCSE (British),14.37,98.44,14.00,12.00,114.39,93.52,65.63,10.47,1.04,-0.28,-0.61,0.63,0.24,-0.16,-0.23,1.92,0.04,1.38,1.11,-0.05,-0.44,0.83,-0.45,-1.04,0.61,0.97,90.50,0.94,93.52,96.73,0.98,129.39,0.86,98.44,114.39,0.66,6.27,65.63
123,4447,Female,American Diploma,15.16,94.53,12.00,12.00,93.50,89.81,81.25,8.08,0.25,0.70,0.08,0.68,0.63,0.61,0.67,0.97,1.03,0.33,0.78,0.64,0.39,0.39,0.96,-0.08,0.68,0.65,171.38,0.90,89.81,139.12,0.95,120.53,1.01,94.53,93.50,0.81,10.05,81.25
161,4537,Male,IGCSE (British),12.90,98.44,7.00,10.00,85.37,76.85,68.97,10.98,-0.32,-0.47,0.05,-0.18,-0.32,0.00,-0.49,0.61,1.79,1.61,1.34,-0.27,-0.21,-0.29,-0.76,-0.16,-0.14,0.45,263.00,0.77,76.85,171.35,0.98,109.26,1.15,98.44,85.37,0.69,6.28,68.97
162,4540,Male,IGCSE (British),12.61,91.41,14.00,12.00,82.65,93.52,59.38,7.33,0.83,-1.57,-1.44,0.10,0.79,-1.72,-0.12,0.48,1.48,-0.01,0.65,-0.35,-1.51,0.74,-1.86,-1.58,0.16,0.59,164.36,0.94,93.52,157.98,0.91,98.47,1.11,91.41,82.65,0.59,8.10,59.38
202,4767,Male,IB,13.22,71.88,14.00,12.00,86.72,89.81,63.33,9.59,-1.01,-0.46,-0.98,-1.30,-0.43,-0.65,-0.71,0.67,-0.29,1.00,0.46,-0.60,-0.72,-1.19,-0.66,-1.36,-1.55,1.09,144.41,0.90,89.81,82.77,0.72,363.99,0.83,71.88,86.72,0.63,6.60,63.33
215,4789,Male,IB,14.79,95.31,16.00,12.00,125.90,94.44,58.06,11.10,0.33,0.35,0.34,0.72,-0.08,-0.08,0.53,2.44,-0.09,1.67,1.34,0.12,0.34,0.44,0.51,0.46,0.70,1.04,99.90,0.94,94.44,91.04,0.95,152.15,0.76,95.31,125.90,0.58,5.23,58.06
224,4813,Male,IB,14.35,97.66,13.00,11.00,75.49,97.22,75.00,8.15,0.19,0.05,0.23,-0.36,-0.12,-0.46,-0.24,0.16,-0.56,0.36,-0.01,-0.27,0.14,0.34,0.07,0.23,-0.31,1.36,80.16,0.97,97.22,71.30,0.98,90.95,1.29,97.66,75.49,0.75,9.20,75.00
235,4836,Male,IB,13.48,96.09,16.00,12.00,109.75,91.67,59.38,8.42,0.28,-0.32,-0.14,0.11,0.97,-0.41,-0.01,1.71,0.46,0.47,0.88,0.18,-0.23,0.38,-0.66,-0.50,0.23,0.80,119.28,0.92,91.67,114.75,0.96,123.27,0.88,96.09,109.75,0.59,7.05,59.38
236,4838,Male,IB,13.21,87.50,10.00,9.00,105.05,83.33,74.19,7.17,-1.04,-0.24,-0.20,-0.85,-0.96,-1.55,-1.47,1.50,1.02,-0.08,0.81,-1.33,-0.22,-1.11,-0.45,-0.58,-0.92,0.60,187.29,0.83,83.33,138.61,0.88,141.64,0.83,87.50,105.05,0.74,10.35,74.19
272,4910,Female,IGCSE (British),14.21,97.66,11.00,10.00,92.10,91.67,68.75,7.12,-0.95,-0.85,-1.08,-0.32,-0.15,0.17,-0.10,0.91,1.08,-0.10,0.63,-0.03,-0.97,-1.00,-1.15,-1.44,-0.21,0.65,135.36,0.92,91.67,141.01,0.98,99.52,1.06,97.66,92.10,0.69,9.65,68.75
116,4431,Female,IGCSE (British),14.37,96.09,12.50,11.00,90.63,89.81,62.50,10.81,-0.87,-1.64,-1.47,-0.84,-0.89,0.07,-0.65,0.84,0.30,1.54,0.89,-0.49,-1.55,-0.79,-1.90,-1.59,-0.91,0.83,121.18,0.90,89.81,107.72,0.96,108.14,1.06,96.09,90.63,0.63,5.78,62.50
278,4922,Female,IGCSE (British),15.30,99.22,12.50,11.00,70.99,98.15,8.33,0.78,0.26,0.62,0.34,0.31,-0.18,0.12,0.10,-0.04,-1.02,-2.91,-1.33,0.01,0.48,0.40,0.90,0.51,0.41,1.91,48.16,0.98,98.15,51.48,0.99,80.41,1.40,99.22,70.99,0.08,10.62,8.33
22,4267,Female,IGCSE (British),12.75,94.53,11.00,8.00,55.74,84.26,60.71,7.56,0.39,0.36,1.01,-0.27,-0.11,0.92,0.58,-0.73,0.50,0.09,-0.05,0.47,0.69,0.50,0.57,1.74,-0.14,0.72,187.50,0.84,84.26,116.47,0.95,88.91,1.70,94.53,55.74,0.61,8.03,60.71
60,4301,Female,IGCSE (British),12.36,100.00,7.00,9.00,74.83,94.44,62.50,6.72,1.01,0.64,0.39,0.51,0.26,0.70,0.86,0.13,0.47,-0.28,0.11,0.61,0.51,0.82,0.86,0.50,0.51,0.82,120.95,0.94,94.44,114.91,1.00,84.78,1.34,100.00,74.83,0.63,9.30,62.50
84,4350,Male,IB,13.89,92.19,16.00,11.00,84.47,77.78,62.50,6.30,-0.76,0.45,0.10,-0.51,0.19,-0.91,-0.63,0.57,1.16,-0.47,0.42,-0.45,0.27,-0.76,0.62,-0.01,-0.44,0.54,208.71,0.78,77.78,144.35,0.92,108.12,1.09,92.19,84.47,0.63,9.93,62.50
87,4356,Male,IGCSE (British),14.53,99.22,10.00,11.00,62.40,98.15,62.50,4.61,-0.33,0.90,0.70,0.26,-0.27,-0.04,0.12,-0.43,-1.42,-1.21,-1.02,-0.06,0.80,-0.27,1.26,1.20,0.37,2.84,44.29,0.98,98.15,34.56,0.99,83.29,1.59,99.22,62.40,0.63,13.55,62.50
90,4362,Male,IGCSE (British),15.53,98.44,12.00,10.00,101.61,92.59,78.13,8.70,-0.59,-0.12,-0.42,-0.40,-0.58,0.08,0.10,1.34,0.89,0.60,0.94,-0.13,-0.27,-0.68,-0.16,-0.89,-0.34,0.70,164.03,0.93,92.59,132.97,0.98,117.52,0.97,98.44,101.61,0.78,8.98,78.13
117,4432,Female,IGCSE (British),13.33,98.44,13.00,10.00,35.87,97.22,37.50,1.66,-0.98,-0.28,-0.32,-0.53,-0.97,-1.11,-1.20,-1.63,-1.38,-2.52,-1.84,-1.10,-0.30,-1.01,-0.46,-0.73,-0.48,2.68,44.12,0.97,97.22,36.29,0.98,58.07,2.74,98.44,35.87,0.38,22.56,37.50
127,4451,Female,American Diploma,15.60,98.44,12.00,10.00,81.04,92.71,65.63,5.66,1.18,-0.09,-0.44,1.00,0.31,1.49,1.19,0.41,0.60,-0.75,0.09,1.00,-0.26,0.86,-0.12,-0.86,0.78,0.77,144.15,0.93,92.71,120.58,0.98,91.15,1.21,98.44,81.04,0.66,11.59,65.63
203,4770,Female,IB,15.50,95.31,9.00,8.00,54.44,80.49,58.62,9.48,0.33,-0.57,-0.16,0.43,-0.72,-0.27,0.21,-0.79,0.22,0.95,0.13,-0.26,-0.37,0.43,-0.88,-0.51,0.52,0.77,214.76,0.80,80.49,104.50,0.95,69.69,1.75,95.31,54.44,0.59,6.18,58.62
214,4786,Male,IB,15.48,100.00,14.50,11.00,72.42,97.22,68.75,8.64,-0.65,0.08,0.43,-0.09,-0.27,-0.12,0.10,0.02,-0.14,0.57,0.15,-0.10,0.26,-0.59,0.17,0.61,0.02,1.09,88.06,0.97,97.22,89.08,1.00,77.11,1.38,100.00,72.42,0.69,7.96,68.75
1,4219,Male,IB,13.12,97.66,8.00,8.00,47.14,86.11,68.75,10.06,1.24,1.72,1.77,1.10,0.95,0.67,0.90,-1.12,-1.93,1.20,-0.62,0.84,1.75,0.87,1.88,2.53,0.81,6.72,113.51,0.86,86.11,12.81,0.98,67.39,2.07,97.66,47.14,0.69,6.84,68.75
10,4242,Male,IGCSE (British),12.45,96.88,5.00,10.00,53.22,93.46,42.11,3.07,-0.61,0.82,0.19,-0.68,-2.99,-3.47,-3.56,-0.85,-0.16,-1.90,-0.97,-3.34,0.50,-0.59,1.13,0.18,-0.69,1.06,115.61,0.93,93.46,88.38,0.97,66.90,1.82,96.88,53.22,0.42,13.73,42.11
20,4260,Male,IGCSE (British),15.33,97.66,11.50,10.00,76.96,90.63,63.33,12.56,0.28,-0.31,-0.46,0.06,0.90,0.70,0.67,0.23,0.43,2.31,0.99,0.76,-0.38,0.44,-0.44,-0.94,0.28,0.80,132.35,0.91,90.63,113.19,0.98,88.92,1.27,97.66,76.96,0.63,5.04,63.33
89,4360,Male,American Diploma,15.03,97.66,7.00,8.00,63.21,90.74,54.84,6.85,-0.34,0.62,-0.01,-0.90,-0.79,-1.56,-1.30,-0.40,-0.06,-0.22,-0.23,-1.22,0.30,-0.16,0.86,-0.12,-0.99,0.98,189.54,0.91,90.74,92.37,0.98,82.52,1.54,97.66,63.21,0.55,8.01,54.84
148,4502,Female,IGCSE (British),13.37,91.41,9.50,8.00,66.27,19.44,40.00,5.67,-0.56,0.59,0.22,-0.38,-0.10,-0.30,-0.60,-0.26,-0.42,-0.74,-0.48,-0.33,0.41,-0.53,0.85,0.23,-0.30,0.25,1198.79,0.19,19.44,77.00,0.91,104.73,1.38,91.41,66.27,0.40,7.05,40.00
182,4717,Female,American Diploma,13.72,96.09,12.00,9.00,67.39,96.30,47.37,6.52,0.55,-1.58,-1.41,0.77,0.20,0.32,0.61,-0.21,-0.78,-0.37,-0.45,0.37,-1.50,0.61,-1.86,-1.57,0.72,1.56,67.72,0.96,96.30,61.82,0.96,84.57,1.43,96.09,67.39,0.47,7.26,47.37
237,4839,Female,IB,13.83,96.09,7.50,8.00,93.86,84.26,78.13,7.53,-1.12,0.53,0.12,-1.39,-0.98,-0.76,-0.95,0.99,0.89,0.08,0.65,-0.90,0.33,-1.25,0.79,0.02,-1.69,0.63,182.53,0.84,84.26,132.99,0.96,106.85,1.02,96.09,93.86,0.78,10.38,78.13
3,4229,Female,IB,12.45,90.63,9.00,8.00,27.13,94.44,47.83,6.50,1.24,1.72,1.77,1.10,0.78,0.61,0.70,-2.03,-1.24,-0.37,-1.21,0.70,1.75,0.87,1.88,2.53,0.81,2.23,113.95,0.94,94.44,42.36,0.91,91.95,3.34,90.63,27.13,0.48,7.35,47.83
62,4304,Male,IGCSE (British),12.64,97.66,10.00,8.00,31.42,73.15,53.33,6.63,-0.35,0.61,0.59,0.10,0.57,0.13,-0.03,-1.83,0.02,-0.32,-0.71,0.22,0.60,-0.34,0.96,1.00,0.26,0.76,240.26,0.73,73.15,96.00,0.98,74.80,3.11,97.66,31.42,0.53,8.04,53.33
67,4309,Male,IGCSE (British),13.33,97.66,15.00,9.00,86.17,87.96,58.06,8.36,1.18,-0.12,-0.24,1.01,1.06,1.67,1.54,0.64,0.66,0.45,0.58,1.42,-0.18,0.86,-0.22,-0.50,0.79,0.71,148.77,0.88,87.96,123.33,0.98,106.80,1.13,97.66,86.17,0.58,6.94,58.06
68,4313,Female,IGCSE (British),12.49,96.09,12.00,10.00,35.76,80.77,75.00,8.02,-0.79,-0.45,-0.24,-0.86,-1.17,-0.53,-1.07,-1.64,-0.10,0.30,-0.48,-0.92,-0.34,-0.90,-0.73,-0.64,-1.00,0.89,159.53,0.81,80.77,91.00,0.96,71.61,2.69,96.09,35.76,0.75,9.36,75.00
83,4348,Female,IGCSE (British),15.13,88.28,8.00,8.00,59.62,92.59,58.06,9.47,0.58,0.05,0.37,0.82,0.29,-0.31,0.18,-0.56,-0.57,0.94,-0.06,0.05,0.21,0.62,0.05,0.45,0.74,1.31,112.58,0.93,92.59,70.94,0.88,111.80,1.48,88.28,59.62,0.58,6.13,58.06
96,4376,Male,IGCSE (British),13.47,96.09,11.00,10.00,65.64,83.33,43.75,3.57,1.22,0.86,0.47,1.04,0.50,0.64,0.65,-0.29,-0.37,-1.68,-0.78,0.60,0.67,0.87,1.16,0.69,0.80,1.05,126.45,0.83,83.33,79.40,0.96,88.02,1.46,96.09,65.64,0.44,12.26,43.75
