"","ID","PostScore","PreScore","Gain","SelfEfficacy_S","TaskValue","MasteryGoals_S"
"120","4465",8,9,-1,-0.504669014709126,-0.713767099652051,-0.412842745223637
"121","4467",5,6,-1,-0.41152831819327,0.0127019612007766,-0.349741168988676
"122","4476",9,7,2,0.89566429517386,0.39635770747914,0.929737768882484
"123","4478",5.5,6.5,-1,0.160363574300141,0.417617434669739,0.164566860629872
"124","4479",12,7,5,0.529002506651486,0.617990131804947,0.165536361578058
"125","4482",4.5,8.5,-4,0.823200055066962,0.385854292572861,0.700500164922613
"126","4485",12.5,7,5.5,-0.373868502296761,-0.022219060549746,-0.0188496417738305
"127","4488",5.5,5.5,0,0.536995452144834,0.0867084765882333,0.242448141969357
"128","4490",1.5,4,-2.5,-0.747939859555724,-0.615129592800143,-0.780367482182341
"129","4492",4,6,-2,0.269706790681062,0.379282112862827,-0.0483459405383242
"130","4494",2,14,-12,0.326444634922033,-0.242912606325863,-0.0116765103775849
"131","4495",6,7.5,-1.5,0.628284052595905,0.566251093404153,0.671830402561601
"132","4498",6,5.5,0.5,-0.124662674278061,-0.282599762712445,0.0842520520650201
"133","4499",6.5,6.5,0,-0.886210220023489,-1.03668632366764,-1.07000521122956
"134","4500",14,13.5,0.5,0.0715547325273333,0.129662546893844,0.180894702252908
"135","4501",4,6,-2,-0.889708851068086,-0.346551669581199,-0.492191300467161
"136","4502",9.5,9.5,0,-0.082317533365902,-0.301188637299724,-0.617162500716696
"137","4503",7,7,0,0.341180915604696,-0.256154768688872,-0.326965363054685
"138","4505",5.5,7,-1.5,0.232799073903194,0.47640878901433,0.793058495151483
"139","4507",15,7,8,1.49393723272216,1.78710362032207,1.74608829772361
"140","4509",9,5,4,-0.482984153187897,0.231746324736952,-0.156054446788049
"141","4513",1,3.5,-2.5,-0.0691631627708047,0.510701303456218,0.734511764966963
"142","4514",8,7,1,0.155445514688856,-0.233271610136469,-0.127430255807811
"143","4515",6.5,4.5,2,-0.664117935277659,0.417095306127436,0.128248357384113
"144","4517",13.5,14.5,-1,-0.252707785509298,0.867828188040969,0.437744033992706
"145","4518",7.5,7.5,0,-0.762250935244824,-1.30731020136353,-1.23557690677681
"146","4524",10,9,1,-0.289245578909503,-0.112693579964567,-0.380263178087084
"147","4531",7,6,1,0.779383022278552,0.370980620052132,0.891467577863282
"148","4533",12,7,5,0.584981683725451,1.11644239935323,1.10836283409661
"149","4535",5,8,-3,-0.153885557203794,0.0392701270899925,0.206575307622641
"150","4536",7,9,-2,-0.631070030695659,-1.03744204236813,-0.94251847392619
"151","4537",8,11,-3,-0.308567952557091,0.0134009782075914,-0.493966043390294
"152","4540",12,11,1,0.821302938171762,-1.79299799837826,-0.0815824729126847
"153","4543",8,9,-1,1.41597459058138,1.38980308079858,1.50784150412311
"154","4545",8,5,3,0.156515392602564,0.537643588578022,0.251010976276798
"155","4546",9,14,-5,-0.32552918462881,0.189119251077483,-0.135523639683596
"156","4549",9,6,3,-0.344776272326645,-0.892048030506249,-0.819635961128714
"157","4550",6,9,-3,-0.579410536036127,-0.337945224272438,-0.206860478204428
"158","4558",7,7,0,-0.161647266303974,-0.550973260652015,-0.656028908654819
"159","4559",13,5,8,0.726077817015198,0.120362683860833,0.14848693694082
"160","4562",7,8,-1,-0.286001970680038,-0.221121759037131,-0.640222950931963
"161","4564",14,12,2,0.0689784920013133,0.262994487506101,0.692436254834236
"162","4566",7,10,-3,-0.433699041077527,-0.541437363800605,-0.204912411797672
"163","4568",10,6.5,3.5,0.616984092776478,0.193217293206753,0.1467219752659
"164","4574",5,8.5,-3.5,-0.50008934526075,-0.373094140404235,-0.573391704915375
"165","4578",6,8,-2,0.413128612096859,-0.231982043776481,0.467822275917126
"166","4585",6,9,-3,1.15048965394537,1.21463396210062,1.32937097641082
"167","4586",7.5,8,-0.5,-0.0206680939947059,0.368750553459731,0.500372443058397
"168","4589",13,9,4,0.219984976520074,-0.263168719730796,0.578426856218029
"169","4592",13,12,1,0.0487732327954096,1.12457513563723,0.736856913068381
"170","4598",13,9,4,0.128282243866223,-1.22292134190039,-0.581134468200789
"171","4599",9,10,-1,-0.27155104623098,-0.180619412444431,-0.350843004024343
"172","4602",8.5,6,2.5,0.375076359907827,0.518541159603922,0.840221810345871
"173","4606",8,8.5,-0.5,0.455907714297732,0.603758245781339,0.496901032596813
"174","4607",13,8.5,4.5,0.37894117956703,0.59953513967716,0.453512327687982
"175","4608",6,5.5,0.5,0.0664050601861068,-0.510697182500814,-0.288732941711553
"176","4609",6,4.5,1.5,0.600897313109601,0.330302334571544,0.60994213277794
"177","4610",4.5,6.5,-2,-0.683227735615739,-0.154607701314137,-0.622781524088647
"178","4616",8,4,4,0.0182019850927288,-0.49393136630387,-0.896472923857249
"179","4617",7,6.5,0.5,-0.611260489876278,-0.553367907729897,-0.695861972326974
"180","4619",9,9,0,0.129720297533529,-0.00326191307913733,0.471523349727191
"181","4626",7,9,-2,0.478760166779978,-0.176300448724539,0.180949695240772
"182","4627",8.5,7.5,1,-0.201952332578598,0.186569146700991,0.614019582980689
"183","4656",6.5,5.5,1,-0.955618505336645,-0.656618115076226,-0.150448883507748
"184","4668",13,14,-1,-0.305731543352198,-0.204044914051575,-0.597876246625462
"185","4686",7,3,4,0.854407883178991,0.938506151046118,1.1180764262635
"186","4693",4,3,1,0.543476409857869,-0.399305281478806,-0.317510019606504
"187","4697",10.5,4.5,6,-0.555769994560484,-0.861057062832646,-0.309272250577092
"188","4702",6,6.5,-0.5,-0.886359062228944,-1.46060955890157,-1.84234526961786
"189","4704",13,6,7,0.927187971878569,0.961254165386275,1.14900125049238
"190","4710",9,9,0,0.81739907282878,1.35982779641527,1.2822725086947
"191","4712",12,8,4,0.601104071247536,1.32312028808658,1.19682714066968
"192","4716",9,5.5,3.5,0.13811978362462,0.173759744776946,0.347799444721052
"193","4717",13,9.5,3.5,0.191731477985103,0.295143101476066,0.555603739642664
"194","4720",15,8,7,1.28790163202307,0.532063139947683,1.08667290174948
"195","4722",9,7.5,1.5,1.00636299364252,1.19548120576368,0.927092734737342
"196","4723",13,12.5,0.5,1.00042798299197,0.508874820492201,0.997213818491013
"197","4725",14,14,0,1.12739315299766,1.15079726700432,1.29295156023804
"198","4727",11,6,5,0.910819055103182,1.16142438365926,1.22682294764186
"199","4730",13,9,4,0.232888291886102,-0.371120696085197,0.208175744924853
"200","4737",7.5,5.5,2,-0.49349042902187,-0.887555175896361,-1.37875485908462
"201","4739",8,7.5,0.5,-1.08635123218777,-0.627547740218281,-0.961542188412066
"202","4740",13,9,4,-0.824144536648731,-0.80753023985273,-0.86603748732041
"203","4743",6.5,5.5,1,-0.643119636039588,0.249172689917516,-0.325785560839986
"204","4746",7,6,1,1.49393723272216,1.78710362032207,1.74608829772361
"205","4748",2.5,7.5,-5,-0.804550896896916,-0.175655176556654,-0.255825095582588
"206","4750",1.5,6,-4.5,-0.282452473954843,-2.4910867746227,-1.57964497925161
"207","4752",2,16,-14,-0.242498078144447,0.236892298477854,0.182989164982369
"208","4753",10,4,6,-0.135022124307879,0.519363586166197,-0.139143976874052
"209","4754",3.5,2.5,1,-0.688997012797324,-0.896093316829626,-0.883195626778636
"210","4755",6,5.5,0.5,-0.0548241879936598,-0.234016119261689,-0.342723071848509
"211","4755B",9.5,7.5,2,-1.41242431006617,0.104706381994691,-0.643378442174067
"212","4756",7,6.5,0.5,-0.20141455190819,0.364056282074742,-0.00442784875606906
"213","4756B",14,14,0,0.144436585119928,-0.0814226320499248,0.0356941162426871
"214","4758",11,8,3,0.438203533133232,0.45561001654581,0.431257277093377
"215","4760",14,7,7,-0.509133241160786,-0.661033037603906,-0.598891686050742
"216","4761",12,7,5,0.819732583094128,0.669783483107424,1.00633927914295
"217","4762",6,7.5,-1.5,-0.85205652614402,-0.56058699784438,-0.609972415989694
"218","4763",8,8,0,-0.716759401828983,-0.257013587571945,-0.2480279414938
"219","4764",13,21.5,-8.5,-0.156543014332126,0.7282327475499,0.78041765079948
"220","4765",12.5,4,8.5,1.07484831984724,0.531546550046434,1.0259615388138
"221","4767",13,11,2,-0.433289831860055,-0.660855890911098,-0.709145924338082
"222","4768",15,24,-9,-0.00468203405642555,0.0251179323053055,0.266519832227123
"223","4770",10,10,0,-0.719292359636839,-0.266061565852801,0.243462411505258
"224","4771",6.5,15.5,-9,-0.66116906199802,-0.235168870031417,-0.666139525061708
"225","4773",9.5,4,5.5,0.736292261348587,0.984506716889171,1.10126708925655
"226","4775",9,5,4,0.40329262761738,1.07322521081462,0.596582290109692
"227","4777",13,8,5,0.382118026043843,-0.748749419182592,-0.227138130520996
"228","4778",7,8,-1,1.24199792595239,1.71358071126964,1.60608403444706
"229","4779",13,8.5,4.5,-0.136270657468313,0.0333543951790692,0.104865460590194
"230","4780",13,15,-2,-0.223304276574182,-0.0423096634176658,-0.12036861679186
"231","4781",14,16,-2,-0.219921624361581,-1.0154014311629,-0.71119068237679
"232","4782",10,6,4,-0.593293272760262,-0.413319849484901,-0.717590602538698
"233","4783",10,8,2,-0.479491389573571,-0.887034626405161,-0.86701385828828
"234","4784",13,9,4,-1.32057183344444,-1.17847990947095,-1.4884909430248
"235","4785",13,14,-1,0.0175639910594564,0.535783256464126,0.408989667165195
"236","4786",14,10,4,-0.278209145001689,-0.142685873451925,0.0757156577961189
"237","4787",11.5,3.5,8,-0.694079689105965,-1.20642434719113,-0.90026291795423
"238","4789",14,11,3,-0.0785974670318176,-0.0964941562068644,0.563151732774423
"239","4795",14,14,0,-0.492531260909682,-0.55663651577402,-0.214095953063766
"240","4799",6,5,1,-0.342590047985266,-0.21629878389482,-0.28556138479641
"241","4801",5,6,-1,0.279805803327581,0.598287193737235,0.612514527371265
"242","4802",14,13,1,-0.505847595972959,-0.822733431197163,-1.1202361534601
"243","4803",12,13,-1,-0.866275134833871,-1.28220438093675,-1.22800237891753
"244","4805",7,4.5,2.5,-1.01456845041632,-0.364068899783237,-0.839431050903526
"245","4806",10.5,12.5,-2,-0.412495566929367,-0.343129220520426,-0.736035243989449
"246","4807",6,9,-3,-0.545018035926549,0.216565566227316,-0.276821037961441
"247","4813",12,11,1,-0.109176757013278,-0.445936498181936,-0.20837964144195
"248","4815",4,9,-5,1.49393723272216,1.78710362032207,1.74608829772361
"249","4816",4,7,-3,1.34726882887734,0.972655678769301,1.28725611383594
"250","4817",7,5.5,1.5,1.49393723272216,1.78710362032207,1.74608829772361
"251","4819",5,3,2,0.0389003031920823,0.270554399459949,0.521102055151971
"252","4821",6,8,-2,1.01963909027989,1.21855780654382,0.982062348243677
"253","4822",6,8,-2,0.717759439006151,0.735469409014834,0.434185252983463
"254","4824",12,13,-1,0.381285083474284,-0.360002006172632,-0.222258631678229
"255","4825",4.5,5,-0.5,-0.34619595954246,-0.34108049108496,-0.813233047560962
"256","4826",12,6.5,5.5,0.817860193563472,1.36455362467398,1.28451052507712
"257","4828",12,13,-1,-0.591426700749428,-1.0987016740032,-1.16058021436852
"258","4829",10.5,10,0.5,-0.868467261353272,-0.785076442625353,-1.05184033667849
"259","4830",13,12,1,-0.961844349541154,0.358355859774325,-0.349123520871095
"260","4831",9,9,0,0.134069827952183,0.168718611416675,0.51151741001635
"261","4832",5,5,0,1.10249875284091,0.90232796951022,0.457795526333211
"262","4833",5.5,4.5,1,-0.362657049350061,-0.822823633858516,-0.495028287688023
"263","4836",15,11,4,0.984061262049349,-0.428874492715619,-0.0250138100370817
"264","4838",8,11,-3,-0.962029285038942,-1.57741739487214,-1.4622461456528
"265","4839",8.5,9.5,-1,-1.03145592248844,-0.802692288589482,-1.04171088024146
"266","4845",8,9,-1,-0.228319429533743,0.222980372707926,-0.141509674260127
"267","4846",14,14.5,-0.5,0.472730169816436,-0.596704920574386,0.134871755408937
"268","4848",14,6,8,1.06300986540778,-0.140022916408963,0.285209534554118
"269","4850",6.5,4,2.5,-0.899686381822232,-1.31883034800738,-1.26228939283575
"270","4855",11,8.5,2.5,-1.37369859928816,-1.26889472886731,-1.26273219281171
"271","4860",6,6,0,-0.168389789344205,-0.893469779734767,-0.687124218882514
"272","4861",11,8.5,2.5,-0.838027496475551,-0.209688522121376,-0.349957913591987
"273","4862",13,14,-1,0.567316051010583,-0.374208775910164,0.142469628042912
"274","4863",11.5,8.5,3,0.244988220795071,-0.923775014577647,-0.679937214693095
"275","4868",6,8,-2,0.728562435530392,1.08068728401342,1.13697055757264
"276","4869",15,14,1,1.11771973926313,0.76962758869366,1.12963170746303
"277","4870",12,6.5,5.5,-0.567442157386825,-1.50647943055721,-1.39658680267218
"278","4871",9.5,6,3.5,0.0252189871588049,-0.725572416964495,-0.32484388483897
"279","4874",7,6,1,-0.63739491633179,-0.583257397810406,-0.25063340189106
"280","4878",13.5,16,-2.5,0.832915111957394,0.835641928749814,1.07184973974684
"281","4879",16,24,-8,0.384762851512401,0.57873665204328,0.440627128156127
"282","4880",14,11.5,2.5,0.144628659192732,-0.193269939688523,0.581941365001624
"283","4884",14,16,-2,0.172840254637927,1.02568475128013,0.959610312697535
"284","4885",15,13,2,0.662981971221769,0.354875264544767,0.857276189405959
"285","4886",13,7,6,-0.296870646431335,0.387325791148908,0.277259280367998
"286","4887",13,12,1,-0.140591703272066,0.0376362865609863,-0.492922555141573
"287","4888",12.5,15,-2.5,0.883682373877661,-0.0222109279857768,0.376198554827115
"288","4896",14,15,-1,0.332070431566921,0.348884206648725,0.776747237240406
"289","4897",14,14,0,-0.211700842547943,0.0426804889622251,-0.531249357069875
"290","4898",14,19.5,-5.5,0.913847091195338,-0.0028094799522686,-0.295631430138758
"291","4899",14,20.5,-6.5,-0.0351773363188155,0.00990279411238996,-0.232805178870932
"292","4900",14,14.5,-0.5,0.266613115760749,-0.161200890497981,0.00166285228681274
"293","4901",13,14.5,-1.5,0.245340107137754,-0.473970350081584,-0.0328552466808214
"294","4902",13,9,4,-0.547776973208707,-0.494346314931503,-0.706186490928542
"295","4903",8.5,7.5,1,-0.765717988076903,0.206068481244595,-0.0785934660638349
"296","4904",14,15,-1,0.938812338404331,0.616222716880173,0.416794526529923
"297","4906",15,13,2,0.939000281961906,0.398027237505916,0.625050770514041
"298","4907",8.5,7,1.5,-0.587057094730543,-0.405044555555097,-0.768442444230215
"299","4908",16,15,1,0.347177030585457,0.221675809846494,0.0195878361872249
"300","4909",14,15,-1,-0.154804593581889,-0.150524287860768,-0.497812764910742
"301","4910",12,11,1,-0.166860062630863,0.149192862741235,-0.173425956881344
"302","4911",14,15,-1,0.473332057065114,0.494924218085843,0.661725319607611
"303","4912",13,12.5,0.5,0.474237936758842,-0.573300707432268,-0.493628404763914
"304","4913",13,8,5,-0.631639696390155,-0.560177121095658,-0.626628353402602
"305","4914",14.5,14.5,0,-0.0227636892260419,0.787621944956001,0.830521549264638
"306","4917",12.5,16,-3.5,-0.389500751713797,0.123574367392751,-0.353333201342069
"307","4919",14,13,1,0.284509263065905,-0.354352590795421,-0.0232761852491234
"308","4920",9.5,8.5,1,0.90561692399651,0.133905115574056,0.475348223990352
"309","4921",12,8,4,-0.468864751272522,0.268379605583591,0.100676160516598
"310","4922",10,10.5,-0.5,-0.191215132047853,0.0724426417164174,-0.0388269891983038
"311","4926",14.5,14,0.5,-1.26524138452106,-1.30409283041429,-1.02479917459934
"312","4927",15,12,3,-0.566027921583144,-0.215543821111097,-0.524242370026296
