"","ID","PostScore","PreScore","SE_S","TV","MG_S","X.1","X","Gender","SelfEfficacy_P","PerfAvGoals","PerfAppGoals","MasteryGoals_P","Average.of.RTc","Average.of.EFF","Average.of.ACC","Per.Correct","Eff2","FM_ACC_mean","FM_EFF_mean","FM_RTc_mean","Per.ACC","EFF2"
"87","4428",16,16,0.230863523454967,-0.260413550713778,0.0222889684289354,142,142,"Male",-0.77510526416261,1.30586061239919,1.57097763919533,-0.340897432539854,1.57,"142.31",0.92,91.67,"58.48",0.89,139.22,1.11,89.06,79.95
"88","4430",14,12,0.243855556129768,-0.160413282996685,-0.234509311353043,148,148,"Female",0.829948924405154,-0.449195891624775,-1.04422450820477,0.612639465408896,0.97,"90.50",0.94,93.52,"96.73",0.98,129.39,0.86,98.44,114.39
"89","4431",12.5,11,-0.892849727031421,0.074485425026942,-0.652867914035398,149,149,"Female",-0.790390450137663,-1.89506532247536,-1.58673474488432,-0.91210950991567,0.83,"121.18",0.9,89.81,"107.72",0.96,108.14,1.06,96.09,90.63
"90","4432",13,10,-0.970279066043442,-1.11063343880802,-1.20465960646918,157,157,"Female",-1.01363989369829,-0.461849898661997,-0.725922148814824,-0.479291931702754,2.68,"44.12",0.97,97.22,"36.29",0.98,58.07,2.74,98.44,35.87
"91","4433",15,14,0.729400180967652,0.509945721960588,0.911267969725168,144,144,"Male",0.536860065827003,-0.16898301394052,-1.2575687433849,0.705564250594743,1.14,"121.71",0.91,90.74,"79.70",0.93,109.57,1.36,92.97,68.36
"92","4435",14,13,-1.15633172313393,-0.246084983528078,-1.04551011914913,160,160,"Female",-1.08670373986046,-0.789737536822408,-0.70688118624567,-0.907230387234046,0.93,"131.28",0.81,81.48,"87.86",0.95,109.73,1.36,94.53,69.73
"93","4436",10,12,0.819011980302526,0.845945512810358,0.770551131541507,147,147,"Female",0.331625681961915,-0.595238712331574,-1.22233786268983,0.224086980984938,0.49,"216.71",0.74,73.83,"150.11",0.83,333.53,0.94,82.81,88.04
"94","4437",12.5,7,0.618229130346074,0.841065721156457,0.726759842667071,151,151,"Female",-0.154517053446124,-0.799299849225613,-0.660672695419097,-0.0661567832174101,1.23,"89.15",0.9,89.81,"72.90",0.98,64.9,2.73,97.66,35.83
"95","4440",9,9,-0.699113193672881,-1.29026881317905,-1.23089552523379,155,155,"Male",-0.447893630194981,-0.774841919715813,-1.38192587175186,-0.890429339491614,1.62,"103.27",0.92,91.67,"56.72",0.93,92.85,1.54,92.97,60.31
"96","4447",12,12,0.62938616563781,0.609390250633879,0.666590089239866,164,164,"Female",0.393980060534955,0.958007245852535,-0.0765799525254648,0.680894307127598,0.65,"171.38",0.9,89.81,"139.12",0.95,120.53,1.01,94.53,93.5
"97","4448",16,15,0.262946438484784,0.53699834331771,0.101386179302145,161,161,"Female",0.431428478441389,-0.742385329602817,-0.149271732827798,0.262845724575286,0.67,"155.13",0.94,94.44,"140.74",0.99,94.83,1.16,99.22,85.58
"98","4449",15,8,0.0953141313779502,0.26259294628345,-0.665471380817242,159,159,"Female",0.79722691557335,0.204444539431074,0.623948350648156,0.433279880037836,0.51,"211.65",0.86,86.11,"168.36",0.95,129.18,0.88,94.53,107.67
"99","4450",12.5,13,-0.489405008531196,-1.04559876046542,-0.555534252839928,171,171,"Female",-0.0967259695828885,0.342631105447458,0.0525563851115348,-0.201148983657951,0.93,"126.01",0.94,93.52,"100.98",0.99,102.4,1.12,99.22,88.97
"100","4451",12,10,0.308168878363633,1.49457124740196,1.19048839057735,163,163,"Female",0.862780247442498,-0.11973499822346,-0.862398492730077,0.783431070066009,0.77,"144.15",0.93,92.71,"120.58",0.98,91.15,1.21,98.44,81.04
"101","4452",15,11,-1.39069749545267,-0.72043606968334,-1.28287188233256,173,173,"Female",0.823888721679119,-1.38680570359082,-1.02394400805622,0.645335454375698,3.18,"29.56",1,100,"31.41",0.96,73.89,1.76,96.09,54.71
"102","4453",10,7,-0.11931355625718,-0.113975320117659,-0.349502214700491,172,172,"Female",-0.38870790721322,-1.62972924683853,-0.57640842537787,-1.00425982384487,0.58,"179.33",0.9,89.62,"154.02",0.96,91.23,1.68,96.09,57.08
"103","4454",12,4,-0.276803193661758,-1.14135562228849,-0.390015614862308,168,168,"Female",-0.473307051849833,-0.723248853375558,-0.873149072131571,-1.02657311883451,1.77,"118.28",0.93,92.59,"52.36",0.71,105.8,1.2,71.09,59.11
"104","4455",14,8,-0.579499066273616,-1.51905056067316,-1.56438253266881,162,162,"Female",-0.24366137245788,-1.35566890020542,-1.4915378988698,-0.888969930082889,0.56,"179.89",0.88,87.96,"157.33",0.99,108.16,1.18,99.22,84.29
"105","4456",11,8,-0.0824519213636781,-0.0954739556689253,0.0473201307145067,167,167,"Female",-0.0658835976181639,-0.338358913652998,-0.325158118330175,-0.0303747077006632,0.96,"167.70",0.81,80.56,"83.53",0.99,86.73,1.66,99.22,59.85
"106","4457",5,6,-0.180977870293235,-0.352259563040158,-0.619562501993811,166,166,"Female",0.0345019088763856,0.459177356903966,0.309748856698446,-0.0277831739374944,0.84,"140.73",0.8,79.63,"94.95",0.94,81.21,1.96,94.44,48.29
"107","4458",16,14,0.985363385936105,0.539141333537684,0.860848800961845,169,169,"Female",0.636272509304707,0.589363531028492,0.0786356901610777,0.031791647362215,2.08,"50.94",0.97,97.22,"46.79",0.98,90.6,1.39,97.66,70.17
"108","4459",16,10,0.940054879102538,-0.500662925329074,-0.134206080012862,165,165,"Female",0.748545708331817,-0.534997067037058,-1.33493703936218,0.14236467408019,1.45,"69.36",0.98,98.15,"67.81",0.98,85.81,1.37,98.44,71.93
"109","4461",13,15,-0.323015525950612,-0.384352412161147,-0.106825384116699,197,197,"Male",0.591127673085378,1.00341113868899,1.73084444303158,-0.769161560640333,0.35,"325.69",0.66,65.74,"185.43",0.81,155.48,1.04,81.25,78.18
"110","4465",7,8,-0.500585265811426,-0.689815727611632,-0.387569319393235,177,177,"Male",0.245209449420888,1.09684752126107,-0.0266254556048639,0.0749321581773744,0.78,"188.26",0.86,86.11,"110.02",0.95,120.6,1.01,94.53,93.79
"111","4476",9,6,0.878639432995615,0.392158147410397,0.907240134363102,186,186,"Female",0.696813799045165,0.260898353896701,0.271694035710018,0.593361557258964,0.95,"102.05",0.95,95.37,"100.21",0.97,90.81,1.54,96.88,62.8
"112","4478",5.5,7,0.140427657072359,0.388719818633464,0.110314723238834,203,203,"Female",0.74421415852291,1.16811979374616,0.720592186029138,0.630695189683405,0.4,"162.51",0.05,4.63,"11.44",0.98,75.03,1.84,97.66,52.95
