"ID","Gender","Certificate (2)","Age","FM_Per.ACC","FM_EFF2","SS_ACC","SS_EFF","CB_PerCorrect","CB_EFF","SE_P","PAV","PAp","MG_P","SE_S","TV","MG_S","PostScore","PreScore","FM_EFF_Z","SS_EFF_Z","CB_EFF_Z","Avg_EF","Avg-SALES","Avg_PG"
"4299","Male","IGCSE (British)",12.1748633879781,96.88,43.43,93.52,75.04,60.0,5.0217609641781,0.367636097187264,0.784950230992328,1.1047654587048,-0.164968627180686,0.618850078985677,0.43102005153207,0.431953999719689,8.0,4.0,-1.2887079669787507,-0.4695791700581296,-1.0333130379401334,-0.9305333916590046,0.493941376745812,0.9448578448485639
"4301","Female","IGCSE (British)",12.3553409686354,100.0,74.83,94.44,114.91,62.5,6.71779355414273,1.0102750568225,0.637485555567377,0.391919250260169,0.509549565961176,0.25650156057818,0.704108327743681,0.858253399431947,8.0,10.0,0.12996761656524858,0.4657803499839773,-0.2804671306357883,0.10509361197114586,0.6062877625846027,0.514702402913773
"4302","Female","IGCSE (British)",11.9453551912568,99.22,18.48,97.22,50.9,56.6666666666667,3.15523195321959,-0.435501937727649,0.294815879275305,0.389773370225085,-0.069658211437333,0.0326745285083719,0.127922448900791,0.204878243535456,13.0,4.0,-2.415967706132342,-1.035909213043243,-1.861839998494733,-1.7712389725567728,0.1218250736482063,0.342294624750195
"4304","Male","IGCSE (British)",12.6402724754847,97.66,31.42,73.15,96.0,53.3333333333333,6.63262265817898,-0.349342950153338,0.609141865037614,0.588083652870503,0.0972016784693838,0.568359509041649,0.127433000201114,-0.0302736257276916,9.0,9.0,-1.8313287873087962,0.022147329567718425,-0.3182733383862482,-0.7091515987091087,0.22183962783835715,0.5986127589540585
"4305","Female","National",13.8346433116251,98.05,52.05,79.59,109.94,58.6206896551724,7.93845760771911,-1.2052029276256,0.476949819324308,0.478329246887582,-1.12896998859937,-0.956738890392393,-1.09604087057189,-1.2831581870565,6.0,7.0,-0.8992498927701752,0.34918298819292465,0.2613691184823219,-0.0962325953649762,-1.1119793160069278,0.477639533105945
"4305","Female","National",13.8346433116251,98.05,52.05,79.59,109.94,50.0,6.77103737128983,-1.2052029276256,0.476949819324308,0.478329246887582,-1.12896998859937,-0.956738890392393,-1.09604087057189,-1.2831581870565,6.0,7.0,-0.8992498927701752,0.34918298819292465,-0.25683292097163873,-0.26896660851629645,-1.1119793160069278,0.477639533105945
"4309","Male","IGCSE (British)",13.3306834343888,97.66,86.17,87.96,123.33,58.0645161290323,8.36189237883192,1.17643117485322,-0.123593819988718,-0.235448801433027,1.01435759363536,1.05891537622102,1.66967195326176,1.53885793386353,14.0,9.0,0.6423173336795466,0.6633155182497046,0.44932608129591894,0.5849863110750567,1.42248175444877,-0.1795213107108725
"4313","Female","IGCSE (British)",12.4923272700052,96.09,35.76,80.77,91.0,75.0,8.01530796594385,-0.794252788941518,-0.453023103123521,-0.235868244595787,-0.863652304263628,-1.16777133727552,-0.533326833262542,-1.06613104834178,10.0,9.0,-1.6352443276724602,-0.09515383923615757,0.2954819521664755,-0.47830540491404744,-0.9224097396266141,-0.344445673859654
"4314","Male","Other?",14.6072460513511,99.22,72.66,91.67,105.79,75.0,6.52661044112635,0.0271792762012921,-0.532810790755796,-0.0570539223782348,0.219012117669966,-0.461930543316133,-0.822330464980532,-0.160147165020125,13.0,7.0,0.03192538674708039,0.2518230180857078,-0.36533072643679076,-0.027194107201334198,-0.48146939110559667,-0.2949323565670154
"4315","Male","IGCSE (British)",13.8347930234299,92.19,55.61,92.59,85.71,65.5172413793103,4.94780273699838,1.17616986321067,-0.118205687285142,-0.206075362875269,1.01574654951723,0.769896139259704,0.345738445241405,0.647363908675246,12.0,12.5,-0.7384064189670975,-0.21925847583065852,-1.066142093804501,-0.6746023295340856,0.5876661643921184,-0.1621405250802055
"4318","Female","IGCSE (British)",12.2841530054645,86.72,57.61,77.78,88.3,64.5161290322581,5.98499292947898,-0.275679171498921,-0.0648475523762034,-0.0452808203136728,-0.458465013553613,-0.873709622544628,0.109506199518446,-0.419991234182864,4.5,7.0,-0.648044916830537,-0.15849647039025067,-0.6057474079208355,-0.4707629317138744,-0.39473155240301533,-0.05506418634493811
"4319","Female","IGCSE (British)",11.5901639344262,95.31,39.51,35.19,20.79,53.125,4.18247032616901,-0.232153480707747,0.928985272380174,1.03589843812957,0.120177497971044,-0.0324227372591959,-0.00605838448127946,0.0744946929782403,7.5,8.0,-1.4658165111664092,-1.7422968515801842,-1.4058627905820753,-1.5379920511095562,0.012004523745921645,0.9824418552548719
"4321","Female","IGCSE (British)",12.1912568306011,95.31,65.49,76.85,125.29,72.4137931034483,9.29590771376952,-0.282914100134872,-0.843170590334438,-1.10347498506607,-0.433983065986238,-0.588244025822079,-0.256526080354122,-0.464434616133332,7.0,7.0,-0.29202059841248895,0.7092975764208241,0.8639228446057166,0.42706660753801723,-0.43640157410317765,-0.9733227877002539
"4322","Female","IGCSE (British)",12.0437158469945,96.09,84.59,81.48,118.61,71.875,9.36227509302102,-0.571015313651722,0.312214199143274,-0.128233483364102,-0.264948059276463,-0.133433912318991,0.986067972594236,0.39275009538841,13.0,5.5,0.5709317469916639,0.5525832148988457,0.8933824258328967,0.6722991292411354,0.415128051887885,0.09199035788958598
"4324","Male","IGCSE (British)",15.103825136612,95.31,88.84,97.22,55.31,70.0,10.4599533215689,0.580632360242487,0.118524820096996,0.392517849597281,0.819046906541876,0.86905682380868,1.619685742039,1.44256083750767,16.0,15.5,0.7629499390318549,-0.9324495821582244,1.380626932093586,0.40370909632240554,1.3104344677851167,0.25552133484713846
"4327","Male","IGCSE (British)",15.1994535519126,93.75,88.31,91.67,151.9,66.6666666666667,9.34944242262752,0.478277377585998,0.453654454011983,0.566134737043273,0.338598892085937,0.0959636422180839,0.322164941864595,0.483706188502066,14.0,12.0,0.7390041409656662,1.3335743967950522,0.887686177162502,0.9867549049744068,0.3006115908615816,0.509894595527628
"4328","Male","IGCSE (British)",15.0218579234973,98.44,76.32,83.33,116.92,65.625,6.10743772352391,0.265858759972875,-1.07745527109841,-0.675305035350227,-0.546000256656622,0.64636199555582,0.191231334555699,0.667612810657158,14.0,14.0,0.1972869356569859,0.5129354198431356,-0.5513958213930251,0.052942178035698804,0.5017353802562257,-0.8763801532243185
"4335","Female","IGCSE (British)",13.3114754098361,91.41,98.89,85.19,152.4,78.125,6.28060917688446,-0.597109536766109,0.765686550121637,0.523990386449299,-0.468662696337932,-0.224205247440284,-0.488442983097618,-0.647177554705822,3.5,11.0,1.217016487268071,1.3453045136754398,-0.47452735748741465,0.6959312144853654,-0.453275261747908,0.644838468285468
"4339","Female","IGCSE (British)",14.6374803503256,94.53,74.58,92.59,132.65,75.0,5.46997742114876,0.130558343765066,-0.181491735413163,-0.0317989106963911,-0.211535958326169,-0.421527958367024,-0.0407027374424665,-0.136106102234292,11.0,7.0,0.11867242879817852,0.8819648969001296,-0.8343558202466614,0.05542716848388222,-0.1994455993479275,-0.10664532305477704
"4341","Male","National",13.5716820121267,90.63,104.62,88.89,169.95,65.625,9.55114388484223,0.404669667557109,0.84064698693636,-0.191440211944952,-0.0215667560099541,0.820063958563119,0.312982860128197,0.0733549333454761,15.0,11.0,1.475902190889317,1.757031616177044,0.977218725784585,1.403384177616982,0.40213391734559734,0.324603387495704
"4342","Female","IGCSE (British)",14.7963844599147,100.0,63.18,98.15,60.14,68.75,4.63674014941799,-0.239680414127649,-0.380105015632445,-0.919832587542994,0.153651158999559,0.364262401715307,0.345515485686674,0.180637472349803,14.0,14.5,-0.39638813338021606,-0.8191366530936802,-1.2042185655427473,-0.8065811173388812,0.29680511991726133,-0.6499688015877195
"4343","Female","IGCSE (British)",13.9662474736133,96.88,75.16,79.63,101.13,71.875,6.90110417666827,0.960155679060275,-0.401452297660639,-0.945587582014454,0.387877471293287,0.890261221201725,1.37459672903815,1.32873055384692,10.0,5.0,0.14487726441778098,0.1424983287604951,-0.19909802679289432,0.02942585546179392,1.1978628346955984,-0.6735199398375465
"4344","Female","American Diploma",15.483606557377,90.63,96.41,87.96,211.19,71.875,10.6066098628239,0.901622011922423,-0.297652886209331,-0.723314429690124,0.214952857804531,0.804625846245098,-0.221640817832032,-0.000600120975546975,14.0,14.0,1.104968224618736,2.7245316564714135,1.4457257854508438,1.7584085555136644,0.194128302479173,-0.5104836579497275
"4348","Female","IGCSE (British)",15.1338797814208,88.28,59.62,92.59,70.94,58.0645161290323,9.46618322907871,0.57871234254685,0.0455615094575257,0.367139665627093,0.819148281854359,0.289391020613046,-0.309513081822129,0.181859416873483,8.0,9.0,-0.5572316071832938,-0.5657661284773081,0.939505840812963,-0.06116396494921298,0.05391245188813334,0.20635058754230934
"4350","Male","IB",13.8867430196871,92.19,84.47,77.78,144.35,62.5,6.29684855323608,-0.758189103258661,0.44656223372994,0.101464695264828,-0.509401670602438,0.190853455008708,-0.907719964377795,-0.62601371850031,14.0,10.0,0.56551005686347,1.1564496319011992,-0.4673189181591663,0.4182135902018343,-0.4476267426231323,0.274013464497384
"4352","Male","IGCSE (British)",14.7169324051201,98.44,71.03,87.74,118.57,65.625,8.19220206391478,-0.210488535602014,0.565663140069354,0.0921840545269848,0.1097631008538,1.50411941885496,1.80356089543206,1.78631270699341,1.0,14.0,-0.04171923749421618,0.5516448055484146,0.37400284762078134,0.29464280522499325,1.6979976737601434,0.32892359729816945
"4355","Male","IGCSE (British)",15.3524590163934,98.44,65.02,96.3,107.28,70.0,8.77480972989106,-1.00196379857002,0.164277307072584,-0.0690799465682441,-0.462971975430869,-0.554570770664421,-1.03253522365188,-0.709675357499783,13.0,14.5,-0.3132555514145806,0.2867787663892627,0.6326145037231723,0.20204590623261812,-0.7655937839386947,0.047598680252169956
"4356","Male","IGCSE (British)",14.5278913092297,99.22,62.4,98.15,34.56,62.5,4.61273335818059,-0.333848936118276,0.903450103836626,0.698152940526509,0.262375286947806,-0.272541734480501,-0.0355316429748415,0.121657145623823,9.0,10.0,-0.4316291192134747,-1.4192494326943097,-1.2148748551904383,-1.0219178023660742,-0.062138743943839836,0.8008015221815675
"4357","Male","IGCSE (British)",14.7114529530653,97.66,69.81,70.37,201.61,56.25,9.47040556719545,0.0112042999528884,1.49735499481467,1.42808376765717,0.177967570346085,0.00785662076893288,-0.37080220125197,-0.313294668350057,8.0,8.0,-0.09683975379751801,2.4997826170431874,0.9413800795447246,1.1147743142634647,-0.22541341627769804,1.46271938123592
"4360","Male","American Diploma",15.0300546448087,97.66,63.21,90.74,92.37,54.8387096774194,6.85000341315049,-0.340862941757336,0.616109134344327,-0.00631886687764871,-0.900049895800508,-0.79412652998142,-1.55878728448971,-1.30436854946777,8.0,9.5,-0.3950327108481676,-0.06301331898389544,-0.2217809639617435,-0.22660899793126885,-1.2190941213129667,0.30489513373333915
"4362","Male","IGCSE (British)",15.5327868852459,98.44,101.61,92.59,132.97,78.125,8.69973363503546,-0.592821130475899,-0.118261700697825,-0.421668837822581,-0.401818839832341,-0.579131947254778,0.0759575891423923,0.0985449483403178,11.0,10.0,1.3399081301737932,0.8894721717035775,0.5992892415301799,0.9428898478025168,-0.13487646992402264,-0.26996526926020303
"4363","Female","IGCSE (British)",14.7635077475859,98.44,70.46,99.07,47.22,64.2857142857143,5.76800650574166,0.612702870327712,1.68610032954591,1.7702137702705,0.855779790488828,0.667115368844555,0.192763036556031,0.325083097476198,13.0,15.0,-0.06747226560313625,-1.1222428732828957,-0.7020647440485892,-0.6305932943115404,0.39498716762559466,1.728157049908205
"4364","Female","IGCSE (British)",15.1174863387978,96.09,55.68,88.89,114.27,68.75,3.62444734666491,-0.0849734814574709,-0.212108930838838,-0.489496859750157,-0.414746441347681,-0.368523083530975,-0.596841890620121,-0.930266684610553,14.5,16.0,-0.7352437663923178,0.4507658003770812,-1.6535616371650879,-0.6460132010601082,-0.6318772195872163,-0.3508028952944975
